Method,Dataset,Model,n_classes,size,calib_size,test_size,logits,accuracy_mean,accuracy_std,log-loss_mean,log-loss_std,ECE_mean,ECE_std,ECE_15bins_mean,ECE_15bins_std,MCE_mean,MCE_std,sharpness_mean,sharpness_std,overconfidence_mean,overconfidence_std,underconfidence_mean,underconfidence_std,avg_confidence_mean,avg_confidence_std,weighted_abs_conf_difference_mean,weighted_abs_conf_difference_std,cal_time_mean,cal_time_std,fit_time_mean,fit_time_std
GPcalib,CIFAR-100,alexnet,100,10000,1000,9000,True,0.4389222222222222,0.0020833456789757752,2.261597223687151,0.007287530871306303,0.03689013049513845,0.005373359398828421,0.022950593688278877,0.008618980469103798,0.19626924257119388,0.04739172097777465,0.2862143962535589,0.011396663622953124,0.2944463930693893,0.00982395853966794,0.41857220206037143,0.01380840539194265,0.420405401098948,0.011045090135109323,0.019717311582369813,0.0102747512618865,2.4415602684020996,0.03658646137860695,26.80823564529419,6.65485150083546
GPcalib,CIFAR-100,resnext-8x64d,100,10000,1000,9000,True,0.8259111111111113,0.0014626581961033004,0.6285740822696125,0.004497796794173569,0.025123058449868212,0.0020415602165178032,0.018933109513068765,0.0029904359533177854,0.23465654559290455,0.044977170698292455,0.1960359735980275,0.008648920433030546,0.542203165373896,0.009881160619510493,0.10814251662355545,0.0063053769848977655,0.830983604796592,0.00615308607532218,0.0066864677824525045,0.005427112012432688,2.4758533477783202,0.055576347878531905,22.742750358581542,10.460377656031467
GPcalib,CIFAR-100,resnext-16x64d,100,10000,1000,9000,True,0.8267444444444445,0.0012406578192301798,0.6190254319288954,0.006028847218087331,0.026618819318274468,0.0018255711875515114,0.022245454984020196,0.002824484077123109,0.2682752917372483,0.06083085868480953,0.18957992295787437,0.006868634249984554,0.5498621179958223,0.013548793853655905,0.10571203266344353,0.006889811745888321,0.8346187135475851,0.0076514316737064745,0.008015108816250175,0.008280281384137955,2.448177671432495,0.04200440002769182,20.895962023735045,9.756926723257502
GPcalib,CIFAR-100,densenet-bc-l190-k40,100,10000,1000,9000,True,0.8275111111111111,0.0010226515469879988,0.6456268735982076,0.006306006297910062,0.023720644893323945,0.0021463952662232008,0.016528715543862035,0.0027015136274669963,0.23518129571577848,0.05384880378563156,0.1920704141810181,0.005336755042664534,0.5567595843159289,0.011498698438554803,0.1100712132725024,0.00564224265105113,0.8324622460135316,0.0063815877792740405,0.005936583737088051,0.006031434033947433,2.4483249187469482,0.04095567679257381,14.917919492721557,5.124738396696147
GPcalib,CIFAR-100,WRN-28-10-drop,100,10000,1000,9000,True,0.8181444444444443,0.0013344131430010938,0.6750450186233784,0.0045757724241618745,0.028313556677890022,0.0027164843259202564,0.021073243909003562,0.0034187226453573647,0.6386616161616161,0.29050565269578826,0.191804314260188,0.012504633251396106,0.5556908322155196,0.014413165547955461,0.11652268387445139,0.005137235304389595,0.8238782253501749,0.006226943886743375,0.00723829038105518,0.0055928990813902,2.4268630504608155,0.032711908783681805,17.917363262176515,9.353197716238357
GPcalib_approx,CIFAR-100,alexnet,100,10000,1000,9000,True,0.43904444444444446,0.001920362334352267,2.2617331150212023,0.007341522179577034,0.03769854715680459,0.004874365523240354,0.02286839036653831,0.008364834630520028,0.2038571428571429,0.0431763853474906,0.28704538287035714,0.011208655740266214,0.2947178511355035,0.009851551640136293,0.41799374754960716,0.013657975210531212,0.42084736473075235,0.011030677715313266,0.019448725140022056,0.010014993359908686,0.3483679533004761,0.030872470185548895,26.701931643486024,6.5855195257409065
GPcalib_approx,CIFAR-100,resnext-8x64d,100,10000,1000,9000,True,0.8260444444444446,0.0013670630761038799,0.6290860343638022,0.004811485411639363,0.024602931358104728,0.002741209696569192,0.01855400747984336,0.0031340775903835627,0.21653672707729504,0.049668187993578056,0.19590926367020495,0.008636830169850779,0.5438605686308271,0.010020914500823022,0.10691804830400116,0.0061863989379283835,0.8323300037931112,0.0061459347894669315,0.0074064419824760655,0.005568626218119768,0.3409318447113037,0.010284361500746528,22.360821890830994,10.196804880942453
GPcalib_approx,CIFAR-100,resnext-16x64d,100,10000,1000,9000,True,0.8267666666666665,0.001224408818464022,0.6195223153544923,0.00645515273899387,0.026608468933070634,0.00190824912114946,0.022396135380419655,0.0027129148657525923,0.23316000429830214,0.02345244020246838,0.18954744580691935,0.006914431375017972,0.551473435040539,0.0137157738283057,0.10417798603241604,0.006785713086636696,0.8361735037121367,0.007630256630024983,0.00940683704547006,0.008327093699433578,0.33143272399902346,0.005282712577405412,20.60635373592377,9.600752938274875
GPcalib_approx,CIFAR-100,densenet-bc-l190-k40,100,10000,1000,9000,True,0.8274333333333332,0.0009833315895918192,0.646095560642735,0.006440123063546467,0.02408736076146784,0.0020679403906134577,0.01638470872409308,0.0030192269061609343,0.2256125292332189,0.03155171081153851,0.19184384050532372,0.005325757615885329,0.5580232552899498,0.011437014988056826,0.1089487859413119,0.005539029199308597,0.8335834266062502,0.0063301416863277195,0.006570003398079701,0.00639165184130397,0.3283198833465576,0.00410400974870955,14.762158989906311,5.060199675739241
GPcalib_approx,CIFAR-100,WRN-28-10-drop,100,10000,1000,9000,True,0.8183222222222224,0.0013612811685148254,0.6753538705329458,0.004610802181550665,0.027323119363822555,0.002457901463399059,0.02138555029908484,0.00359744561728405,0.6922640692640692,0.264252378898168,0.19179867766935732,0.012435815245713083,0.55724433733222,0.014337073423559544,0.115423269878451,0.005207550926371313,0.8251189043913684,0.006235778079045581,0.007664613374017538,0.006369451876277694,0.33421351909637453,0.0051578496676254635,17.925783252716066,9.36756234162286
Temp,CIFAR-100,alexnet,100,10000,1000,9000,True,0.43904444444444446,0.001920362334352267,2.263621722172265,0.007358941790880589,0.03645951627384961,0.0024253542830775174,0.023777769841269832,0.004227128866019952,0.281199494949495,0.10994689352711798,0.3141819912018174,0.0029038273292086793,0.29619460449318796,0.009625754615577128,0.40497770670200284,0.01085729791211771,0.42739134694411307,0.009729896568145116,0.013989051364698421,0.007604128919130931,0.02210085391998291,0.0002932445798709857,0.030223703384399413,0.0010840284927636937
Temp,CIFAR-100,resnext-8x64d,100,10000,1000,9000,True,0.8260444444444446,0.0013670630761038799,0.6949574500070419,0.004863202325344476,0.0423535983508375,0.0014706690422646163,0.021117635728507205,0.002347435253713193,0.25356846838689406,0.031115270995006376,0.2637634001321742,0.01236287547933742,0.5165752376513602,0.016101312334308424,0.09076266803436514,0.006463611405030912,0.8409359625930224,0.007918473138270541,0.015466583957753476,0.007298518471527715,0.020537853240966797,0.00017445749947544642,0.02641139030456543,0.00016584952678225394
Temp,CIFAR-100,resnext-16x64d,100,10000,1000,9000,True,0.8267666666666665,0.001224408818464022,0.6843819572397278,0.0064698458960567706,0.0465286836527524,0.0026316106917406118,0.026334070375226705,0.002342929678266576,0.33797881647338174,0.04810217395784581,0.2549513136111632,0.013403202449499418,0.529166237570277,0.01810053395988355,0.08633050180222199,0.006168476039091845,0.8470693224068707,0.007921867242237009,0.020302655740204033,0.008746957274530256,0.020967745780944826,0.00023346849677439627,0.02727208137512207,0.004569484179766117
Temp,CIFAR-100,densenet-bc-l190-k40,100,10000,1000,9000,True,0.8274333333333332,0.0009833315895918192,0.6759423894122534,0.006482458307633846,0.03772705513951945,0.0019205876365138946,0.017238886346444143,0.00129743556049975,0.2704231485037506,0.042501176162974094,0.2307330462938924,0.007466374644558168,0.5459117915518956,0.011961786025356878,0.09870133307537696,0.004759731502158032,0.8399747961898323,0.005787631601466498,0.012541462856499024,0.006366870478906502,0.020612406730651855,0.0001592930753340722,0.028570961952209473,0.0053308839426153875
Temp,CIFAR-100,WRN-28-10-drop,100,10000,1000,9000,True,0.8183222222222224,0.0013612811685148254,0.7288790823631135,0.005368370709048597,0.044412349046015695,0.003015832444639418,0.025211201653334403,0.0017541853605253222,0.2899737791448317,0.04347267943550719,0.2515617792920347,0.00801642068048568,0.5379654154277556,0.012312802509682334,0.09854895451742325,0.0050349983294665475,0.8354191434061888,0.00599695165746164,0.017096921183966808,0.0069727589869906055,0.020865583419799806,0.00017178367743886415,0.026155996322631835,0.00018244946347801625
