,accuracy,log-loss,ECE,ECE_15bins,MCE,sharpness,overconfidence,underconfidence,avg_confidence,weighted_abs_conf_difference,cal_time,fit_time,Method,Dataset,Model,n_classes,size,calib_size,test_size,logits
0,0.43422222222222223,3.1888925498570253,0.07058051627384962,0.06752989417989418,0.17331583158315828,0.1936218908101144,0.3171149810844761,0.48951095009608275,0.4010822989674069,0.03313992325481546,0.1278231143951416,0.2844367027282715,Platt,CIFAR-100,alexnet,100,10000,1000,9000,False
1,0.44077777777777777,3.0251994289470634,0.07996488215488215,0.062175899470899444,0.21687935694977944,0.19270812526361983,0.30139863050294663,0.5159624780305169,0.3819017952193633,0.05887598255841442,0.12870359420776367,0.28195691108703613,Platt,CIFAR-100,alexnet,100,10000,1000,9000,False
2,0.4391111111111111,3.0265947815808953,0.0691017396184063,0.05628261904761904,0.2129059829059829,0.18539860901390667,0.3181198358554703,0.49728911957177135,0.39917581453897494,0.039935296572136264,0.12780189514160156,0.28443264961242676,Platt,CIFAR-100,alexnet,100,10000,1000,9000,False
3,0.4411111111111111,2.995137254813157,0.07380860830527497,0.06184703703703701,0.21813131313131318,0.18006332425579616,0.30302284920012795,0.5093846318716566,0.38577199366068526,0.05533911745042591,0.1279599666595459,0.28349733352661133,Platt,CIFAR-100,alexnet,100,10000,1000,9000,False
4,0.43822222222222224,3.00460914984503,0.06862006734006736,0.054875952380952345,0.19138318670576734,0.18710443076943278,0.3176018101876837,0.4935543219537768,0.40035738961369255,0.037864832608529714,0.12770605087280273,0.3512997627258301,Platt,CIFAR-100,alexnet,100,10000,1000,9000,False
5,0.43044444444444446,3.3253604758079405,0.06063415263748598,0.053682962962962946,0.13769944096547426,0.18908466883115574,0.31994668764815276,0.48876590374786794,0.4022852899739101,0.02815915447053438,0.1278979778289795,0.28716349601745605,Platt,CIFAR-100,alexnet,100,10000,1000,9000,False
6,0.44177777777777777,3.1049222790360775,0.082821088664422,0.06634214285714282,0.23250513989452043,0.1870222413480417,0.29658365797762026,0.5161284816658387,0.3793232727306877,0.06245450504709005,0.1276700496673584,0.2860422134399414,Platt,CIFAR-100,alexnet,100,10000,1000,9000,False
7,0.43466666666666665,3.0188364942703902,0.06516953984287319,0.057636137566137564,0.1778282828282828,0.19218004954154488,0.3331962725163293,0.4752121225550982,0.4164747567919488,0.01819190987471786,0.12761163711547852,0.2845573425292969,Platt,CIFAR-100,alexnet,100,10000,1000,9000,False
8,0.44322222222222224,3.0020397538844183,0.08747867564534231,0.07071322751322749,0.21723998781787723,0.18034471023196844,0.29082785123238414,0.5250783931896893,0.3724222946768674,0.07079992754535486,0.12950539588928223,0.2847325801849365,Platt,CIFAR-100,alexnet,100,10000,1000,9000,False
9,0.43677777777777776,3.039588300069966,0.061364870931537606,0.05205507936507936,0.16406455862977598,0.19290399383301676,0.3220057321141889,0.4865597237020906,0.40562008691265616,0.0311576908651216,0.12732148170471191,0.28614234924316406,Platt,CIFAR-100,alexnet,100,10000,1000,9000,False
0,0.8152222222222222,1.4493250033301013,0.0851775645342312,0.055872645502645486,0.45055555555555554,0.1484626498520176,0.5996661288902845,0.14320287246752814,0.8092850330055876,0.005937189216634511,0.12521839141845703,0.31986260414123535,Platt,CIFAR-100,resnext-8x64d,100,10000,1000,9000,False
1,0.8188888888888889,1.311624858153221,0.09029102132435471,0.05653246031746024,0.45055555555555554,0.14622420530384833,0.5876099133969727,0.1612449407724096,0.7932698828160453,0.025619006072843703,0.12589049339294434,0.31169629096984863,Platt,CIFAR-100,resnext-8x64d,100,10000,1000,9000,False
2,0.8191111111111111,1.5032556119496503,0.08660565656565657,0.0664445767195767,0.4466956802063185,0.13751063826070462,0.6005399794063444,0.15674981266678373,0.7993466074993332,0.019764503611777895,0.12577033042907715,0.32136964797973633,Platt,CIFAR-100,resnext-8x64d,100,10000,1000,9000,False
3,0.8206666666666667,1.3807314452305306,0.0906201122334456,0.08874550264550264,0.4198484848484849,0.1456309830934588,0.5798680401913286,0.16457136362423783,0.7895981027933537,0.0310685638733129,0.12523651123046875,0.3124358654022217,Platt,CIFAR-100,resnext-8x64d,100,10000,1000,9000,False
4,0.8157777777777778,1.4540442238359885,0.08548949494949498,0.06245515873015866,0.5128451178451179,0.14468517580603693,0.6097298911886205,0.14541765442375806,0.8094750823123891,0.006302695465388794,0.12630558013916016,0.3868443965911865,Platt,CIFAR-100,resnext-8x64d,100,10000,1000,9000,False
5,0.8207777777777778,1.3576016257592367,0.09184573512906846,0.0850017989417989,0.3599158249158249,0.13882485430334082,0.5894986338625308,0.1660426082367142,0.7901449499306282,0.030632827847149574,0.1256237030029297,0.3249027729034424,Platt,CIFAR-100,resnext-8x64d,100,10000,1000,9000,False
6,0.8193333333333334,1.4565386062963788,0.08835608305274976,0.08080568783068776,0.3776262626262626,0.16872132055146144,0.5548733592668966,0.16961824718933663,0.7806065697104229,0.0387267636229105,0.12576937675476074,0.31919074058532715,Platt,CIFAR-100,resnext-8x64d,100,10000,1000,9000,False
7,0.821,1.3557302972653003,0.08584753086419755,0.08208894179894176,0.4783670033670034,0.14621704555195508,0.5771815790535508,0.16681427904842222,0.7873609795518309,0.03363902044816901,0.12724828720092773,0.3186047077178955,Platt,CIFAR-100,resnext-8x64d,100,10000,1000,9000,False
8,0.8194444444444444,1.5142797414996012,0.09575079685746353,0.08638116402116401,0.3787373737373737,0.16259407055988057,0.5570762787889016,0.17561805150733859,0.7761184247961492,0.043326019648295175,0.12485432624816895,0.32331323623657227,Platt,CIFAR-100,resnext-8x64d,100,10000,1000,9000,False
