,accuracy,log-loss,ECE,ECE_15bins,MCE,sharpness,overconfidence,underconfidence,avg_confidence,weighted_abs_conf_difference,cal_time,fit_time,Method,Dataset,Model,n_classes,size,calib_size,test_size,logits
0,0.42144444444444445,5.264498888775112,0.12867696969696968,0.1257430952380953,0.31956203829338153,0.3523793701970872,0.41372758739458515,0.2643441716417614,0.5494024560584893,0.12795801161404485,0.1295609474182129,0.05837535858154297,Isotonic,CIFAR-100,alexnet,100,10000,1000,9000,False
1,0.41744444444444445,4.819267267438156,0.1178034455667789,0.11401711640211645,0.33782828282828276,0.37591509386300614,0.3936224153542714,0.2699719669656135,0.5340530715347372,0.11660862709029275,0.13124918937683105,0.054897308349609375,Isotonic,CIFAR-100,alexnet,100,10000,1000,9000,False
2,0.42744444444444446,5.636260594294157,0.12597278338945003,0.12350970899470902,0.36059884559884564,0.35624447616850863,0.4155122493849815,0.2620283431928885,0.5533457316464185,0.12590128720197416,0.1307389736175537,0.054228782653808594,Isotonic,CIFAR-100,alexnet,100,10000,1000,9000,False
3,0.425,4.796257334768099,0.11277263748597081,0.11105822751322754,0.3538131313131313,0.36831488995393696,0.39745961685405856,0.2722699677107176,0.5378245434140286,0.11282454341402867,0.13096213340759277,0.055074453353881836,Isotonic,CIFAR-100,alexnet,100,10000,1000,9000,False
4,0.424,4.900428584198094,0.11571099887766552,0.11284849206349208,0.4098954332052923,0.36547469657187615,0.40305343844015856,0.2770899347388239,0.53867264821227,0.11467264821227004,0.13178229331970215,0.054018259048461914,Isotonic,CIFAR-100,alexnet,100,10000,1000,9000,False
5,0.41388888888888886,5.460269969247098,0.13262418630751963,0.12974748677248682,0.3955347593582887,0.3681799783645745,0.4094717019149601,0.26052744938629996,0.5460553865152719,0.13216649762638302,0.12993788719177246,0.054277896881103516,Isotonic,CIFAR-100,alexnet,100,10000,1000,9000,False
6,0.42233333333333334,5.250267740970292,0.11413358024691357,0.1118396031746032,0.3089127120259196,0.35629079425555826,0.3976061329097691,0.2735233105087182,0.5364991313060281,0.11416579797269462,0.1304171085357666,0.0551300048828125,Isotonic,CIFAR-100,alexnet,100,10000,1000,9000,False
7,0.4251111111111111,5.224776645734309,0.1398713692480359,0.1372234920634921,0.37459595959595965,0.36264561482564533,0.43026096809527076,0.2528076230328824,0.5649920314667914,0.13988092035568034,0.13068127632141113,0.05542469024658203,Isotonic,CIFAR-100,alexnet,100,10000,1000,9000,False
8,0.42388888888888887,4.500436986045662,0.1110488327721661,0.1081808994708995,0.2956251191156851,0.3623219434202986,0.3948496989603573,0.27595172746898694,0.5343933165350299,0.11050442764614084,0.13141322135925293,0.053862571716308594,Isotonic,CIFAR-100,alexnet,100,10000,1000,9000,False
9,0.4231111111111111,5.349951273778047,0.1331741975308642,0.13067899470899474,0.34472582972582977,0.35763984325165465,0.420548627489927,0.2590644439368651,0.5561078968240133,0.13299678571290208,0.13115239143371582,0.05482673645019531,Isotonic,CIFAR-100,alexnet,100,10000,1000,9000,False
0,0.8085555555555556,2.955448317635343,0.06837964085297418,0.049267698412698416,0.2773376623376623,0.1894808965558489,0.6025280898100378,0.05670477948196763,0.878057246494713,0.0695016909391574,0.12630343437194824,0.053470611572265625,Isotonic,CIFAR-100,resnext-8x64d,100,10000,1000,9000,False
1,0.8154444444444444,2.756835252485477,0.059282794612794634,0.038326402116402127,0.24752525252525248,0.2058803816136794,0.5855807149898894,0.05999265642244667,0.8745959402348744,0.05915149579043003,0.12618160247802734,0.05401325225830078,Isotonic,CIFAR-100,resnext-8x64d,100,10000,1000,9000,False
2,0.8121111111111111,2.8986582146711966,0.06407953984287318,0.04445171957671959,0.299040404040404,0.18398432245260576,0.5996353093407026,0.05920282313865374,0.8766966526416343,0.06458554153052311,0.126753568649292,0.054997920989990234,Isotonic,CIFAR-100,resnext-8x64d,100,10000,1000,9000,False
3,0.8168888888888889,2.721627938570545,0.05968331088664422,0.03955624338624341,0.39590909090909093,0.19625877794740593,0.5995021141517737,0.06183270329272776,0.8761539388348876,0.05926504994599873,0.1278679370880127,0.16928887367248535,Isotonic,CIFAR-100,resnext-8x64d,100,10000,1000,9000,False
4,0.809,2.894079147206517,0.06896552188552188,0.049240952380952434,0.32813131313131316,0.18876942764190002,0.6046565106377,0.05677615117463419,0.8785574872315216,0.06955748723152161,0.12579798698425293,0.05492544174194336,Isotonic,CIFAR-100,resnext-8x64d,100,10000,1000,9000,False
5,0.8158888888888889,2.7029708853162737,0.05602170594837263,0.03399031746031747,0.5427777777777778,0.20747540456609526,0.5796550966291955,0.06440414527293366,0.8700632062639361,0.05417431737504722,0.12664341926574707,0.054564714431762695,Isotonic,CIFAR-100,resnext-8x64d,100,10000,1000,9000,False
6,0.8148888888888889,2.6369339110554626,0.049550190796857456,0.026950105820105846,0.31018037518037517,0.21456744085969237,0.5604990164042589,0.07171526019705594,0.8602035158938097,0.04531462700492078,0.12640023231506348,0.05483055114746094,Isotonic,CIFAR-100,resnext-8x64d,100,10000,1000,9000,False
7,0.8184444444444444,2.77240646617641,0.05563356902356904,0.03475613756613756,0.2793578643578644,0.19801638137421912,0.593621868504301,0.06490340618180584,0.8730999603556495,0.05465551591120513,0.12518668174743652,0.05459403991699219,Isotonic,CIFAR-100,resnext-8x64d,100,10000,1000,9000,False
8,0.8123333333333334,2.5351642695066237,0.055065718903704,0.03607101819934026,0.23555555555555552,0.20771393582101477,0.5746440612919848,0.06634223507117303,0.8662828598796463,0.05394952654631291,0.12741422653198242,0.05572509765625,Isotonic,CIFAR-100,resnext-8x64d,100,10000,1000,9000,False
