,cal_method,classifier,data,time_inf,time_pred
0,GPcalib,inceptionv4,ImageNet,283.4112923145294,412.24515986442566
1,Temp,inceptionv4,ImageNet,0.3363180160522461,0.7485969066619873
2,GPcalib,se_resnext50_32x4d,ImageNet,262.9924650192261,500.78424978256226
3,Temp,se_resnext50_32x4d,ImageNet,0.33329105377197266,0.703833818435669
4,GPcalib,se_resnext101_32x4d,ImageNet,300.0139892101288,586.0451550483704
5,Temp,se_resnext101_32x4d,ImageNet,0.33431506156921387,0.6965780258178711
