,accuracy,log-loss,ECE,MCE,sharpness,overconfidence,underconfidence,avg_confidence,weighted_abs_conf_difference,Method,Dataset,Model,n_classes,size,calib_size,test_size
0,0.5608,1.927269658509701,0.03324289187477572,0.20645481845481845,0.3829127198365825,0.36903523897236,0.2599776435464844,0.577084814455792,0.01628481445579208,GPcalib,ImageNet,alexnet,1000,50000,1000,10000
1,0.5655,1.9054790512720488,0.03718681635861066,0.16403030303030303,0.3852220922156782,0.36982355995311866,0.25375715725469405,0.5826886643721007,0.017188664372100593,GPcalib,ImageNet,alexnet,1000,50000,1000,10000
2,0.569,1.8887775909287847,0.033826668651668924,0.18625252525252523,0.3804198328139272,0.34178066846928457,0.28322028318591785,0.5551551269774744,0.0138448730225256,GPcalib,ImageNet,alexnet,1000,50000,1000,10000
3,0.5594,1.930056374803441,0.0319512044220404,0.17402020202020202,0.3948017357786446,0.3530525822938135,0.2551812571687755,0.5722065724984412,0.012806572498441193,GPcalib,ImageNet,alexnet,1000,50000,1000,10000
4,0.5639,1.9440616843336331,0.030908557814364114,0.12143434343434345,0.3775121302070551,0.34167441736008375,0.2833386143383176,0.5531295687853551,0.010770431214644743,GPcalib,ImageNet,alexnet,1000,50000,1000,10000
5,0.564,1.9037819141545453,0.02889033690069857,0.16403030303030303,0.3743599082691173,0.3563644421990127,0.27203596257195134,0.5659466139081889,0.00194661390818901,GPcalib,ImageNet,alexnet,1000,50000,1000,10000
6,0.5661,1.9035764610666062,0.03627636318550309,0.16403030303030303,0.38443126459343363,0.3730420960360967,0.2534037609222341,0.5845110964119857,0.0184110964119856,GPcalib,ImageNet,alexnet,1000,50000,1000,10000
7,0.5613,1.9473824813383216,0.034168992754338566,0.14652737905369478,0.3933847578472172,0.36269793741148354,0.25712311170591773,0.5760923825418862,0.014792382541886195,GPcalib,ImageNet,alexnet,1000,50000,1000,10000
8,0.571,1.88649359091186,0.03150235994546205,0.13616947250280576,0.38307992150976244,0.36894475607634375,0.2546478468288713,0.5838733798174659,0.012873379817466002,GPcalib,ImageNet,alexnet,1000,50000,1000,10000
9,0.5701,1.8887335999881034,0.03326465211303004,0.17371269658611427,0.3883118709088081,0.3659506610607538,0.2508812292079418,0.5843948004185704,0.014294800418570397,GPcalib,ImageNet,alexnet,1000,50000,1000,10000
0,0.7202,1.1274327893341556,0.03339337434301039,0.16188888888888892,0.2942734380785129,0.4779142060640183,0.15984805163968147,0.7387978280658137,0.018597828065813754,GPcalib,ImageNet,vgg19,1000,50000,1000,10000
1,0.7253,1.1088544873203021,0.03383960901295374,0.281050505050505,0.3249631416561831,0.45275673731467114,0.17240376914852673,0.7246278219769138,0.0006721780230862506,GPcalib,ImageNet,vgg19,1000,50000,1000,10000
2,0.7235,1.114895386611719,0.0367362846725359,0.1736503747148908,0.30283280049858274,0.48048028170391516,0.15359962577073089,0.7452234686460087,0.02172346864600873,GPcalib,ImageNet,vgg19,1000,50000,1000,10000
3,0.7239,1.1348508201779748,0.03118821966374562,0.1703686114880144,0.31385619416156185,0.4472697726225062,0.1793238440593441,0.7175786535065148,0.00632134649348523,GPcalib,ImageNet,vgg19,1000,50000,1000,10000
4,0.7233,1.1041169724738689,0.029865157284655105,0.14753144346692737,0.2941864132722641,0.4709197406217428,0.17234821975078427,0.728944024884294,0.005644024884293941,GPcalib,ImageNet,vgg19,1000,50000,1000,10000
5,0.7296,1.0665754855119103,0.028943020693274008,0.1361387790953008,0.3031752358426755,0.4554243449705436,0.17789495856269416,0.7229545811126934,0.006645418887306673,GPcalib,ImageNet,vgg19,1000,50000,1000,10000
6,0.7216,1.1146677096808197,0.03714210429601396,0.15404040404040406,0.2910933188046846,0.44393989689856195,0.20221264959268034,0.6992762193504815,0.02232378064951851,GPcalib,ImageNet,vgg19,1000,50000,1000,10000
7,0.724,1.1076947445942897,0.03598360449855684,0.18048340548340547,0.3234818999598059,0.45200167024838556,0.17375434401751327,0.7229543159198748,0.0010456840801251893,GPcalib,ImageNet,vgg19,1000,50000,1000,10000
8,0.7234,1.1189320141683052,0.03585850539605566,0.18276793248945145,0.32109377711313625,0.43177121731386797,0.19306055974939831,0.7031679097863012,0.020232090213698872,GPcalib,ImageNet,vgg19,1000,50000,1000,10000
9,0.72,1.1201689433662483,0.03398567032225132,0.1646363636363637,0.31660443087965173,0.4601481496276173,0.17797716818131284,0.7206979208051877,0.0006979208051876018,GPcalib,ImageNet,vgg19,1000,50000,1000,10000
0,0.755,0.9841189457374733,0.03667303300682519,0.454040404040404,0.26958481921201866,0.5049134781328743,0.14209895336744097,0.7714190923501363,0.01641909235013629,GPcalib,ImageNet,resnet50,1000,50000,1000,10000
1,0.7668,0.9308522346639433,0.03534741960271973,0.18821865715983363,0.2734435422753274,0.48194077291796006,0.16278918258585306,0.7543618430376361,0.012438156962363875,GPcalib,ImageNet,resnet50,1000,50000,1000,10000
2,0.7669,0.9302846708972705,0.03587445227541258,0.18406060606060606,0.2813231722611766,0.48789487105428253,0.15285843919672815,0.7634011574227824,0.0034988425772175813,GPcalib,ImageNet,resnet50,1000,50000,1000,10000
3,0.7588,0.9796060512577706,0.032657499120497376,0.20409090909090907,0.27838168799307617,0.4982743015676998,0.150113282451157,0.7650778028141912,0.006277802814191255,GPcalib,ImageNet,resnet50,1000,50000,1000,10000
4,0.761,0.9465872537280681,0.03289969508947148,0.42407070707070704,0.2834134102556321,0.4706908534463706,0.17142729213851746,0.7430389446562708,0.0179610553437292,GPcalib,ImageNet,resnet50,1000,50000,1000,10000
5,0.7649,0.9369387023708088,0.03951512093479157,0.36263203463203464,0.2907104143755932,0.46285217725248173,0.17475439560398895,0.7400469096745673,0.024853090325432703,GPcalib,ImageNet,resnet50,1000,50000,1000,10000
6,0.7589,0.9628539530896784,0.035890590092182456,0.954040404040404,0.2845230948278368,0.481168846707144,0.1651316953229064,0.7495913653605387,0.009308634639461258,GPcalib,ImageNet,resnet50,1000,50000,1000,10000
7,0.7643,0.9330567360263423,0.04141750677041158,0.44405050505050503,0.28051469606240426,0.46953720356941747,0.1776116030294901,0.7392213706858723,0.02507862931412759,GPcalib,ImageNet,resnet50,1000,50000,1000,10000
8,0.7564,0.9554706436737777,0.03403751442008282,0.954040404040404,0.2676802542137336,0.48091148786335236,0.1751958955119419,0.7410318630782798,0.015368136921720177,GPcalib,ImageNet,resnet50,1000,50000,1000,10000
9,0.7618,0.9393617529887608,0.033592683795175333,0.954040404040404,0.278002076497959,0.48102371337868377,0.16742894138790135,0.7488324809774993,0.012967519022500804,GPcalib,ImageNet,resnet50,1000,50000,1000,10000
0,0.7823,0.8612560382502547,0.029842394425091453,0.17852525252525253,0.24725626364275477,0.5206134512285857,0.1360548558293438,0.7892018346171675,0.0069018346171674655,GPcalib,ImageNet,resnet152,1000,50000,1000,10000
1,0.7834,0.8609479251670393,0.03393413420544214,0.2941010101010101,0.2584080393230173,0.4968092743949467,0.15421546264307978,0.7701964953993568,0.013203504600643234,GPcalib,ImageNet,resnet152,1000,50000,1000,10000
2,0.7794,0.8712089064629099,0.03873743706167365,0.17236207141840948,0.2658231740698299,0.4824082835085256,0.1614047440086854,0.7600204098616113,0.019379590138388636,GPcalib,ImageNet,resnet152,1000,50000,1000,10000
3,0.785,0.8414603653215238,0.03160108846192195,0.44405050505050503,0.24915493860675203,0.5160169903750496,0.13513941226013793,0.7898592143064274,0.00485921430642737,GPcalib,ImageNet,resnet152,1000,50000,1000,10000
4,0.7799,0.8665033678414533,0.03227697930809531,0.16311111111111112,0.25756286410388207,0.4867158876095992,0.15850688824169992,0.763406644723171,0.016493355276829005,GPcalib,ImageNet,resnet152,1000,50000,1000,10000
5,0.7823,0.8611658903545838,0.030807226736478135,0.454040404040404,0.24434926234258716,0.5253556249389914,0.13811420001430816,0.7886231808780252,0.00632318087802515,GPcalib,ImageNet,resnet152,1000,50000,1000,10000
6,0.7867,0.865532945854939,0.037883677792340316,0.944050505050505,0.281695882513046,0.4911648663968437,0.15245244685253895,0.7715311260635543,0.015168873936445601,GPcalib,ImageNet,resnet152,1000,50000,1000,10000
7,0.7827,0.8476423229639125,0.03231074992424383,0.27738383838383834,0.2562287623058048,0.5109499986226436,0.14143571330696994,0.7830277018953351,0.0003277018953350974,GPcalib,ImageNet,resnet152,1000,50000,1000,10000
8,0.7843,0.8427966414945588,0.03190825333726239,0.24425252525252528,0.24429939009613097,0.5198915867892224,0.13795331507457256,0.7882438302574479,0.003943830257448017,GPcalib,ImageNet,resnet152,1000,50000,1000,10000
