,accuracy,log-loss,ECE,ECE_15bins,MCE,sharpness,overconfidence,underconfidence,avg_confidence,weighted_abs_conf_difference,cal_time,fit_time,Method,Dataset,Model,n_classes,size,calib_size,test_size,logits
0,0.5608,1.927269658509701,0.03324289187477572,0.01948108473265022,0.20645481845481845,0.3829127198365825,0.36903523897236,0.2599776435464844,0.577084814455792,0.01628481445579208,53.21057057380676,21.236001014709473,GPcalib,ImageNet,alexnet,1000,50000,1000,10000,False
1,0.5655,1.9054790512720488,0.03718681635861066,0.01847491893198637,0.16403030303030303,0.3852220922156782,0.36982355995311866,0.25375715725469405,0.5826886643721007,0.017188664372100593,54.46031332015991,22.685410022735596,GPcalib,ImageNet,alexnet,1000,50000,1000,10000,False
2,0.569,1.8887775909287847,0.033826668651668924,0.020253040961776894,0.18625252525252523,0.3804198328139272,0.34178066846928457,0.28322028318591785,0.5551551269774744,0.0138448730225256,54.46295428276062,85.21449899673462,GPcalib,ImageNet,alexnet,1000,50000,1000,10000,False
3,0.5594,1.930056374803441,0.0319512044220404,0.01108135712209268,0.17402020202020202,0.3948017357786446,0.3530525822938135,0.2551812571687755,0.5722065724984412,0.012806572498441193,54.623488664627075,168.0097737312317,GPcalib,ImageNet,alexnet,1000,50000,1000,10000,False
4,0.5639,1.9440616843336331,0.030908557814364114,0.015140047436260613,0.12143434343434345,0.3775121302070551,0.34167441736008375,0.2833386143383176,0.5531295687853551,0.010770431214644743,54.65688872337341,72.47974395751953,GPcalib,ImageNet,alexnet,1000,50000,1000,10000,False
5,0.564,1.9037819141545453,0.02889033690069857,0.013343408930822045,0.16403030303030303,0.3743599082691173,0.3563644421990127,0.27203596257195134,0.5659466139081889,0.00194661390818901,54.8378586769104,44.60577702522278,GPcalib,ImageNet,alexnet,1000,50000,1000,10000,False
6,0.5661,1.9035764610666062,0.03627636318550309,0.0189760165945166,0.16403030303030303,0.38443126459343363,0.3730420960360967,0.2534037609222341,0.5845110964119857,0.0184110964119856,54.76444602012634,22.67756223678589,GPcalib,ImageNet,alexnet,1000,50000,1000,10000,False
7,0.5613,1.9473824813383216,0.034168992754338566,0.02096937441701381,0.14652737905369478,0.3933847578472172,0.36269793741148354,0.25712311170591773,0.5760923825418862,0.014792382541886195,54.87300419807434,162.89026021957397,GPcalib,ImageNet,alexnet,1000,50000,1000,10000,False
8,0.571,1.88649359091186,0.03150235994546205,0.017852630117948597,0.13616947250280576,0.38307992150976244,0.36894475607634375,0.2546478468288713,0.5838733798174659,0.012873379817466002,54.758652448654175,26.919901609420776,GPcalib,ImageNet,alexnet,1000,50000,1000,10000,False
9,0.5701,1.8887335999881034,0.03326465211303004,0.013577981011615463,0.17371269658611427,0.3883118709088081,0.3659506610607538,0.2508812292079418,0.5843948004185704,0.014294800418570397,54.71750092506409,27.76012945175171,GPcalib,ImageNet,alexnet,1000,50000,1000,10000,False
0,0.7202,1.1274327893341556,0.03339337434301039,0.01493760620639038,0.16188888888888892,0.2942734380785129,0.4779142060640183,0.15984805163968147,0.7387978280658137,0.018597828065813754,54.724838972091675,266.412992477417,GPcalib,ImageNet,vgg19,1000,50000,1000,10000,False
1,0.7253,1.1088544873203021,0.03383960901295374,0.01925214180170679,0.281050505050505,0.3249631416561831,0.45275673731467114,0.17240376914852673,0.7246278219769138,0.0006721780230862506,54.501086711883545,112.59561896324158,GPcalib,ImageNet,vgg19,1000,50000,1000,10000,False
2,0.7235,1.114895386611719,0.0367362846725359,0.016866682079052567,0.1736503747148908,0.30283280049858274,0.48048028170391516,0.15359962577073089,0.7452234686460087,0.02172346864600873,54.71096181869507,21.279534101486206,GPcalib,ImageNet,vgg19,1000,50000,1000,10000,False
3,0.7239,1.1348508201779748,0.03118821966374562,0.01646874068546909,0.1703686114880144,0.31385619416156185,0.4472697726225062,0.1793238440593441,0.7175786535065148,0.00632134649348523,54.363736152648926,84.93087959289551,GPcalib,ImageNet,vgg19,1000,50000,1000,10000,False
4,0.7233,1.1041169724738689,0.029865157284655105,0.015222672612681443,0.14753144346692737,0.2941864132722641,0.4709197406217428,0.17234821975078427,0.728944024884294,0.005644024884293941,54.59407162666321,100.35716152191162,GPcalib,ImageNet,vgg19,1000,50000,1000,10000,False
5,0.7296,1.0665754855119103,0.028943020693274008,0.01515854240235982,0.1361387790953008,0.3031752358426755,0.4554243449705436,0.17789495856269416,0.7229545811126934,0.006645418887306673,54.70269060134888,47.332568883895874,GPcalib,ImageNet,vgg19,1000,50000,1000,10000,False
6,0.7216,1.1146677096808197,0.03714210429601396,0.03220643219651048,0.15404040404040406,0.2910933188046846,0.44393989689856195,0.20221264959268034,0.6992762193504815,0.02232378064951851,54.49995684623718,193.75175523757935,GPcalib,ImageNet,vgg19,1000,50000,1000,10000,False
7,0.724,1.1076947445942897,0.03598360449855684,0.01613622926638417,0.18048340548340547,0.3234818999598059,0.45200167024838556,0.17375434401751327,0.7229543159198748,0.0010456840801251893,54.56869101524353,99.93287515640259,GPcalib,ImageNet,vgg19,1000,50000,1000,10000,False
