n_samples_queried	n_samples	error	log-loss	$\text{ECE}_1$	MCE	sharpness	overconfidence	underconfidence	$\frac{o(f)}{u(f)}$	$\frac{\text{accuracy}}{\text{error}}$	$\abs{o(f) \mathbb{P}(\hat{y} \neq y) -u(f) \mathbb{P}(\hat{y} = y)}$	$avg. confidence	calibration_method	cv_run
3485	12276	0.09548954895489548	0.38676368655477694	0.029248747096931867	0.6777777777777778	0.08991029384935761	0.7035901842190888	0.08292674535775621	8.484478453648626	9.472350230414747	0.007822598507073994	0.8966878525380306	TemperatureScaling	1
3532	12526	0.09515951595159511	0.3864293414035187	0.026980253580913594	0.6952525252525252	0.09031281003662077	0.70466324295147	0.08306270279477444	8.483509676930487	9.50867052023122	0.008103083095049354	0.8967374009533555	TemperatureScaling	1
3580	12776	0.09504950495049502	0.3853827806353392	0.027247908124145705	0.6952525252525252	0.08983256716642478	0.7040242960700993	0.08259992946871504	8.523303840552922	9.520833333333336	0.007831686249184192	0.8971188088003207	TemperatureScaling	1
3623	13026	0.09482948294829485	0.3856833016198567	0.02728360058228041	0.3700577200577201	0.09028671876929859	0.7050249782109853	0.0826847007696978	8.526667831509672	9.545243619489556	0.007986599198592306	0.8971839178531129	TemperatureScaling	1
3678	13276	0.09559955995599556	0.38499379708458986	0.025116867242279736	0.7214646464646465	0.08970286722760867	0.7020802424080798	0.08200744031907331	8.561177372155948	9.460299194476415	0.007049002883441222	0.8973514371605632	TemperatureScaling	1
3729	13526	0.09559955995599556	0.3852241594132451	0.028839400606727312	0.34843434343434343	0.08979730597837629	0.7021037491262503	0.08223571286840595	8.537698824958941	9.460299194476415	0.007253205445594504	0.89714723459841	TemperatureScaling	1
3776	13776	0.09515951595159511	0.38408625092157267	0.02691256903468119	0.37464646464646467	0.09022280376356887	0.7015358936480641	0.08210799171290578	8.544063482894764	9.50867052023122	0.0075368189035286	0.8973036651448763	TemperatureScaling	1
3828	14026	0.09482948294829485	0.38168470666264875	0.027618767432298734	0.4412121212121212	0.08981700589160678	0.7000855606483147	0.08210157604445024	8.527066036701713	9.545243619489556	0.007927174303068107	0.897243342748637	TemperatureScaling	1
3865	14276	0.09449944994499448	0.3810462932910903	0.027006200620061958	0.6603030303030303	0.08963002941818232	0.700413225722218	0.08188862861404081	8.55324161091304	9.582072176949943	0.007961533688315162	0.8975390163666904	TemperatureScaling	1
3923	14526	0.09449944994499448	0.38094614104850266	0.02745809580958092	0.6603030303030303	0.08950506733670778	0.7008367562768887	0.08157943226651267	8.590851110452915	9.582072176949943	0.007641532821102151	0.8978590172339034	TemperatureScaling	1
3976	14776	0.09339933993399341	0.37795269819655974	0.027932554366547718	0.6603030303030303	0.09007178631982864	0.7003670647479587	0.08192879410087406	8.548484967148893	9.706713780918728	0.0088628772512966	0.89773778281471	TemperatureScaling	1
4027	15026	0.0935093509350935	0.37671367905606234	0.029076496538542683	0.40156565656565657	0.09015981167032933	0.6972538933079294	0.08180617764604171	8.523242539515802	9.694117647058825	0.008956776071687989	0.8975338729932185	TemperatureScaling	1
4075	15276	0.0925192519251925	0.3759018745792043	0.030711410029891834	0.4824963924963924	0.08928139295528777	0.700521550146078	0.0817693895557427	8.567039009977298	9.80856123662307	0.009392417026674371	0.8980883310481331	TemperatureScaling	1
4126	15526	0.09262926292629259	0.3756388324756771	0.029424598015357035	0.4824963924963924	0.08866210855188121	0.7017802851117904	0.08115149752489507	8.64777985023016	9.7957244655582	0.008629103577690589	0.8987416334960169	TemperatureScaling	1
4177	15776	0.09196919691969196	0.3753611551816581	0.02858498627640538	0.634090909090909	0.08913577449331789	0.7029083086972908	0.08132109864986775	8.643615499142472	9.873205741626794	0.009196149855343602	0.8988346532249645	TemperatureScaling	1
500	500	0.12739273927392736	1.3206704548494939	0.06455672233890052	0.7039898989898989	0.15596535552471347	0.608796118143101	0.1580947520130607	3.8508306594061166	6.849740932642489	0.060398423339701524	0.8122088373863712		2
582	750	0.12002200220021997	1.3046998502796823	0.07058290273471786	0.32222222222222224	0.14495260511110836	0.6127607933751741	0.15606712362672046	3.9262644119767867	7.331805682859765	0.06379085768072854	0.8161871401190516		2
666	1000	0.11738173817381736	1.2938002103257484	0.06946138502739159	0.36191919191919186	0.14184567688150243	0.6131288020307348	0.15500856503330115	3.9554511190979267	7.519212746016871	0.06484326573106505	0.8177749960951176		2
742	1250	0.11232123212321232	1.2855206779524961	0.07163575802024641	0.6952525252525252	0.13735722635287767	0.6105865113277854	0.15113462156261082	4.040017469292016	7.90303623898139	0.06557716538207235	0.8221016024947153		2
834	1500	0.11265126512651269	1.2846047833218726	0.07270973208431951	0.3571717171717172	0.13161306408608928	0.6123698472011789	0.15176392662742497	4.03501583551225	7.876953124999997	0.06568329027973623	0.8216654445937511		2
922	1750	0.11023102310231025	1.2939634528788229	0.07840250136124718	0.3571717171717172	0.13287380481046618	0.6126803456053541	0.15579936945405856	3.932495668963658	8.071856287425147	0.07108906422968765	0.8186799126680021		2
1008	2000	0.10682068206820683	1.2952639459046404	0.0755119400828971	0.330959595959596	0.12872108918374492	0.621317000781469	0.1546644516247744	4.017193312713013	8.361483007209062	0.0717735836064617	0.8214057343253315		2
1089	2250	0.10506050605060502	1.293409619272187	0.0798217266171061	0.3833838383838384	0.1276077348820221	0.6165885269166227	0.15615007245381865	3.9486919040590176	8.518324607329847	0.07496576415912434	0.8199737297902706		2
1168	2500	0.10297029702970295	1.2902060909736852	0.07756891800291135	0.669040404040404	0.12476342822620722	0.6203670242386624	0.15365474911521262	4.03740872189705	8.711538461538463	0.0739534972055067	0.8230762057647903		2
1251	2750	0.10198019801980196	1.274570839933111	0.07581458701425693	0.669040404040404	0.12377835477637544	0.6221822074770111	0.15020994365713072	4.14208402139611	8.805825242718448	0.07144123913553013	0.8265785628446679		2
1329	3000	0.10055005500550052	1.2759918792004783	0.07627712215666006	0.669040404040404	0.12202414799440342	0.6264327078461691	0.14913135741215097	4.200543190356077	8.945295404814008	0.07114834799013729	0.8283015970043622		2
1406	3250	0.10594059405940592	1.2847924231333654	0.0728190763520796	0.32222222222222224	0.12338685501674344	0.622459579786577	0.14842331644332238	4.193812634716812	8.4392523364486	0.06675552446649147	0.8273038814741027		2
1484	3500	0.10561056105610556	1.2849182062646745	0.07596284072851726	0.37464646464646467	0.12538164041928962	0.6188533066047758	0.14791854015512637	4.183744011776798	8.468750000000005	0.06693933521678692	0.8274501037271076		2
1560	3750	0.10462046204620457	1.2886502770639934	0.07489774533008849	0.669040404040404	0.12396346482763021	0.6216154678929511	0.14888012763167796	4.175274952952733	8.558359621451109	0.06827052242332572	0.8271090155304698		2
1653	4000	0.10407040704070403	1.2883247163297096	0.07717223389005559	0.669040404040404	0.12349307809162878	0.621320240799401	0.14705793110513407	4.22500327680531	8.608879492600426	0.06709250199383707	0.8288370909654589		2
1726	4250	0.10363036303630369	1.2927495810913576	0.07667702881399245	0.669040404040404	0.12538814455676536	0.6226293051606344	0.14965678420285908	4.160381425252752	8.649681528662414	0.06962449639423299	0.8267451405694634		2
1809	4500	0.10275027502750278	1.2935953608576465	0.07864995388427727	0.669040404040404	0.12480519163109538	0.6209189660817825	0.150416026965182	4.128010682169604	8.732334047109205	0.07116114429126943	0.8260885806812278		2
1881	4750	0.10187018701870187	1.2891463387569713	0.07832163771932744	0.669040404040404	0.1239278226601852	0.6205069508553144	0.14991981896663292	4.1389254278209755	8.816414686825054	0.07143629984065678	0.8266935131406413		2
1973	5000	0.10143014301430142	1.2865472307509422	0.07839592292562583	0.37464646464646467	0.12369996664821448	0.6216270892338236	0.15092426694695282	4.118801447962735	8.859002169197398	0.07256427240364414	0.8260055845820544		2
2042	5250	0.10176017601760179	1.283717157263908	0.07905701681279233	0.669040404040404	0.12324422095262422	0.624595007931899	0.15106453736087733	4.134623643931779	8.827027027027023	0.07213328550215144	0.8261065384802468		2
2122	5500	0.10143014301430142	1.2829079011196816	0.07888091031325348	0.39212121212121215	0.12168470347388204	0.6255584071283302	0.15009568923273134	4.167730667856614	8.859002169197398	0.07142098330920012	0.8271488736764985		2
2189	5750	0.10176017601760179	1.286547099652779	0.07850521718838546	0.3396969696969697	0.11989190226293789	0.6247782542619362	0.15009284028485073	4.162611974536648	8.827027027027023	0.07124182131281794	0.8269980026695802		2
2273	6000	0.10352035203520349	1.292301624675147	0.0810537220388705	0.6777777777777778	0.12136213669774189	0.6185747144440125	0.15169293655168323	4.077808291576306	8.659936238044637	0.07195455815927956	0.824525089805517		2
2343	6250	0.1016501650165017	1.2929000809613225	0.08186442533142198	0.6865151515151515	0.12143017586114623	0.6199055500665653	0.15288397905956683	4.054745002581579	8.837662337662332	0.07432979590087083	0.8240200390826276		2
2418	6500	0.10099009900990097	1.2941697467059152	0.08123221766621101	0.669040404040404	0.12125916645168794	0.6198273786144587	0.15282728148731267	4.055737775234294	8.901960784313728	0.07479681086317341	0.8242130901269257		2
2502	6750	0.10066006600660071	1.291984010678563	0.081070407040704	0.6865151515151515	0.12159632876744043	0.6178818070741049	0.15235799357048765	4.055460383758893	8.934426229508192	0.074825604396692	0.8245143295967072		2
2586	7000	0.09988998899889989	1.2926538066285147	0.08255353313109083	0.6865151515151515	0.12198801731417443	0.6175600653946898	0.15293035794398568	4.038178381959229	9.01101321585903	0.07596607803292767	0.8241439329681723		2
2677	7250	0.09988998899889989	1.2802916414482624	0.0813658421397695	0.6777777777777778	0.12388904993687055	0.6140470573809345	0.15045200447768278	4.08134846400148	9.01101321585903	0.07408620159895624	0.8260238094021439		2
2753	7500	0.10044004400440043	1.2837488595689746	0.08410522718938554	0.6777777777777778	0.12239421903182118	0.6125783190892622	0.15048482784048153	4.070698208450713	8.95618838992333	0.07384273178472181	0.8257172242108777		2
2833	7750	0.09944994499449944	1.282520036528223	0.08365257636874793	0.669040404040404	0.12223503555864733	0.6132489075186098	0.14911717600856667	4.112530319668736	9.055309734513276	0.073299910936117	0.8272501440693836		2
2923	8000	0.10022002200220026	1.2814690742734904	0.08366603326999361	0.6777777777777778	0.12069685140662957	0.6145146664723119	0.14861808080245478	4.13485804119038	8.978046103183312	0.07213690007997814	0.8276430779178215		2
2988	8250	0.09988998899889989	1.281671978808227	0.08339767310064333	0.6865151515151515	0.12131015514544562	0.6139408361227121	0.14874478989583345	4.127477920757139	9.01101321585903	0.07256013110322188	0.8275498798978782		2
3065	8500	0.09922992299229927	1.2817791358208184	0.08288903334777917	0.6777777777777778	0.1210442827157314	0.616611152659356	0.1496777974827572	4.119589966109631	9.077605321507757	0.07363900397030546	0.8271310730373953		2
3141	8750	0.09900990099009899	1.2855002985839983	0.0844571790512384	0.6777777777777778	0.12058666864591346	0.6168931033161428	0.15072152925690527	4.092932883295304	9.100000000000003	0.07472008048729657	0.8262700185226044		2
3224	9000	0.09922992299229927	1.286953902550638	0.08342682045982369	0.3357070707070706	0.12012386180107366	0.6172611680467851	0.1507126746442192	4.095615511461969	9.077605321507757	0.07450668937389068	0.82626338763381		2
3304	9250	0.09900990099009899	1.2857808182431971	0.08571559378160032	0.32222222222222224	0.119720440979619	0.6166360079375293	0.1510614052897289	4.082022186638933	9.100000000000003	0.07505176041574295	0.8259383385941581		2
3376	9500	0.09911991199119907	1.2848735021483217	0.08254534897934233	0.330959595959596	0.11960976521610321	0.6185258642415628	0.1501676543678659	4.118902082111233	9.088790233074366	0.07397482045509418	0.8269052675537067		2
3444	9750	0.098019801980198	1.2852826353254583	0.08312870731517591	0.3444444444444444	0.11948947473994956	0.6192292722205128	0.1507263444446954	4.108301534823734	9.202020202020204	0.07525544736563045	0.8267247506541715		2
3520	10000	0.09856985698569853	1.2842640929424876	0.08251536820348697	0.35318181818181815	0.11978018069487158	0.6184048327702472	0.14921830317931928	4.144296105733725	9.14508928571429	0.07355380044985708	0.8278763425644443		2
3602	10250	0.09823982398239828	1.2847486186552601	0.08134812370125895	0.7127272727272727	0.11901934441670298	0.6189851960212124	0.1496480932318634	4.136271853876296	9.179171332586781	0.07413769418862942	0.8276224818289722		2
3684	10500	0.09790979097909791	1.2850027319999822	0.08388166038826099	0.7127272727272727	0.11913520287617713	0.6153592046896587	0.14985056045832998	4.106485840343427	9.213483146067416	0.0749290322975258	0.8271611767233763		2
3769	10750	0.09823982398239828	1.291564663946675	0.08180495827360508	0.6777777777777778	0.11880999867737606	0.6158445356669509	0.1497510373342883	4.112455890987953	9.179171332586781	0.0745390630009432	0.8272211130166585		2
3852	11000	0.09790979097909791	1.2916319569078325	0.08274242424242419	0.6777777777777778	0.11951649991558409	0.6149692307128145	0.14881051638045636	4.132565665860292	9.213483146067416	0.07402900098848596	0.8280612080324161		2
3940	11250	0.09757975797579754	1.2932073615738446	0.08290924092409237	0.6952525252525252	0.11928902858561244	0.6162648580093646	0.14949798427380012	4.122228543768844	9.248027057497186	0.07477503145695008	0.8276452105672525		2
4012	11500	0.09790979097909791	1.2919560251401292	0.0811895189518951	0.6952525252525252	0.11939950474076727	0.6170186186134655	0.14755812899285847	4.181529156169553	9.213483146067416	0.07269857944724478	0.8293916295736573		2
4081	11750	0.09834983498349836	1.2976189422201592	0.08200849529397379	0.6777777777777778	0.11890697406096967	0.6161483205559634	0.1476560196051894	4.172862861964273	9.167785234899327	0.07253598879066017	0.8291141762258414		2
4171	12000	0.0961496149614961	1.2937341937546392	0.08083235545776794	0.6777777777777778	0.11773107094883328	0.6196968963154869	0.14706066966989756	4.213885994851655	9.400457665903895	0.07333722493158892	0.830513160106915		2
4235	12250	0.09647964796479647	1.2918693589370038	0.0801996755231078	0.6777777777777778	0.11743597196335623	0.6204863818645387	0.14645894514263672	4.236589176989125	9.364880273660207	0.0724643299847387	0.8310560220504648		2
4316	12500	0.09636963696369638	1.2953792385875225	0.081071940527386	0.6777777777777778	0.11675495203836837	0.6206148623396163	0.14545354944871103	4.266756395370426	9.376712328767121	0.07162781471531446	0.8320025483209893		2
4388	12750	0.0961496149614961	1.2874472266739714	0.08221757175717567	0.6777777777777778	0.11561655834500364	0.6209602677731438	0.1458453496268612	4.257662444238661	9.400457665903895	0.0721172847635384	0.8317331002749654		2
4465	13000	0.0962596259625963	1.2879792007489201	0.08250986209732081	0.669040404040404	0.11551615203341944	0.6216014867341114	0.14546109090671017	4.273317922060468	9.388571428571424	0.0716239340930997	0.832116439944304		2
4529	13250	0.09570957095709576	1.2875544150497356	0.08090650731739835	0.6777777777777778	0.11508324880440692	0.622938263773324	0.14460954241017948	4.307725848453232	9.44827586206896	0.07114787119129629	0.833142557851608		2
4595	13500	0.09570957095709576	1.2866572420974767	0.08081571490482374	0.38409090909090904	0.11522412534642924	0.6209881882981296	0.14389361181394342	4.315606373833166	9.44827586206896	0.07068710289232583	0.8336033261505784		2
4679	13750	0.09515951595159511	1.2882471752856388	0.08193549910546605	0.49123376623376613	0.1149580106706318	0.6222041394644235	0.14470252690930177	4.299884409443765	9.50867052023122	0.07172405975712665	0.8331164242912783		2
4764	14000	0.09504950495049502	1.2916917549160638	0.08142430354146518	0.34843434343434343	0.11449688352077375	0.6228242481070407	0.14489516099542332	4.298447538401323	9.520833333333336	0.07192381121934754	0.8330266838301574		2
4828	14250	0.09504950495049502	1.2912539316010114	0.08061842295340639	0.3396969696969697	0.11395102794956814	0.6232383775343193	0.14438889636918195	4.316387154458104	9.520833333333336	0.07142630399815611	0.8335241910513489		2
4904	14500	0.09482948294829485	1.28998460064688	0.07926577657765772	0.3396969696969697	0.11397951991956919	0.6215208525819934	0.14428209405456024	4.307678348132135	9.545243619489556	0.07166139658473522	0.8335091204669698		2
4968	14750	0.0943894389438944	1.293584780940267	0.08215664344212195	0.34843434343434343	0.11362765303041414	0.6224283988667191	0.14535982196828293	4.28198377267228	9.594405594405593	0.07288872257593619	0.8327218384801695		2
5038	15000	0.09482948294829485	1.294241767991165	0.0821145892367014	0.6428282828282827	0.11342085353518361	0.6207307523781822	0.14594087641884032	4.253302896419009	9.545243619489556	0.07323780226889164	0.8319327147828135		2
5116	15250	0.0943894389438944	1.2940181504039778	0.08232335455767795	0.39212121212121215	0.1130709985586893	0.622282806362376	0.14533456136576703	4.281726249520661	9.594405594405593	0.07287958870231853	0.832730972353787		2
5189	15500	0.09372937293729378	1.2916708660232268	0.08310351590714622	0.39212121212121215	0.1134923364873432	0.621015238587763	0.14477547328392754	4.289505843091628	9.669014084507037	0.07299839005899017	0.8332722370037161		2
5268	15750	0.0935093509350935	1.2914478120663302	0.0810583891722505	0.34843434343434343	0.11324807948549233	0.6224075148930794	0.14412287129531687	4.31858947368407	9.694117647058825	0.07244511241081339	0.8340455366540932		2
500	500	0.12739273927392736	1.3206704548494939	0.06455672233890052	0.7039898989898989	0.15596535552471347	0.608796118143101	0.1580947520130607	3.8508306594061166	6.849740932642489	0.060398423339701524	0.8122088373863712	TemperatureScaling	2
600	801	0.12739273927392736	0.5062525207996388	0.059220433154426516	0.7651515151515151	0.14761090713162295	0.6124027256900166	0.15271860346671282	4.010007371652652	6.849740932642489	0.05524770146852881	0.8173595592575439	TemperatureScaling	2
706	1051	0.11628162816281629	0.4759736899431267	0.06443014301430136	0.24767676767676766	0.13673976142603395	0.6144628643670146	0.1473685277355802	4.169566418343613	7.599810785241249	0.05878153307634558	0.8249368387608381	TemperatureScaling	2
794	1301	0.11100110011001096	0.4596215553486039	0.06384671244902262	0.427012987012987	0.13113640567975268	0.6174609517291757	0.144656718623763	4.268456782398936	8.008919722497525	0.060060818801308105	0.828938081088681	TemperatureScaling	2
893	1551	0.11089108910891088	0.4559277142166996	0.06478950672845057	0.7738888888888888	0.12719554533641692	0.6160753727615018	0.142688932766478	4.317611470048339	8.017857142857144	0.05854873254951391	0.8305601783415753	TemperatureScaling	2
1004	1801	0.1107810781078108	0.46068845901241373	0.0647173661810625	0.7738888888888888	0.12816873504130136	0.6204202664068103	0.14515203958106482	4.274278668060441	8.026812313803376	0.06034111415424519	0.828877807737944	TemperatureScaling	2
1099	2051	0.10825082508250827	0.4506226924557764	0.06444144970052555	0.33085858585858585	0.1217320282641211	0.6239785328477747	0.14152679819145725	4.408907294035278	8.23780487804878	0.058660214501401756	0.8330889604160899	TemperatureScaling	2
1199	2301	0.10484048404840485	0.4449936587500854	0.06612131213121306	0.2610606060606061	0.12067649397419486	0.623452684343149	0.1440266206516462	4.328732296309856	8.538300104931794	0.06356371881885854	0.8315957971327367	TemperatureScaling	2
1300	2551	0.10407040704070403	0.43928059938230946	0.06585803580358032	0.7476767676767677	0.118397089542886	0.624999695089314	0.1412427270980164	4.425004443985218	8.608879492600426	0.061499566329125954	0.8344300266301701	TemperatureScaling	2
1389	2801	0.10220022002200224	0.43045496836288377	0.06686533097754216	0.30189976689976694	0.11569984141510893	0.6254371811036895	0.13846479279301782	4.5169401440452495	8.784714747039823	0.06039384298553252	0.8374059369924652	TemperatureScaling	2
1470	3051	0.10286028602860287	0.4344167643717288	0.0639000122234445	0.7651515151515151	0.11477420382447885	0.6317194708201438	0.13846720400198165	4.562231723918561	8.721925133689838	0.05924558233435928	0.8378941316370379	TemperatureScaling	2
1599	3194	0.1026402640264027	0.42181358377202277	0.043619356380082366	0.7564141414141414	0.10892827090154965	0.6652417896930568	0.1141357206165328	5.828515263228602	8.742765273311893	0.034140207182116133	0.8632195287914812	TemperatureScaling	2
1678	3444	0.10297029702970295	0.4211762542682688	0.04598442066428859	0.7389393939393939	0.1099623838894624	0.6635852246173293	0.1138072448547572	5.830781910801973	8.711538461538463	0.03375891136456216	0.8632707916057348	TemperatureScaling	2
1759	3694	0.10209020902090205	0.4177169130388474	0.04216748341500808	0.3881313131313131	0.1074812917524896	0.6664297115672614	0.11262197813421927	5.917403712915003	8.79525862068966	0.033088428294508185	0.8648213626845898	TemperatureScaling	2
1829	3944	0.10231023102310233	0.41554993149148156	0.040380476936582484	0.2872727272727273	0.1083825352216724	0.6607264135699346	0.1133733271799982	5.827882360027471	8.774193548387094	0.034175003868948964	0.8635147651079488	TemperatureScaling	2
1907	4194	0.10154015401540151	0.41279026295772514	0.04332509362047309	0.3706565656565656	0.10881681074458509	0.656820662621682	0.11373449381794597	5.775034825169666	8.84832069339112	0.03549220455570433	0.862967641428894	TemperatureScaling	2
1981	4444	0.1016501650165017	0.4110650393528278	0.04256949583847266	0.7389393939393939	0.10746869724334386	0.6555458024381275	0.11264635512796796	5.819503007384639	8.837662337662332	0.03455949554699188	0.8637903394365064	TemperatureScaling	2
2051	4694	0.10132013201320134	0.4103883078947988	0.0452521252125212	0.3396969696969697	0.10698442152443437	0.6575628270654514	0.1124812236256676	5.845978607538895	8.869706840390878	0.034460258753663126	0.8642196092331356	TemperatureScaling	2
2123	4944	0.0997799779977998	0.4101638764934537	0.045886899801091154	0.7389393939393939	0.10667338818728248	0.6607711531070943	0.11357941101667304	5.817701880934173	9.022050716648288	0.036314728765819676	0.8639052932363805	TemperatureScaling	2
2193	5194	0.09944994499449944	0.4103243689901258	0.04398962118434059	0.7389393939393939	0.10589442977639697	0.6610302482698478	0.11386625176482978	5.805321928354036	9.055309734513276	0.03680283745995096	0.8637472175455496	TemperatureScaling	2
2269	5444	0.09867986798679873	0.40838308696615777	0.044540248469291305	0.7389393939393939	0.10371821686781715	0.6630383247439865	0.11292165747532878	5.871666601146442	9.133779264214041	0.03635002886688807	0.8649701031463132	TemperatureScaling	2
2330	5694	0.09856985698569853	0.40995919200540404	0.04464950939538391	0.7389393939393939	0.10426259517693327	0.6648624850226407	0.11321451569023573	5.872590462178537	9.14508928571429	0.03651957700610625	0.8649105660081953	TemperatureScaling	2
2400	5944	0.0988998899889989	0.4096307647062329	0.04381937638208259	0.7389393939393939	0.10261889702629581	0.6656399574432433	0.11278292798459488	5.901956699813323	9.11123470522803	0.035796990250862595	0.8653031197601385	TemperatureScaling	2
2470	6194	0.09845984598459845	0.4106924380851318	0.04440731850962868	0.7389393939393939	0.104039040019898	0.6666011904975648	0.11376304808804731	5.859558105208701	9.156424581005588	0.0369285053450195	0.8646116486703821	TemperatureScaling	2
2599	4236	0.09845984598459845	0.4013132840799856	0.03128276716560538	0.7127272727272727	0.09838364116615637	0.6899892466223907	0.09434675559953234	7.313333057801628	9.156424581005588	0.017121153620586138	0.8844190003948155	TemperatureScaling	2
2607	4486	0.09834983498349836	0.40123758327415243	0.03350623395672895	0.7302020202020202	0.09853383576922697	0.6898294632366182	0.0944136223241436	7.306461146764135	9.167785234899327	0.017283444272293086	0.8843667207442085	TemperatureScaling	2
2611	4736	0.09834983498349836	0.4013683614615111	0.03371358802546914	0.7302020202020202	0.09846449174510533	0.6897031277242733	0.09463377725082985	7.288128486049893	9.167785234899327	0.01749437207506062	0.8841557929414412	TemperatureScaling	2
2614	4986	0.09823982398239828	0.40121159251976096	0.03399654409885428	0.7302020202020202	0.09828014347454056	0.6901338801461636	0.09444948557267423	7.306909889044759	9.179171332586781	0.01737215382493798	0.8843880221926639	TemperatureScaling	2
2618	5236	0.09823982398239828	0.40121896435364335	0.033276866575546384	0.7302020202020202	0.09836044548811575	0.6903667877530266	0.09431910480242352	7.319479857227056	9.179171332586781	0.017231700836305014	0.8845284751812967	TemperatureScaling	2
2619	5486	0.09823982398239828	0.4011773576800463	0.032988598859885934	0.7302020202020202	0.09838818221706322	0.6903053905720561	0.09434395181867641	7.316901372742822	9.179171332586781	0.017260138534306302	0.8845000374832955	TemperatureScaling	2
2621	5736	0.09823982398239828	0.40119173997463375	0.03312005089397824	0.7302020202020202	0.09838929605898608	0.6903232501454574	0.094336083263382	7.317700992716717	9.179171332586781	0.01725128846315166	0.88450888755445	TemperatureScaling	2
2622	5986	0.09823982398239828	0.4012869649694673	0.03313639141691942	0.7302020202020202	0.09838961689507038	0.6903732746860701	0.09433294802687245	7.318474500440766	9.179171332586781	0.017243546829660353	0.8845166291879414	TemperatureScaling	2
2622	6236	0.09823982398239828	0.4012869649694673	0.03313639141691942	0.7302020202020202	0.09838961689507038	0.6903732746860701	0.09433294802687245	7.318474500440766	9.179171332586781	0.017243546829660353	0.8845166291879414	TemperatureScaling	2
2666	6486	0.09812981298129808	0.399216743809599	0.03159964885377419	0.7302020202020202	0.09765730553434827	0.6884714181922298	0.09342923833208518	7.368907533476029	9.19058295964126	0.01670147313739996	0.885168713881302	TemperatureScaling	2
2718	6736	0.09724972497249729	0.39612160698620086	0.030274833038859368	0.7302020202020202	0.09921303425067596	0.6850989577783833	0.09431008309719426	7.264323551410009	9.282805429864249	0.01851276823096644	0.8842375067965362	TemperatureScaling	2
2775	6986	0.09691969196919692	0.39607832147416255	0.029787089820093048	0.7302020202020202	0.09959258634345731	0.684903497289841	0.09478889426541905	7.2255669041991135	9.317820658342793	0.019221347845156764	0.8838589601856465	TemperatureScaling	2
2828	7236	0.09581958195819584	0.3916485381768244	0.03072451689613397	0.7302020202020202	0.09973194788052281	0.6808146682722788	0.09486339239100995	7.176790236070015	9.436280137772673	0.020538244884109547	0.8836421731576946	TemperatureScaling	2
2887	7486	0.09636963696369638	0.39131684085908425	0.03222070540387367	0.6952525252525252	0.10022907259834934	0.6773728971867734	0.09499127356616305	7.130896047150811	9.376712328767121	0.02055881882693615	0.8830715442093675	TemperatureScaling	2
2941	7736	0.09537953795379539	0.3881124284729847	0.034682618261826115	0.7302020202020202	0.09971250266191624	0.6758268014192786	0.09458278554364706	7.145346772509732	9.484429065743944	0.021101475103948858	0.8835189869422557	TemperatureScaling	2
3007	7986	0.09504950495049502	0.3871182176181772	0.03285855252191881	0.7302020202020202	0.09915226262646659	0.6770532162225528	0.09443919983026947	7.169196874172847	9.520833333333336	0.02110922761138738	0.8838412674381175	TemperatureScaling	2
3056	8236	0.09515951595159511	0.3863081316754468	0.034769782533808864	0.7214646464646465	0.09947334556129166	0.6748943641874375	0.0949046301081311	7.111290180663324	9.50867052023122	0.021650930430940074	0.8831895536174649	TemperatureScaling	2
3120	8486	0.09482948294829485	0.3863582590017982	0.03589158915891583	0.7214646464646465	0.09944949863816874	0.6771219490198447	0.09578776081131456	7.068981916736301	9.545243619489556	0.022493132662309123	0.882677384389396	TemperatureScaling	2
3168	8736	0.09504950495049502	0.385387460836316	0.034884471780511316	0.7214646464646465	0.10008439032467498	0.6731416344224505	0.09580580230673069	7.026105081478556	9.520833333333336	0.022717729112669935	0.8822327659368351	TemperatureScaling	2
3219	8986	0.09570957095709576	0.3863085664510177	0.035702531364247475	0.3134848484848485	0.10095586033410353	0.670491262786523	0.09612195088446993	6.9754229561195045	9.44827586206896	0.022749729113978823	0.8815406999289256	TemperatureScaling	2
3284	9236	0.09581958195819584	0.38665061317974053	0.03689488948894884	0.7476767676767677	0.10185001336992504	0.6697779709214451	0.09668727919304061	6.927260509463737	9.436280137772673	0.023244899341586578	0.8809355187002176	TemperatureScaling	2
3342	9486	0.0961496149614961	0.38750783210462203	0.034797651987420894	0.7476767676767677	0.101433141988687	0.6705771972812725	0.09665351172355376	6.937949644284448	9.400457665903895	0.02288457446610405	0.8809658105723999	TemperatureScaling	2
3400	9736	0.09559955995599556	0.38623047690789447	0.03505893922725598	0.7476767676767677	0.10137924033585238	0.6702706779669333	0.09680620165183476	6.9238402760349365	9.460299194476415	0.023473989507862364	0.880926450536142	TemperatureScaling	2
3453	9986	0.09548954895489548	0.38526241369495745	0.034923714593681515	0.7476767676767677	0.10129907267833112	0.6692108731673783	0.09652161343155068	6.93327483219037	9.472350230414747	0.023402163666108408	0.881108287378996	TemperatureScaling	2
3506	10236	0.0952695269526953	0.3841700910795774	0.035448655976708716	0.30474747474747477	0.1007326652944353	0.6692394458835778	0.09640223074520547	6.942157258294172	9.49653579676674	0.023459910397512787	0.881270562649792	TemperatureScaling	2
