Method,Dataset,Model,n_classes,size,calib_size,test_size,accuracy_mean,accuracy_std,log-loss_mean,log-loss_std,ECE_mean,ECE_std,ECE_15bins_mean,ECE_15bins_std,MCE_mean,MCE_std,sharpness_mean,sharpness_std,overconfidence_mean,overconfidence_std,underconfidence_mean,underconfidence_std,avg_confidence_mean,avg_confidence_std,weighted_abs_conf_difference_mean,weighted_abs_conf_difference_std,brier_score_mean,brier_score_std,cal_time_mean,cal_time_std,fit_time_mean,fit_time_std
GPcalib_lin,KITTI,AdaBoost,2,9090,1000,8000,0.94635,0.0005974482776311529,0.14377333318116767,0.0015907103193536626,0.01822113543608201,0.001743206289143075,0.0266321622104425,0.0024400794604743188,0.36233333333333334,0.0478380966184844,0.1626558653326443,0.010675897160147536,0.7532982590745466,0.011366556336285433,0.04327636357323843,0.003670514192957301,0.9458094951937628,0.003979781451045017,0.0033789623341710893,0.002214002425426739,0.04029488012782857,0.00041371865903692387,0.15689263343811036,0.019992400116320246,1.4886665344238281,0.5407733187301296
GPcalib_lin,KITTI,XGBoost,2,9090,1000,8000,0.9674125,0.0005923411648328907,0.10363773772989107,0.001623650519183842,0.02005714267676769,0.0015435719263348585,0.024926845238095227,0.0006318263794173575,0.680212121212121,0.0062606709231616655,0.06114083440945517,0.004004393751157953,0.8328267409934756,0.010494502830714111,0.0258529760744384,0.0033873866577373694,0.9695445178070873,0.003539652255014423,0.003331632132448573,0.003030965622453718,0.026460294285926684,0.0005887006448595791,0.16583316326141356,0.025515216099697292,0.8175747156143188,0.07580477530089362
GPcalib_lin,KITTI,mondrian_forest,2,9031,1000,8000,0.9535875,0.00031759731666932626,0.13198862703495573,0.0009618502564524731,0.020065707070707064,0.0008983147610205902,0.023329047619047628,0.0004586191646353566,0.5703232323232322,0.05981557150920904,0.10621430325768062,0.0016429053801109814,0.7907833108540316,0.0044951304442368955,0.035556819782991786,0.0018436307085500996,0.9563833878106578,0.0019272508522659587,0.002829075242681303,0.002056263810464243,0.035536240771547246,0.00029052385465341954,0.1590413808822632,0.01911655066388487,0.8134083271026611,0.04005709573459765
GPcalib_lin,KITTI,random_forest,2,9090,1000,8000,0.9636625000000001,0.0007661456562995646,0.11102141859205288,0.0020493418032981304,0.012641931818181823,0.0020442865858505874,0.025190505952380954,0.0021141996259349508,0.8747272727272728,0.0324182473453264,0.10192314598448486,0.0064594988600786205,0.7933193884400442,0.014639851026536267,0.03122401775624726,0.004853338076437931,0.9624026337501916,0.005108260944849509,0.004727661089743982,0.0028632401632314817,0.029132191377379546,0.0005998191302024815,0.16740896701812744,0.027122403412491072,0.8015186786651611,0.042552364008782734
GPcalib_lin,KITTI,1layer_NN,2,9090,1000,8000,0.9619875,0.0005665747474468399,0.12757494260205687,0.0023963163644179844,0.02756517171717173,0.002246663473059408,0.025850863095238086,0.0015808948858558047,0.7396060606060606,0.055075719881568196,0.05725156882498289,0.007901790014788126,0.8584341003483539,0.013887618189801164,0.03128913713163059,0.004813162813996355,0.9645209160096904,0.004978272140646333,0.0046157157878969415,0.003498026021608764,0.03211591570543707,0.0006675758597319904,0.16311521530151368,0.025332189460237277,0.8812248706817627,0.2804919580949361
GPcalib_approx,KITTI,AdaBoost,2,9090,1000,8000,0.9463000000000001,0.0005596377796793661,0.14350805384515544,0.0015750761499805622,0.018670053030303033,0.0014089008248165888,0.02645398809523808,0.00144502790114173,0.4171082251082252,0.06246594622358418,0.1555636138546001,0.007863870298993257,0.758381523004846,0.009935103632297004,0.04199624623136388,0.003371451054862826,0.9472847873023886,0.0036910714967382905,0.0029913720869507764,0.002432949003601165,0.04026513053963222,0.0004394406656446824,0.12163698673248291,0.020594126488511798,1.7831412076950073,0.2029022389950506
GPcalib_approx,KITTI,XGBoost,2,9090,1000,8000,0.9673999999999999,0.0006230525214173194,0.09980892531340031,0.0015423449024918024,0.018134864898989904,0.0018117145007078362,0.02699880952380952,0.0022236620459550175,0.6000303030303031,0.06281505160191235,0.08308836960329166,0.00803361148050539,0.8043121526439407,0.013263852414075817,0.029326697221715742,0.004059388160039597,0.965253771269377,0.00426594381256404,0.004201911878504333,0.0029167158224502835,0.026268731137306933,0.000497480318170675,0.12206692695617676,0.02063798723393445,0.868258786201477,0.07794310708606783
GPcalib_approx,KITTI,mondrian_forest,2,9031,1000,8000,0.9535875,0.00031759731666932626,0.15052770888142955,0.002332771111936377,0.02030322260524913,0.0018822189861866807,0.027420133223659104,0.0023887379853778585,0.5310757575757575,0.08350420888572835,0.12229455666122446,0.006105330011016955,0.775831925598487,0.005329192341621259,0.03863741677198652,0.0021559848145089916,0.9527520191743803,0.0022229250413607895,0.002294567908424227,0.0009702350092176996,0.03548500182163344,0.0002231065848577694,0.11478965282440186,0.0007343141722306327,0.9520263195037841,0.273362514400699
GPcalib_approx,KITTI,random_forest,2,9090,1000,8000,0.9638625000000001,0.0006832571095698748,0.11388527430705198,0.0018686393831369484,0.01348144696969698,0.002572599579428517,0.027259434523809512,0.0035461388665381766,0.8673030303030304,0.01949316414543715,0.10792791435756639,0.012161544222210764,0.7885152962160853,0.01848014162298871,0.032807148968191,0.005676610334712371,0.9607419333890892,0.006031829599973278,0.005885839685870148,0.003950667011737737,0.029188617736665007,0.0005581906447494932,0.1278526544570923,0.025332315982542625,0.8741113424301148,0.07239515447100135
GPcalib_approx,KITTI,1layer_NN,2,9090,1000,8000,0.961975,0.0005614960175974359,0.12233355278915496,0.001377350925395004,0.01570293493895472,0.002022024696433273,0.026767626563793296,0.0030301136231284985,0.44995959595959595,0.031515671309995816,0.12035820958261612,0.0119972832675376,0.7919789845622891,0.013426062810128155,0.03410476130842345,0.0032539879161805124,0.9592843010786721,0.0035693879712072494,0.002690698921327787,0.003877463874502015,0.03140185322262099,0.0003387503872816872,0.12692909240722655,0.025370801414439245,0.743153738975525,0.05163734520325638
Platt,KITTI,AdaBoost,2,9090,1000,8000,0.94985,0.0009238356034610595,0.13990577867842796,0.001534290456193694,0.018180817352896648,0.0017841597120156912,0.02591296167727577,0.0020403219416864223,0.3994790764790765,0.06540087657537418,0.15613994450436505,0.007422805217688764,0.7614313407708433,0.009035078601651175,0.04161892290747692,0.0035396457034802915,0.9485039621619332,0.0037104010441329415,0.0033530829928639155,0.002580496087171822,0.03864572484403205,0.00041311349375379024,0.00017299652099609376,8.779647051529307e-06,0.0033356666564941405,0.00012464252322396055
Platt,KITTI,XGBoost,2,9090,1000,8000,0.967325,0.0006851601597031404,0.10446539971157565,0.0021376845443027,0.01978549242424244,0.0018622520551946763,0.025381071428571413,0.0007900734754589884,0.6698181818181818,0.03357316199259127,0.06182067919698118,0.0031898982717458355,0.8333632602976161,0.010237679812219621,0.02571729277278701,0.0035088215524623663,0.9696801035675149,0.0036251775191870864,0.0034258467068683644,0.0032832841820067235,0.02658723288889576,0.0006247684927891883,0.00016667842864990235,3.696043389807258e-06,0.001909637451171875,0.00010968447818442107
Platt,KITTI,mondrian_forest,2,9031,1000,8000,0.9539,0.00041583249832915473,0.13200589753923014,0.001034711979000557,0.0197561553030303,0.0011026493011195102,0.023534226190476185,0.0006377699119595717,0.5889292929292929,0.0884398469323146,0.10586484950107271,0.0018089740603059175,0.7939451071320562,0.005633348958713805,0.03566674737992538,0.001823839544522524,0.9564776519088902,0.0019434114767946356,0.0026115884496320666,0.002003335582653658,0.03561399589761633,0.0002711147985621335,0.0001680612564086914,4.577043393324928e-06,0.0019973278045654296,8.446138333402426e-05
Platt,KITTI,random_forest,2,9090,1000,8000,0.9628250000000002,0.0010544219058591033,0.11154242982902467,0.002236402914098983,0.014725410353535352,0.0026837032978775767,0.02541773809523809,0.001945075128524863,0.8296868686868686,0.08863757965022599,0.10207143250950987,0.0067094556129948316,0.7899473813438336,0.013814255083818162,0.03076414851916569,0.004973597594377068,0.9625719507776755,0.005153250567908505,0.004684071495124899,0.0030822499405594997,0.02936911221629492,0.0006324745447606945,0.00017390251159667968,1.1894514701461925e-05,0.0020769357681274412,0.00013290457352314061
Platt,KITTI,1layer_NN,2,9090,1000,8000,0.964425,0.0007434902674398435,0.12048324274398232,0.0016012945669556715,0.028459473484848497,0.0033631481444668073,0.03073348214285714,0.0021915782011713895,0.6821919191919192,0.05410844180836174,0.04829285421903218,0.002918172950066749,0.8549472823797813,0.010430061481847552,0.029034978303756464,0.005369703370412807,0.966838323256534,0.005463900665162134,0.005129528122267581,0.003472867143543594,0.029404301833168157,0.000623247271432696,0.00017669200897216797,2.853207377064984e-05,0.0021883964538574217,8.507611761474343e-05
Isotonic,KITTI,AdaBoost,2,9090,1000,8000,0.9496625,0.0005744864856741264,0.18633241380791093,0.02581309270874175,0.013391885101010104,0.0021118129918138843,0.02590955357142858,0.002865927098242462,0.8613636363636363,0.09854896183573547,0.14879993549193762,0.02699325349814058,0.7770921254327167,0.02077078272820255,0.03768735331778737,0.003626648848273655,0.9529927195926209,0.004288694364210804,0.004304253033959558,0.003431819733132115,0.03942947651046965,0.0004941023819600279,0.00026192665100097654,1.246189177861448e-05,0.0003766298294067383,3.613106637341339e-05
Isotonic,KITTI,XGBoost,2,9090,1000,8000,0.9660249999999999,0.0017116837065039754,0.15168561143760903,0.033135986235456216,0.011362300505050512,0.002573743047061856,0.02816622023809523,0.003304640569673121,0.7866262626262627,0.14379965217381319,0.08851226522931448,0.02840092272108614,0.8037547977385596,0.03767036629724691,0.025443867461173986,0.0043521369284651125,0.9687216767303422,0.004978926994354327,0.004324138537135554,0.004107218747512954,0.027113943586801664,0.0007699514687108315,0.0002357959747314453,1.627583987885798e-05,0.0003662586212158203,2.2010338133936247e-05
Isotonic,KITTI,mondrian_forest,2,9031,1000,8000,0.9522875,0.0020531564453029165,0.17612079050096766,0.02209190245683913,0.014235127525252527,0.0018049589933512074,0.02726215879883794,0.001728575115022471,0.843050505050505,0.09006479180762163,0.13481984658623428,0.024995412554011918,0.775434711474845,0.02105869369403386,0.034551237537362535,0.002980671200321093,0.9563602545353295,0.00294270944503501,0.004250723785094368,0.003987845845763002,0.036583681526617,0.00045181955110785657,0.0002635955810546875,1.528657925683586e-05,0.0003648996353149414,2.0370569841111783e-05
Isotonic,KITTI,random_forest,2,9090,1000,8000,0.9616,0.0017428425057933088,0.16042780601465365,0.044179004648227944,0.01347984217171718,0.002960310960817618,0.027649374999999997,0.0031155129281043767,0.717010101010101,0.2676758420668832,0.1071525815127053,0.015518406715323172,0.7898362257111511,0.026425658891426528,0.029241881409037735,0.004920244872924353,0.9637903884238863,0.005541090420578161,0.0046740571664562304,0.0032951397981229196,0.03025273871058533,0.000705725378052634,0.00027849674224853513,2.722533016411567e-05,0.00036156177520751953,1.579341888031024e-05
Isotonic,KITTI,1layer_NN,2,9090,1000,8000,0.9685874999999999,0.0012134231880648154,0.15716787670194204,0.05080991438259812,0.012065723484848481,0.004310377820566424,0.02785755952380952,0.0037762557327833306,0.8376060606060605,0.09961486219430041,0.07110187641951866,0.023473863895339203,0.8348149250778565,0.032138731212886504,0.02469357346823796,0.005177692767536303,0.9709044127768747,0.00572318750491188,0.0049762118540030995,0.004707378724021091,0.026384666425205393,0.0008701037538698279,0.00023946762084960937,8.983738046362502e-06,0.0003640413284301758,1.9323005024099874e-05
Beta,KITTI,AdaBoost,2,9090,1000,8000,0.9498875,0.0009175185435607048,0.13989554037753382,0.0015280019941063875,0.01803716086213921,0.0015547171340952028,0.02588518255033432,0.0019645922886203492,0.3848809523809524,0.05913698918123364,0.15614199501692147,0.0073903191959614895,0.761609445491562,0.009096759703767821,0.04164818065775737,0.0035225176348155354,0.94849239001307,0.0036960415923714693,0.003334150518518366,0.0025981174122300904,0.038644940935109603,0.00041252411431742374,0.0010077953338623047,8.662636490982814e-05,0.0030901432037353516,0.0004809369166150274
Beta,KITTI,XGBoost,2,9090,1000,8000,0.9670874999999999,0.0010525267217510524,0.09995138077517556,0.0020027614708728308,0.017801875,0.0014586855077149603,0.027657261904761893,0.002014704586937094,0.5582323232323233,0.07919921975556415,0.09633030899968546,0.009137329906131874,0.7931347650359646,0.012591217637634293,0.02849163799079365,0.003851625050710594,0.9656448775985462,0.003966673869802986,0.00422997857436018,0.002533307803277413,0.02653070249491892,0.0006305778168664338,0.001023411750793457,8.989186718746437e-05,0.0027751922607421875,0.0004354138915164061
Beta,KITTI,mondrian_forest,2,9031,1000,8000,0.9532,0.0008502450627122897,0.157608029689651,0.009417279018526037,0.025211577783428134,0.009884597787277068,0.033928522233546546,0.010247090922437677,0.44352525252525254,0.12565914772104328,0.14156382392354533,0.04070126216724541,0.7646740586490373,0.03536486259061247,0.04549517380806256,0.013622694157166064,0.9456297273769344,0.014461321002881153,0.01049589248388575,0.012436324244742952,0.03678501992496449,0.0013993733963598672,0.001810741424560547,0.0002363506760464452,0.0035143613815307615,0.001149481047228345
Beta,KITTI,random_forest,2,9090,1000,8000,0.9624625,0.001740100970889022,0.11386652807052763,0.0019523214427199745,0.015933209369002062,0.0027498895789988607,0.028267737844731168,0.004136585614367806,0.8435454545454546,0.044097132915400274,0.11596233480319063,0.013286934133630869,0.7749497943630698,0.016499254841763383,0.03229091280890631,0.005385664729426296,0.9604723703613003,0.005598809426509289,0.005157573191467984,0.004102996913889551,0.029485214376101875,0.0006018236190459359,0.005980396270751953,0.0010886565903948171,0.0037358283996582033,0.0006317705746384857
Beta,KITTI,1layer_NN,2,9090,1000,8000,0.9683624999999999,0.0008649221223773515,0.1028839001123589,0.001929857075165083,0.01741800568221366,0.0026348310194301682,0.02784057723195782,0.0024300558775904074,0.6755555555555556,0.08037826558431295,0.06404869159753313,0.0133831777176139,0.8285607395175217,0.020406882920414978,0.02655339513020457,0.0047244422783443915,0.9688698424178371,0.005033723752848958,0.003783381155584782,0.004004757343739758,0.025803009268567496,0.0006129314874151583,0.0009983539581298827,8.45063882848716e-05,0.003028416633605957,0.0004602737266959781
BBQ,KITTI,AdaBoost,2,9090,1000,8000,0.9444250000000001,0.0072490899812014545,0.15892152288171954,0.014766434121343822,0.01900642223252738,0.005488551529117479,0.026147084527357627,0.006654668069716469,0.1656956362277534,0.08011875417169707,0.18315989116487721,0.08112015293679545,0.7504429485026718,0.057932704860821055,0.04367293799044455,0.003161928136735219,0.9445281502912151,0.005945251373675169,0.0032277532615118177,0.0015611703340738278,0.04167707104873822,0.001900103372339591,0.13268823623657228,0.004671115977371797,0.10181224346160889,0.00043135840746755515
BBQ,KITTI,XGBoost,2,9090,1000,8000,0.9639625,0.004320513890473914,0.132209428527646,0.02880344108842622,0.018555001438243297,0.004043474606121914,0.03267670845246938,0.005831498117231942,0.216526377013944,0.11102196497223205,0.1004129865481096,0.05345031755611807,0.8020565618354226,0.07048725696764599,0.030623514367883735,0.004752209211528036,0.9631306656983984,0.005727708244608008,0.005144988952783772,0.003030347222441495,0.02901311208477441,0.000799039558799639,0.133164381980896,0.0035479087731994986,0.10170001983642578,0.0006191159678088122
BBQ,KITTI,mondrian_forest,2,9031,1000,8000,0.9438625,0.004113177502450693,0.23591500813002564,0.06912458638045911,0.021775232872312564,0.003491280587848928,0.025905714124179004,0.003963537241310474,0.2424189024448467,0.12532443691794048,0.15105859907698435,0.04981153006587793,0.782220880337873,0.04498140353500848,0.04040219303715832,0.005612890671659951,0.9495234818740081,0.005850731440170896,0.007495537552276198,0.005231935279319471,0.04349254604288947,0.00140837223703989,0.13384368419647216,0.003894183363940642,0.10248391628265381,0.0003582442949231213
BBQ,KITTI,random_forest,2,9090,1000,8000,0.8921749999999999,0.005450917353987338,1.4749693239798987,0.5601339224145666,0.06522886176747036,0.046873837998246404,0.06165054828684428,0.02314686041262424,0.29043904901140155,0.110492733129841,0.13588074047297516,0.056407117754892974,0.9055567779192579,0.029978003275792357,0.03519562872091135,0.005807720063485932,0.9582871983620407,0.007157062916530923,0.0661121983620409,0.006560279953467106,0.09747602148407818,0.0018492420401695197,0.133337664604187,0.003193549911295043,0.08948225975036621,0.0007283147286136927
BBQ,KITTI,1layer_NN,2,9090,1000,8000,0.9646750000000001,0.005955039882318131,0.1287253265438521,0.018065102406127,0.01786440506093548,0.005609620007899189,0.029924463839479602,0.006345924396486413,0.19791972472580413,0.12230574546183834,0.09694089406409064,0.059749891013597,0.806347472896747,0.08295492620459774,0.031703862516729145,0.006824312797395647,0.9623366810224201,0.00819824234544986,0.005792633798224853,0.006530448322865672,0.028709945824581813,0.0021225976317148267,0.13418920040130616,0.004309546403663608,0.10169556140899658,0.0005024771776101106
Temp,KITTI,AdaBoost,2,9090,1000,8000,0.9463000000000001,0.0005596377796793661,0.1435063022731799,0.0015657026410812007,0.018449847222222225,0.0016890693457099991,0.02702220238095236,0.0017885108073846764,0.38161544011544013,0.048851522353121284,0.16557806985295426,0.00788757673875513,0.7514844126119142,0.009812258732557201,0.042886492143871406,0.0035712437873188494,0.9460717505049496,0.0038819299030799837,0.0032529366711818845,0.00206152033379061,0.04028020012428115,0.0004111603470950143,0.0005692243576049805,1.80479522359464e-05,0.007326984405517578,0.0026313607051217354
Temp,KITTI,XGBoost,2,9090,1000,8000,0.9673999999999999,0.0006230525214173194,0.10379739820863292,0.001989511199343231,0.020407654040404052,0.0009448406116766951,0.02505374999999998,0.0005939826741068132,0.683181818181818,0.0090365001069876,0.061549914090738546,0.003151422317235217,0.8323952309277978,0.009743510792649457,0.02581244971826114,0.0034718365450108492,0.9695673724234171,0.0035865752275665835,0.0033671590241319714,0.003116554320179752,0.026464189782884,0.0005972692452821744,0.000555419921875,8.173118099663684e-06,0.004809260368347168,0.002678898629341736
Temp,KITTI,mondrian_forest,2,9031,1000,8000,0.9535875,0.00031759731666932626,0.1319885168275405,0.0009618408669150688,0.02002870075757575,0.0008444183918131055,0.02333104166666667,0.0004597517230688435,0.5703232323232322,0.05981557150920904,0.1062144536705985,0.0016429095045329435,0.7907827615876677,0.004495453960498773,0.03555679013467907,0.001843385323655951,0.9563833906123905,0.0019270574295477203,0.0028290900534133105,0.002056007057728698,0.03553619810156756,0.00029052518644101755,0.0005925178527832031,4.862801351315356e-05,0.004028511047363281,0.00015308485463281666
Temp,KITTI,random_forest,2,9090,1000,8000,0.9638625000000001,0.0006832571095698748,0.11102133890626023,0.0020493069039758307,0.012493671854240789,0.002058483616721935,0.025337358510810187,0.0021271452783043687,0.8747272727272728,0.0324182473453264,0.10192406650256736,0.006458944000429034,0.7948927350127651,0.013800704120583433,0.031321064155467856,0.00488409915092708,0.9624025703787034,0.005107791752320063,0.004779548407239887,0.002978528450058095,0.029132209743484194,0.0005998164649574959,0.0005571365356445313,4.2379233105194105e-06,0.005547070503234863,0.003976366475824623
Temp,KITTI,1layer_NN,2,9090,1000,8000,0.961975,0.0005614960175974359,0.128112728583074,0.0015794171846699578,0.028041244949494976,0.0015181955895873429,0.026262321428571416,0.0010591981731622542,0.7326767676767677,0.0758563815078868,0.054565545843567285,0.0025521294604651775,0.8618043748518718,0.01075923450125277,0.031178700068975683,0.004844199823831095,0.9647531134695104,0.005020191927705517,0.004860115039311151,0.0033818712779888184,0.0321956378506836,0.0006087043764341037,0.0005711555480957031,2.5467846381618266e-05,0.004876971244812012,0.004778801074490578
