,accuracy,log-loss,ECE,ECE_15bins,MCE,sharpness,overconfidence,underconfidence,avg_confidence,weighted_abs_conf_difference,brier_score,Method,Dataset,Model,n_classes,size,calib_size,test_size
0,0.7582222222222222,0.48139504362022034,0.03331279461279461,0.022095767195767183,0.23087301587301584,0.32483871857075924,0.6740656719865461,0.2068289701488458,0.7643740011052224,0.006151778883000031,0.1599901981620051,Temp,PCam,AdaBoost,2,10000,1000,9000
1,0.7567777777777778,0.48114805753063694,0.03669435465768801,0.021073809523809512,0.2594444444444444,0.3250000362696905,0.6702603949973989,0.20912996767000824,0.7615350883165423,0.0047573105387644365,0.15999798268176002,Temp,PCam,AdaBoost,2,10000,1000,9000
2,0.7592222222222222,0.48105517468905207,0.03750086419753087,0.025450793650793647,0.23942645634426457,0.31014109384891125,0.6626310202225446,0.220737024142333,0.7511805927619659,0.008041629460256383,0.15960863332008177,Temp,PCam,AdaBoost,2,10000,1000,9000
3,0.7605555555555555,0.4806111527120502,0.04082346801346801,0.02600317460317459,0.2368478906714201,0.30736483175335155,0.6598702906675528,0.22390122123451303,0.7482685130042595,0.012287042551296173,0.15913701491580098,Temp,PCam,AdaBoost,2,10000,1000,9000
4,0.7578888888888888,0.48202993778912456,0.03812509539842873,0.023775396825396835,0.19545454545454544,0.3271833518356055,0.6800876287547373,0.2010360776421761,0.77018265082881,0.0122937619399211,0.16046513315353747,Temp,PCam,AdaBoost,2,10000,1000,9000
5,0.7566666666666667,0.48298757877571624,0.03447904601571268,0.023693121693121693,0.22293052475979308,0.3314937798668462,0.6805664504252444,0.19912884531494784,0.7715970099818322,0.014930343315165573,0.16075965759106475,Temp,PCam,AdaBoost,2,10000,1000,9000
6,0.76,0.4805731486004833,0.04049945005611673,0.02532222222222223,0.20834110334110334,0.31113631569515193,0.6637100086271611,0.2194672280041781,0.7524953087873434,0.007504691212656678,0.1592832353753979,Temp,PCam,AdaBoost,2,10000,1000,9000
7,0.7626666666666667,0.4799734347933542,0.0364881593714927,0.01582037037037037,0.23476911976911974,0.3207230847735036,0.6743847756617005,0.21016732634034574,0.7624330392014732,0.0002336274651934811,0.15925566659850227,Temp,PCam,AdaBoost,2,10000,1000,9000
8,0.7551111111111111,0.48785459014215465,0.04493615039281706,0.03341957671957672,0.315822307582871,0.3430354782789966,0.694798664094659,0.18405015805840963,0.7862812646110753,0.031170153499964104,0.16252108987221903,Temp,PCam,AdaBoost,2,10000,1000,9000
9,0.7587777777777778,0.48093495528545593,0.03831654320987655,0.023566137566137572,0.1649490316004077,0.31544179740365963,0.6671720242378362,0.21488660488746736,0.7566633155382031,0.002114462239574705,0.1595768781346274,Temp,PCam,AdaBoost,2,10000,1000,9000
