,,,,,,,accuracy,accuracy,log-loss,log-loss,ECE,ECE,MCE,MCE,sharpness,sharpness,overconfidence,overconfidence,underconfidence,underconfidence,avg_confidence,avg_confidence,weighted_abs_conf_difference,weighted_abs_conf_difference,brier_score,brier_score
,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Method,Dataset,Model,n_classes,size,calib_size,test_size,,,,,,,,,,,,,,,,,,,,
Platt,PCam,mondrian_forest,2,10000,1000,9000,0.7976222222222222,0.0013437861871861813,0.4105086992983728,0.0008904291343091097,0.04280767115600449,0.0023698939291075757,0.1916932448038537,0.036954653296579064,0.37824825463281087,0.0036258746933449017,0.6798689130124963,0.005342046898024068,0.16577019302259854,0.006019815522510394,0.802989297345702,0.005702233949589547,0.007392113033659717,0.004167785756085288,0.13529232973592614,0.0005377657492862661
Platt,PCam,random_forest,2,10000,1000,9000,0.8484444444444446,0.0015243789353523286,0.3346980749714243,0.002251328009077027,0.02371253647586981,0.0035104775717993237,0.14259628438589916,0.02593910379263269,0.33651850593267324,0.008284060190355122,0.7128774363130272,0.006501106894903979,0.11403940543964622,0.004724513578492119,0.8597283776528621,0.00491068406485354,0.011283933208417668,0.005440195894889597,0.105256131593089,0.0007075670268498892
Platt,PCam,1layer_NN,2,10000,1000,9000,0.6239444444444444,0.007021278652030913,0.6588822782028274,0.0004803014312160638,0.07174271604938272,0.005142262360342116,0.3819002661572757,0.03638628224031757,0.058460917999712946,0.010471583865020348,0.601207092516054,0.006421986626711836,0.38655327254553123,0.00682175655273585,0.6088323473784856,0.006608992546447361,0.015812775335496933,0.008128318766722487,0.2328078356882468,0.00023702891943689074
Isotonic,PCam,AdaBoost,2,10000,1000,9000,0.7644333333333334,0.0025144029554194647,0.5521628433182855,0.06494000639932104,0.033479441077441066,0.004716207715811089,0.7910808080808082,0.10053960908089367,0.3537817651946377,0.036329501880067186,0.6794496642136066,0.013965107064234641,0.20455987321814267,0.012706105896414962,0.7681137417987607,0.01248551475219506,0.010873194719348686,0.009742635763576738,0.16060616714569653,0.0011376907369584658
Isotonic,PCam,XGBoost,2,10000,1000,9000,0.8049555555555555,0.001827394045800781,0.46957952986466867,0.05102032666562318,0.03229315263748597,0.005812360849683432,0.8240707070707071,0.14970853944272644,0.3678542369466169,0.04422458248874177,0.7017241196547214,0.01471351439283294,0.15483278082288943,0.009109917675989279,0.817191107022958,0.009729282984563678,0.015293806249522307,0.004693403403919176,0.13520235757754168,0.000922305062764905
Isotonic,PCam,mondrian_forest,2,10000,1000,9000,0.7953666666666666,0.003218196719198035,0.4460822229711727,0.030716299094479243,0.02909532098765431,0.0065966227723633355,0.8633434343434343,0.0883299588859546,0.45431112877671975,0.048740174231262166,0.6637483825055221,0.018228186056068137,0.16626425383347004,0.009312522749272733,0.7989341936783353,0.010909679127279406,0.008195224294657556,0.007827614440451448,0.1359128746415172,0.0005195300034657018
Isotonic,PCam,random_forest,2,10000,1000,9000,0.8472888888888889,0.0015610133531185912,0.37450159219410584,0.02088593024197057,0.0232932985409652,0.005239487045751075,0.09893881014973364,0.03939026751666677,0.3632585006816352,0.03615394528479964,0.7101519459977238,0.011336192001944138,0.11236509458812563,0.004713963148916256,0.8605265931372221,0.005179942372993081,0.013237704248333242,0.005844890892816593,0.10636042763584337,0.0010063869361467421
Isotonic,PCam,1layer_NN,2,10000,1000,9000,0.6504333333333333,0.0019319350697822523,0.6595889657001177,0.024044155170225387,0.02970712570145906,0.009167701148515194,0.8796767676767676,0.12161956446052428,0.10107034000655982,0.03182590501376887,0.6402052888984725,0.018544014822687773,0.3374114781304696,0.016518574201001678,0.6547639137610172,0.017094143394650117,0.015468556014720613,0.009968729470282777,0.22383285387736263,0.00096367977824755
Beta,PCam,AdaBoost,2,10000,1000,9000,0.7609555555555555,0.0029699916633064614,0.4812835817170592,0.0022586276885810746,0.03972945791245792,0.00238512489116098,0.18485672247423496,0.030668836413551937,0.31805243221420004,0.010802646554146419,0.6759880157200719,0.011843253305050157,0.207916459064184,0.012007687531418794,0.7643238385638778,0.011845236767203048,0.00978553594200104,0.00808051432201293,0.1596825780439947,0.0010140961371245356
Beta,PCam,XGBoost,2,10000,1000,9000,0.8068222222222223,0.0014751717483882383,0.4134320493514034,0.0024260357159528287,0.03564323569023568,0.002819012902937615,0.19223268362931215,0.031218995528179073,0.3595845828027441,0.00449028616739995,0.6930504624838745,0.008505309289262382,0.16304751299360842,0.008019062395298395,0.809152783467894,0.00791088146136092,0.007857046889287633,0.004431341342180241,0.13355123401434105,0.0007555169550578555
Beta,PCam,mondrian_forest,2,10000,1000,9000,0.7975555555555555,0.0016588293093747213,0.40313322474464286,0.0013582124874752838,0.03492587494096453,0.003990249611886943,0.1512652931058657,0.011253890314494207,0.49350481132787277,0.008220368159138552,0.6426550075496489,0.007389390431815955,0.17974046130678042,0.006816764980781754,0.7843035668693024,0.00678938630660517,0.013251988686253241,0.007554045107787269,0.13517329259235986,0.0003429296457230956
Beta,PCam,random_forest,2,10000,1000,9000,0.8482444444444445,0.0016403686560789792,0.35025621651373745,0.0034371432568162706,0.029251116459633224,0.005294325255101985,0.1635704932174149,0.028654113392097776,0.366689912424558,0.023025915731103446,0.698970706127217,0.011714268122901784,0.12264287496820794,0.0067734855965612085,0.8502849272848826,0.007156102029484263,0.006366715023255686,0.002442462558694353,0.10575836929650868,0.0010631611045839914
Beta,PCam,1layer_NN,2,10000,1000,9000,0.6487,0.003117739851761961,0.6428885023824824,0.0005863424108350687,0.050054172839506174,0.004854102661247316,0.9247171717171717,0.013157342758672958,0.09056025500241406,0.010996438304019947,0.615755481257757,0.00768822845727812,0.364852031921288,0.008268495040691048,0.6283283195759022,0.00795475631960883,0.02037168042409787,0.00918229637522271,0.2251873271938984,0.0002480946336836655
BBQ,PCam,AdaBoost,2,10000,1000,9000,0.7638333333333334,0.0032106005831078295,0.4853350385734624,0.003124234740908098,0.03300806621773288,0.007696688571939117,0.09894805370030066,0.02526445465544671,0.32176581835631113,0.03972655301616941,0.6749833985966218,0.01326405652069537,0.21474030234211874,0.011922816101707045,0.7592055428805888,0.011634721889968438,0.010801877921897785,0.008685420746523132,0.160880430841029,0.0006383653012414671
BBQ,PCam,XGBoost,2,10000,1000,9000,0.8019666666666667,0.0065984264657884175,0.4235013000485764,0.003105593551246754,0.031228795735129065,0.010974789782024654,0.12995290425613487,0.05406898707935629,0.3435250350413929,0.055173713265392686,0.698742164763236,0.016368542566904648,0.1630032066405413,0.009694395443696519,0.8095380045638099,0.008973026387935472,0.012122534577105184,0.006219554096328158,0.13642886250838493,0.000705651755897068
BBQ,PCam,mondrian_forest,2,10000,1000,9000,0.795,0.0026651230100008987,0.47841307346885076,0.021083811710545245,0.06425149560588153,0.016132926296794626,0.9023082433392325,0.2879092999295334,0.28349466179246297,0.053238173840746125,0.667883368690978,0.021997721654062826,0.22112702094018072,0.022259551008545646,0.7561228043511918,0.02120352184574139,0.041093601065936035,0.016739497941435755,0.14645352678120327,0.0030791237348047015
BBQ,PCam,random_forest,2,10000,1000,9000,0.8110444444444443,0.004092952891798957,0.5112073943614617,0.056947317126185254,0.05991528619528619,0.00843630236523898,0.1968826528185242,0.05084585757728812,0.35383927251943154,0.05292597781307686,0.7627924116560365,0.013969994730409786,0.12458153373749728,0.005276242383168325,0.8540964060499834,0.004695988799024258,0.04305196160553883,0.005355480963939275,0.14266122781842155,0.0018725173438227105
BBQ,PCam,1layer_NN,2,10000,1000,9000,0.6457777777777778,0.008153701811054521,0.6410415687534547,0.0028517167240881738,0.02958274859708192,0.01016472765282145,0.08827819558959296,0.04353828628060685,0.07435829430839,0.04346724737094783,0.6351266152589625,0.02135743234807897,0.3451490453198141,0.017540255718320606,0.6477924602715734,0.018221148821829174,0.016216539231740126,0.010276755585666968,0.22463169092101345,0.0012011385729832052
Temp,PCam,AdaBoost,2,10000,1000,9000,0.7585888888888889,0.0021760953440743643,0.48185630739382407,0.0022665813644994937,0.03811759259259259,0.0033485235960296223,0.23088584398409848,0.03989981501199604,0.3216358488318319,0.011018695195103496,0.6727546929696246,0.010502902246272561,0.2089333423418443,0.011988077211204038,0.7625010784160555,0.011433865886231138,0.009948480114901773,0.0087741360219785,0.16005954898053468,0.001014269795966491
Temp,PCam,XGBoost,2,10000,1000,9000,0.8085777777777778,0.0015615405147320091,0.41726377060322034,0.0017982536257030162,0.03989114814814816,0.002027550721076291,0.21985917464921814,0.036347831326231116,0.29254943694185614,0.005254965392063975,0.7154109172594874,0.0073673876767039225,0.15823024321168613,0.008090596075129932,0.8175802903814999,0.007755579764960732,0.011592563931637748,0.005063931035439416,0.13410035890673105,0.0008719378767409414
Temp,PCam,mondrian_forest,2,10000,1000,9000,0.7945888888888889,0.0012461738424240127,0.41533999491492024,0.0009486022197579453,0.04270017620650953,0.0012982942927606388,0.15044332946650532,0.02010841814944674,0.37388903257217593,0.0033948614138409007,0.6800118702533542,0.004699752648538906,0.1683626626239996,0.0050973526187643335,0.8004911270728821,0.004851007024152079,0.007183826759431194,0.004056769535233605,0.13715170299771806,0.0005787240416554099
Temp,PCam,random_forest,2,10000,1000,9000,0.8486666666666668,0.000737027731190098,0.33674470808184354,0.0021537727648018074,0.02097129854096521,0.001320765224123782,0.1027247858018073,0.015063475807278228,0.35359255618234686,0.002175839133916686,0.7093565311048897,0.0070015179255184575,0.11729434013213705,0.005251936656533615,0.8564721218647534,0.005449129339335698,0.00783202960456959,0.005734637291352077,0.10609220681011111,0.0006426621113294576
Temp,PCam,1layer_NN,2,10000,1000,9000,0.5925,0.0007720245772472508,0.6650609467918016,0.0003163873619607745,0.05420576094276095,0.0015069807829354354,0.15092380197451358,0.06568422388905103,0.03721157907019107,0.005512545723253052,0.5894815023031159,0.006871290375349852,0.3947528665769428,0.00781324491356059,0.5988220297062798,0.007418462443223436,0.007616734212737336,0.00669024931444244,0.23625374299113894,0.00017215994811695999
