,accuracy,log-loss,ECE,MCE,sharpness,overconfidence,underconfidence,avg_confidence,weighted_abs_conf_difference,brier_score,Method,Dataset,Model,n_classes,size,calib_size,test_size
0,0.9495,0.2300838065894174,0.01391241161616159,0.9158080808080808,0.1177559413423701,0.8051847366702508,0.032578854846969686,0.95922820652465,0.009728206524649941,0.03984482391249833,Isotonic,KITTI,AdaBoost,2,9090,1000,8000
1,0.949875,0.19892808714914548,0.010966578282828283,0.9405555555555556,0.15051292065726185,0.7744046580731635,0.03852166249473566,0.9521012693237302,0.002226269323730261,0.03920923703111869,Isotonic,KITTI,AdaBoost,2,9090,1000,8000
2,0.950375,0.18342142660461025,0.015144810606060585,0.9158080808080808,0.19645717393128947,0.7502876801328706,0.03861740330076308,0.9509070114646311,0.0005320114646310131,0.03952821232555555,Isotonic,KITTI,AdaBoost,2,9090,1000,8000
3,0.949875,0.14427238836279346,0.015605732323232346,0.9059090909090909,0.17019106065850748,0.7583394386597196,0.044593171920695375,0.945528825184648,0.004346174815352086,0.039501249284896865,Isotonic,KITTI,AdaBoost,2,9090,1000,8000
4,0.949375,0.20207047509388965,0.012801944444444466,0.8316666666666667,0.151485559321362,0.7624897109408835,0.0412113590601438,0.9488510076086584,0.0005239923913417724,0.038659966632066924,Isotonic,KITTI,AdaBoost,2,9090,1000,8000
5,0.948875,0.19376373492944093,0.014235845959595945,0.6237878787878788,0.15243034168128666,0.7646899936927375,0.039218195633666846,0.9507566105456455,0.0018816105456455623,0.03901516875307167,Isotonic,KITTI,AdaBoost,2,9090,1000,8000
6,0.949125,0.17834879209593973,0.01101979797979801,0.7821717171717172,0.10959038036306307,0.8072353641257084,0.03406619915111564,0.9578600178805927,0.00873501788059279,0.03988551899065963,Isotonic,KITTI,AdaBoost,2,9090,1000,8000
7,0.95075,0.17231789502873804,0.010701691919191937,0.9158080808080808,0.14815846794765417,0.7770763671885166,0.03814127122900926,0.9527581974630539,0.002008197463053897,0.03878255683370623,Isotonic,KITTI,AdaBoost,2,9090,1000,8000
8,0.94925,0.1526296439719149,0.01680409090909092,0.8415656565656566,0.1203615535876068,0.8028637827260635,0.03474270267174471,0.9570158264621941,0.0077658264621940296,0.04010996989601169,Isotonic,KITTI,AdaBoost,2,9090,1000,8000
9,0.949625,0.20748788825321995,0.012725946969696969,0.9405555555555556,0.17105595542897448,0.7683495221172528,0.03518271286902998,0.954920223468404,0.00529522346840397,0.039758061445110966,Isotonic,KITTI,AdaBoost,2,9090,1000,8000
0,0.962,0.11905732925258394,0.013646464646464629,0.6584343434343434,0.11002043253304374,0.7580675612724687,0.023102519008419864,0.9685819440422538,0.006581944042253925,0.027475646395557753,Isotonic,KITTI,XGBoost,2,9090,1000,8000
1,0.966375,0.11111835445602286,0.01295762626262626,0.6732828282828283,0.09587505797146864,0.777655808569388,0.030293525406514962,0.9632487709484248,0.003126229051575214,0.02601444806241908,Isotonic,KITTI,XGBoost,2,9090,1000,8000
2,0.967375,0.13533409912105532,0.009428762626262646,0.8811616161616161,0.07728692198021078,0.8218574277107877,0.024696339081346566,0.9702974775602469,0.002922477560246828,0.02671326581709814,Isotonic,KITTI,XGBoost,2,9090,1000,8000
3,0.96825,0.13821560598434499,0.015787209595959587,0.9603535353535353,0.05446254432636785,0.8455831538707163,0.02832866142772934,0.9676680387079964,0.0005819612920037395,0.02639336952354855,Isotonic,KITTI,XGBoost,2,9090,1000,8000
4,0.966,0.2076221745165716,0.00878023989898986,0.8316666666666667,0.05691105854504824,0.8579984463497321,0.017624566584517116,0.9781466158552474,0.012146615855247383,0.02837796129178054,Isotonic,KITTI,XGBoost,2,9090,1000,8000
5,0.9675,0.14026633133644548,0.011767058080808086,0.98510101010101,0.08005212573789194,0.8148759818919177,0.0282366358980392,0.9666645241801345,0.0008354758198656255,0.026580825222497415,Isotonic,KITTI,XGBoost,2,9090,1000,8000
6,0.966125,0.1901303572699655,0.007664810606060648,0.702979797979798,0.09379859791471853,0.7934361565777232,0.024961842343380128,0.9688863898700723,0.002761389870072236,0.026710035911581588,Isotonic,KITTI,XGBoost,2,9090,1000,8000
7,0.9655,0.17895083718673532,0.008939772727272775,0.698030303030303,0.12399377490500417,0.7716608904022433,0.029760461406823462,0.9633885752305894,0.0021114247694106816,0.027833640091597316,Isotonic,KITTI,XGBoost,2,9090,1000,8000
8,0.965125,0.17273957181513588,0.011931856060606077,0.9059090909090909,0.0577799257702639,0.8409941170654933,0.019311504565052876,0.9758166539893125,0.010691653989312412,0.027979967844562203,Isotonic,KITTI,XGBoost,2,9090,1000,8000
9,0.966,0.12342145673281334,0.012719204545454539,0.5693434343434344,0.13494218394313792,0.7554184914827992,0.028122616090911934,0.9645177815665943,0.0014822184334057319,0.027060277506420333,Isotonic,KITTI,XGBoost,2,9090,1000,8000
0,0.954625,0.1795425526980456,0.01599491161616163,0.9554040404040404,0.1444194140302253,0.7782803792590093,0.036825214207846756,0.9547852020957118,0.00016020209571188104,0.03632340746749769,Isotonic,KITTI,mondrian_forest,2,9031,1000,8000
1,0.95425,0.15191458063863786,0.012515732323232293,0.8514646464646465,0.1327640972489499,0.7748152156546783,0.03807979288973022,0.9533601537511764,0.0008898462488235656,0.035617586349066574,Isotonic,KITTI,mondrian_forest,2,9031,1000,8000
2,0.954125,0.1341806898815333,0.011739608585858608,0.7277272727272728,0.13264795770808666,0.7874561285667113,0.035837313553238326,0.9560562731040145,0.0019312731040143638,0.03659461197409056,Isotonic,KITTI,mondrian_forest,2,9031,1000,8000
