,accuracy,log-loss,ECE,ECE_15bins,MCE,sharpness,overconfidence,underconfidence,avg_confidence,weighted_abs_conf_difference,brier_score,cal_time,fit_time,Method,Dataset,Model,n_classes,size,calib_size,test_size
0,0.9455,0.14805017238545304,0.017700833333333353,0.02541309523809526,0.5346969696969697,0.14264330161099448,0.7725900187120402,0.03914652311770152,0.9505931184120194,0.005093118412019405,0.04106744393775443,0.15389633178710938,2.0572261810302734,GPcalib,KITTI,AdaBoost,2,9090,1000,8000
1,0.946125,0.14601336233689344,0.01928458333333335,0.02724880952380952,0.36388888888888893,0.16524753721285304,0.7510883689275463,0.04646453782932024,0.9426286250222059,0.0034963749777940506,0.040672926498204594,0.15352749824523926,1.883559226989746,GPcalib,KITTI,AdaBoost,2,9090,1000,8000
2,0.947,0.1459180500813995,0.01732088383838385,0.023483630952380912,0.3698366013071895,0.1468295972325695,0.7709622631368946,0.04137380210624039,0.9486800093516459,0.001680009351645799,0.04053144405346522,0.15389704704284668,2.107348918914795,GPcalib,KITTI,AdaBoost,2,9090,1000,8000
3,0.9455,0.1450207615935094,0.022394368686868702,0.02710803571428568,0.34904040404040404,0.1635180356885998,0.7446290541425858,0.04959160840879444,0.9391934177002559,0.006306582299744221,0.04058060709840109,0.1521613597869873,1.5910818576812744,GPcalib,KITTI,AdaBoost,2,9090,1000,8000
4,0.947125,0.1438038582169266,0.02071271464646465,0.029093750000000026,0.4306565656565656,0.1582452457615155,0.7500127216309008,0.047604654348643846,0.9416943644062746,0.005430635593725419,0.039727484023568266,0.1526346206665039,1.902644157409668,GPcalib,KITTI,AdaBoost,2,9090,1000,8000
5,0.946125,0.1426989001983996,0.020665896464646484,0.027825892857142834,0.42378787878787877,0.1600643085771683,0.7467526616863502,0.04559435720641353,0.9432183384364341,0.0029066615635658724,0.039814525170285824,0.15053987503051758,1.9916861057281494,GPcalib,KITTI,AdaBoost,2,9090,1000,8000
6,0.945875,0.14566375224293823,0.01894598484848483,0.024443154761904774,0.36388888888888893,0.14612163177998141,0.7669687569619417,0.04141096862273641,0.9482175840245343,0.002342584024534272,0.0407122469563869,0.1669142246246338,1.5728816986083984,GPcalib,KITTI,AdaBoost,2,9090,1000,8000
7,0.94675,0.1442853083233461,0.02005036616161617,0.02773482142857145,0.32671717171717174,0.15887892637289203,0.752199395873274,0.046539999034634585,0.9427428737442115,0.004007126255788439,0.04006630582426845,0.21133065223693848,1.508075475692749,GPcalib,KITTI,AdaBoost,2,9090,1000,8000
8,0.946,0.14390778128078402,0.021192108585858595,0.027855059523809487,0.47665945165945167,0.1562644607899132,0.7508535032046244,0.04593826609031779,0.9430884894516091,0.0029115105483908735,0.04009640636226869,0.152662992477417,1.84562087059021,GPcalib,KITTI,AdaBoost,2,9090,1000,8000
9,0.94675,0.145094266072548,0.019072866161616183,0.025097916666666657,0.4389393939393939,0.15065914898815871,0.762624039272522,0.04361668924060711,0.946065629552717,0.0006843704472829712,0.0402933962852268,0.15286922454833984,1.6794261932373047,GPcalib,KITTI,AdaBoost,2,9090,1000,8000
