,accuracy,log-loss,ECE,MCE,sharpness,overconfidence,underconfidence,avg_confidence,weighted_abs_conf_difference,Method,Dataset,Model,n_classes,size,calib_size,test_size
0,0.3422,16.41774217725802,0.11109382424242426,0.4753232323232323,0.4780302619914484,0.29690555599194707,0.2797460518835634,0.44177537577694737,0.09957537577694736,Platt,ImageNet,alexnet,1000,50000,1000,10000
1,0.3522,16.069252067804612,0.11749473232323238,0.5297575757575758,0.47106278711100386,0.31238983193422143,0.2933825223973537,0.4512368087386407,0.09903680873864065,Platt,ImageNet,alexnet,1000,50000,1000,10000
2,0.3421,16.06562495382638,0.10978448282828283,0.4553030303030303,0.4689861506889291,0.2854574927267154,0.30911693511076505,0.42415358096351335,0.0820535809635133,Platt,ImageNet,alexnet,1000,50000,1000,10000
3,0.3509,15.965171064460012,0.10857090101010103,0.45079797979797975,0.45881381241276875,0.3002947024981289,0.30324919946791873,0.43941114729824277,0.08851114729824279,Platt,ImageNet,alexnet,1000,50000,1000,10000
4,0.3408,16.063050593837946,0.11448936464646467,0.46648695914367555,0.4503964280805327,0.29917686884049266,0.31249793505205464,0.4315180956739126,0.09071809567391255,Platt,ImageNet,alexnet,1000,50000,1000,10000
5,0.3386,16.52518948856876,0.1178366838383838,0.4613838383838384,0.47827873180684755,0.29385383429229855,0.29955425127565527,0.43152585651898934,0.0929258565189894,Platt,ImageNet,alexnet,1000,50000,1000,10000
6,0.3497,15.848513519789147,0.10942126767676769,0.49383838383838385,0.4659888200090167,0.29853050809548576,0.3027700854856304,0.43795569052016947,0.08825569052016942,Platt,ImageNet,alexnet,1000,50000,1000,10000
7,0.3436,16.074228453660304,0.12163995353535353,0.4822505780698552,0.4662079270372845,0.31388773486084687,0.30592493025366996,0.444520103127499,0.10092010312749887,Platt,ImageNet,alexnet,1000,50000,1000,10000
8,0.3535,15.926476718732872,0.1134464323232323,0.44535353535353533,0.4766229334955561,0.2986910558657523,0.2965750205004143,0.44176449787031236,0.08826449787031243,Platt,ImageNet,alexnet,1000,50000,1000,10000
9,0.3612,15.77724593793865,0.10791222323232326,0.5098881118881119,0.47736923571142176,0.29982185237177794,0.29835906317826894,0.44495890567510094,0.08375890567510103,Platt,ImageNet,alexnet,1000,50000,1000,10000
0,0.4511,14.806690570334272,0.09089755555555554,0.5020744284954812,0.6183416225989581,0.290478104033062,0.17255113126071064,0.5327056159920411,0.08160561599204115,Platt,ImageNet,vgg19,1000,50000,1000,10000
1,0.4391,15.331561455019,0.09639812424242421,0.5554444444444444,0.6161289298279927,0.28946083286012486,0.18306421194923658,0.5210750856843342,0.08197508568433423,Platt,ImageNet,vgg19,1000,50000,1000,10000
2,0.4292,15.84065293373625,0.10302751111111107,0.5130404040404041,0.6182079803259442,0.2903317352144444,0.16885941637087665,0.5224468929540246,0.09324689295402458,Platt,ImageNet,vgg19,1000,50000,1000,10000
3,0.4521,15.025757416309544,0.0943317303030303,0.5839622026718801,0.6116435207814238,0.2960446379767627,0.17043860293668944,0.5372475647597911,0.08514756475979103,Platt,ImageNet,vgg19,1000,50000,1000,10000
4,0.4609,14.491330210961873,0.08484939898989899,0.5120404040404041,0.5992061958403814,0.2880719208072109,0.18946008174753476,0.5288774208297287,0.06797742082972862,Platt,ImageNet,vgg19,1000,50000,1000,10000
5,0.4617,14.762696783660509,0.11591155959595956,0.6852121212121213,0.6264927921634509,0.32340919978836935,0.14323936658610442,0.5696575566932748,0.10795755669327482,Platt,ImageNet,vgg19,1000,50000,1000,10000
6,0.4499,14.687188502245137,0.09034501212121208,0.6213751803751804,0.5881091477105718,0.2948704916463695,0.19285239645406352,0.5253439642899848,0.0754439642899847,Platt,ImageNet,vgg19,1000,50000,1000,10000
