,accuracy,log-loss,ECE,MCE,sharpness,overconfidence,underconfidence,avg_confidence,weighted_abs_conf_difference,brier_score,Method,Dataset,Model,n_classes,size,calib_size,test_size
0,0.96725,0.11916511802961159,0.04317023989898991,0.45540404040404037,0.14659829142928812,0.7288864616674321,0.06459587972642963,0.9286406669542193,0.03860933304578071,0.029245465536984733,Uncal,KITTI,XGBoost,2,9090,1000,8000
1,0.96825,0.11580627557375313,0.04417412878787879,0.5346969696969697,0.14665496619367735,0.7197659245626195,0.06405559617698023,0.9290807371065021,0.03916926289349798,0.028149467686079,Uncal,KITTI,XGBoost,2,9090,1000,8000
2,0.967625,0.11768683797474934,0.042938017676767685,0.45540404040404037,0.14524443408827287,0.7272465935545078,0.06407516620338094,0.9291688757687807,0.03845612423121926,0.028807907472670972,Uncal,KITTI,XGBoost,2,9090,1000,8000
3,0.967875,0.11613163689938986,0.04373941919191921,0.505,0.14477775325064957,0.7199752843333589,0.06406678025549763,0.9289955710694194,0.03887942893058064,0.0282225194055149,Uncal,KITTI,XGBoost,2,9090,1000,8000
4,0.966,0.12042339718349118,0.042905972222222234,0.45540404040404037,0.1476524691829184,0.7252719744163401,0.06462613087509976,0.9282304047048092,0.037769595295190785,0.02969649483355041,Uncal,KITTI,XGBoost,2,9090,1000,8000
5,0.967125,0.11757568431148209,0.044394204545454556,0.45540404040404037,0.14804663654923264,0.7198364442292275,0.06448563505423936,0.9284239533022046,0.0387010466977954,0.02882913483881957,Uncal,KITTI,XGBoost,2,9090,1000,8000
6,0.967625,0.11818542235149912,0.043179608585858606,0.45540404040404037,0.14586027450704817,0.7279137524858865,0.06421801297336012,0.929052252933383,0.03857274706661698,0.028906125880460265,Uncal,KITTI,XGBoost,2,9090,1000,8000
7,0.967375,0.1191289164719912,0.043850075757575775,0.45540404040404037,0.14910688120928148,0.7250190203673995,0.06516915806227991,0.9279857312589884,0.039389268741011604,0.029186561153613785,Uncal,KITTI,XGBoost,2,9090,1000,8000
8,0.967,0.11794740156740509,0.04203665404040407,0.49005050505050507,0.14364533136854113,0.7263937845374598,0.06373989673749368,0.9293345147445798,0.03766548525542019,0.028912311532626776,Uncal,KITTI,XGBoost,2,9090,1000,8000
9,0.967875,0.11823759249363419,0.043642159090909106,0.4603535353535353,0.14687848634584963,0.7294474939891801,0.06439887381917851,0.928978440746665,0.03889655925333503,0.028964821281204957,Uncal,KITTI,XGBoost,2,9090,1000,8000
0,0.954,0.17618880140917478,0.05534939393939395,0.3099494949494949,0.2283825400801351,0.6868156841639069,0.08406621169570327,0.9053943555138388,0.04860564448616118,0.04040939539517993,Uncal,KITTI,mondrian_forest,2,9031,1000,8000
1,0.95375,0.17433523954772523,0.05457534090909093,0.40994949494949495,0.23016952322680514,0.6838003673412901,0.08431535471305426,0.9049599974319592,0.04879000256804082,0.04041793306433159,Uncal,KITTI,mondrian_forest,2,9031,1000,8000
2,0.95375,0.1710130886838937,0.0551809595959596,0.3561033411033411,0.2298089568567288,0.6866985713792138,0.0846288078676589,0.9047950834225089,0.04895491657749103,0.04069485838957545,Uncal,KITTI,mondrian_forest,2,9031,1000,8000
3,0.95375,0.17765795676381033,0.05438314393939396,0.33924242424242423,0.23238496632258063,0.6872841595601197,0.08487915270753021,0.9045834004848486,0.04916659951515139,0.04095035708823822,Uncal,KITTI,mondrian_forest,2,9031,1000,8000
4,0.953,0.17512831016029012,0.054025542929292944,0.3281313131313131,0.23056405507541444,0.6853820227567387,0.08432254022347142,0.9048535742365984,0.048146425763401515,0.040887204609651534,Uncal,KITTI,mondrian_forest,2,9031,1000,8000
5,0.9535,0.17138573746638272,0.05435920454545455,0.40994949494949495,0.23033766967309768,0.6830441200911562,0.08356504065507302,0.9055822853196266,0.04791771468037337,0.04033211283705335,Uncal,KITTI,mondrian_forest,2,9031,1000,8000
6,0.953125,0.17439226469709102,0.0544906691919192,0.3561033411033411,0.2296767672140801,0.6882009758943701,0.08435996834399966,0.9049788259171739,0.048146174082826065,0.041025868598450546,Uncal,KITTI,mondrian_forest,2,9031,1000,8000
7,0.953875,0.17757254728238028,0.05419695707070708,0.3988383838383838,0.23046481988844375,0.6883013052540373,0.08445864740710822,0.9050599054093871,0.0488150945906129,0.040786667699935664,Uncal,KITTI,mondrian_forest,2,9031,1000,8000
8,0.9535,0.1773526899689208,0.05568453282828285,0.419040404040404,0.23054855045202496,0.684719092105306,0.084710545368907,0.9045679327736439,0.04893206722635611,0.04069363822924906,Uncal,KITTI,mondrian_forest,2,9031,1000,8000
9,0.953625,0.17759075100497818,0.05411887626262626,0.419040404040404,0.22928754319557101,0.687391689696229,0.08436392668613135,0.9050512400236006,0.048573759976399344,0.04072452636166427,Uncal,KITTI,mondrian_forest,2,9031,1000,8000
0,0.964,0.16080350195978935,0.07640881313131315,0.9752020202020202,0.2162095626290213,0.6787258655626636,0.10123727252532264,0.8908414004458449,0.0731585995541551,0.038295270704241956,Uncal,KITTI,random_forest,2,9090,1000,8000
1,0.963,0.16192465506050002,0.07687512626262627,0.9752020202020202,0.22019504822736466,0.6714284803334604,0.10211605639590939,0.8895050914630774,0.07349490853692268,0.038655302597655,Uncal,KITTI,random_forest,2,9090,1000,8000
2,0.96375,0.15946940815760713,0.07600472222222224,0.9752020202020202,0.21776593987396015,0.6683649182349061,0.10113619814130294,0.8905082173273347,0.07324178267266535,0.03780357699058611,Uncal,KITTI,random_forest,2,9090,1000,8000
3,0.965,0.15777876694745044,0.07688916666666666,0.9752020202020202,0.2160138931125734,0.6686982808447626,0.100749546215914,0.8911811277312097,0.0738188722687903,0.037149607331980576,Uncal,KITTI,random_forest,2,9090,1000,8000
4,0.96425,0.16023631944817482,0.07784308080808082,0.9752020202020202,0.21809585748871582,0.6724924132122527,0.10186555003825443,0.8900677471479512,0.07418225285204882,0.03804759498096097,Uncal,KITTI,random_forest,2,9090,1000,8000
5,0.963625,0.16023744152157163,0.07651534090909094,0.9752020202020202,0.21623908434963238,0.6735152666208793,0.10097484718864234,0.890822230701179,0.07280276929882096,0.0380562743597411,Uncal,KITTI,random_forest,2,9090,1000,8000
6,0.9645,0.15948839137315532,0.07737414141414142,0.9752020202020202,0.217911117007355,0.6698374302067053,0.10153465935396244,0.8903490498254413,0.07415095017455875,0.037699530801217705,Uncal,KITTI,random_forest,2,9090,1000,8000
7,0.96275,0.16092085985711396,0.07594290404040405,0.9752020202020202,0.21533827158709978,0.6753495506904653,0.1005785301619521,0.8910747908498005,0.07167520915019956,0.03838520235880134,Uncal,KITTI,random_forest,2,9090,1000,8000
8,0.96425,0.15939243550283594,0.07709265151515152,0.9752020202020202,0.2175187966866105,0.6710054080011402,0.10114462916252501,0.890709734666076,0.07354026533392402,0.037764474196155064,Uncal,KITTI,random_forest,2,9090,1000,8000
9,0.9635,0.16117594151362283,0.0767831186868687,0.9752020202020202,0.21925061177473468,0.6732482813090118,0.10147976132946036,0.8902978122268439,0.07320218777315615,0.0383831448782911,Uncal,KITTI,random_forest,2,9090,1000,8000
0,0.962125,0.12111720412264175,0.014357793398229096,0.36136363636363633,0.11312524453968997,0.7991276643380915,0.03256540836941256,0.9610599667593842,0.0010650332406158536,0.031244690755148352,Uncal,KITTI,1layer_NN,2,9090,1000,8000
1,0.961875,0.1238925183235332,0.01636626347854725,0.45540404040404037,0.11667222877079747,0.7982341663978992,0.03332681192660647,0.9602514503720154,0.0016235496279847182,0.031611405181755745,Uncal,KITTI,1layer_NN,2,9090,1000,8000
2,0.962125,0.12240720630966055,0.014609123989952804,0.45540404040404037,0.11582492275230577,0.7939207399700099,0.033028975060695756,0.9604167453960922,0.0017082546039077842,0.031069482887576143,Uncal,KITTI,1layer_NN,2,9090,1000,8000
3,0.962,0.12196536712699178,0.014683212754665024,0.46530303030303033,0.11747631757279701,0.7958428591183082,0.03317105262557174,0.9603314760206957,0.0016685239793042712,0.03139900115225684,Uncal,KITTI,1layer_NN,2,9090,1000,8000
4,0.96275,0.12243924473945103,0.016667079013582463,0.45540404040404037,0.1142465637100779,0.8006767761380456,0.03285561487040138,0.9609434666946634,0.0018065333053367272,0.031065350296716157,Uncal,KITTI,1layer_NN,2,9090,1000,8000
5,0.961125,0.12416253787649549,0.015542042140778834,0.45540404040404037,0.11808293873570251,0.7984786437031604,0.03364049714154946,0.9598331344587887,0.0012918655412113705,0.032199352783349004,Uncal,KITTI,1layer_NN,2,9090,1000,8000
6,0.962,0.12339856475850738,0.014780302765650764,0.46530303030303033,0.11615179129486472,0.7962327782911233,0.033010973483473004,0.9605002890839617,0.001499710916038316,0.031332497832635524,Uncal,KITTI,1layer_NN,2,9090,1000,8000
7,0.961625,0.11960595299759896,0.015041688307579177,0.45540404040404037,0.12084118054230247,0.7897380410551289,0.03328025891597703,0.9599280683454142,0.0016969316545857975,0.03139478406968185,Uncal,KITTI,1layer_NN,2,9090,1000,8000
8,0.96125,0.12289503805072519,0.014050439444087055,0.46530303030303033,0.11718527404951144,0.7925997444348222,0.032841345675208446,0.9603944965665553,0.0008555034334447979,0.031568240214056284,Uncal,KITTI,1layer_NN,2,9090,1000,8000
9,0.962875,0.11916979230392609,0.017009102326274526,0.45540404040404037,0.1195092612140726,0.7873156691447398,0.03359318586801935,0.9597580553743293,0.0031169446256706923,0.030420997701028782,Uncal,KITTI,1layer_NN,2,9090,1000,8000
