,accuracy,log-loss,ECE,ECE_15bins,MCE,sharpness,overconfidence,underconfidence,avg_confidence,weighted_abs_conf_difference,cal_time,fit_time,Method,Dataset,Model,n_classes,size,calib_size,test_size,logits
0,0.3438,16.641603342349992,0.2952690589309092,0.2884184175934769,0.924070707070707,0.3970265305251292,0.5037520681946905,0.1628599578355869,0.6183708536454811,0.2745708536454811,8.160132884979248,0.9087731838226318,Isotonic,ImageNet,alexnet,1000,50000,1000,10000,False
1,0.3513,16.111514793779616,0.29226190616894854,0.2853576484548316,0.4924054834054834,0.3978503565312221,0.49974005688892226,0.1544153190124861,0.6212352733347575,0.26993527333475753,8.319963693618774,0.9232296943664551,Isotonic,ImageNet,alexnet,1000,50000,1000,10000,False
2,0.3382,16.870533314535702,0.2928015895131422,0.2871833718372668,0.5037900627900627,0.36659623488750315,0.5077367906568343,0.1748849315353678,0.6150741242114315,0.27687412421143154,8.243811130523682,0.9103624820709229,Isotonic,ImageNet,alexnet,1000,50000,1000,10000,False
3,0.3508,16.349767070928497,0.28017548143614185,0.2739799208130404,0.44204748982360914,0.3909629664852837,0.4944427175392439,0.1671866174498652,0.6131431468250644,0.26234314682506443,8.299663782119751,0.9210619926452637,Isotonic,ImageNet,alexnet,1000,50000,1000,10000,False
4,0.3392,16.764865784373278,0.2873380712594363,0.2817747809806415,0.49450216450216444,0.3701073929553922,0.5030279838139781,0.1785086653053024,0.611050752432718,0.27185075243271817,8.267462730407715,0.917811393737793,Isotonic,ImageNet,alexnet,1000,50000,1000,10000,False
5,0.3399,17.224754946840054,0.31435152135501554,0.30857231852927536,0.5064906204906205,0.3694387089753768,0.5329444916940275,0.1599846825890895,0.6373178653551961,0.29741786535519604,8.216658115386963,0.9078888893127441,Isotonic,ImageNet,alexnet,1000,50000,1000,10000,False
6,0.3532,16.47125707399268,0.293866600094737,0.28748599794797514,0.5118585858585859,0.3733512138989781,0.5184223601658364,0.16183511061486966,0.631355421486091,0.278155421486091,8.388075828552246,0.9268536567687988,Isotonic,ImageNet,alexnet,1000,50000,1000,10000,False
7,0.3416,16.73062604578411,0.2939184422222437,0.2883046457854785,0.4870568181818181,0.36495929847293834,0.5111038106782062,0.17492927754786036,0.6183549077401818,0.27675490774018185,8.32057499885559,0.9205803871154785,Isotonic,ImageNet,alexnet,1000,50000,1000,10000,False
8,0.3481,16.553154722672218,0.3017168892395507,0.29566303643497477,0.46487739463601535,0.3781791093635891,0.5192683573373489,0.16287009959704807,0.6299159604784852,0.2818159604784853,8.432555437088013,0.9338898658752441,Isotonic,ImageNet,alexnet,1000,50000,1000,10000,False
9,0.3486,16.41343439788548,0.2851393684485615,0.2792896627636316,0.48203273238716277,0.3753617723242968,0.5036122114052922,0.1675544552309449,0.6182435114159,0.26964351141589993,8.467554092407227,0.9351484775543213,Isotonic,ImageNet,alexnet,1000,50000,1000,10000,False
0,0.4632,11.960550586906667,0.26827914514546275,0.2558345217319039,0.44180808080808076,0.5066780965646126,0.510394297435294,0.0925234464890621,0.6943227984495322,0.23112279844953218,8.344433307647705,0.9214286804199219,Isotonic,ImageNet,vgg19,1000,50000,1000,10000,False
1,0.4423,12.046570766377068,0.2770651844153095,0.264040587057736,0.4873535353535353,0.5331891300542021,0.49337889970827825,0.09256086154167381,0.6765177433074244,0.23421774330742445,8.181504487991333,0.9030055999755859,Isotonic,ImageNet,vgg19,1000,50000,1000,10000,False
2,0.4406,13.064829358933167,0.28354532855987985,0.27092072932649214,0.468270202020202,0.49510772251382057,0.5137137238709643,0.09175538406095168,0.6875440349161621,0.24694403491616207,8.153363704681396,0.8988890647888184,Isotonic,ImageNet,vgg19,1000,50000,1000,10000,False
3,0.4605,14.099149009878767,0.29824234047529685,0.28566606918480913,0.5662807384186694,0.373654403826201,0.5903639612406626,0.08715802112415601,0.7388650883616635,0.2783650883616636,8.251973867416382,0.9131438732147217,Isotonic,ImageNet,vgg19,1000,50000,1000,10000,False
4,0.4699,12.652022189375037,0.26272619579794365,0.25214768663388465,0.4988321678321679,0.44024359671239394,0.5355580287180991,0.10084062444995426,0.706414301594431,0.23651430159443082,8.423617124557495,0.9408137798309326,Isotonic,ImageNet,vgg19,1000,50000,1000,10000,False
5,0.472,12.442681479596244,0.2738227037021781,0.26146520001294576,0.5037900627900627,0.4616211230647847,0.538734772599985,0.08738514522227672,0.7152061713878775,0.24320617138787748,8.529698371887207,0.9415767192840576,Isotonic,ImageNet,vgg19,1000,50000,1000,10000,False
6,0.4558,13.232656224263797,0.2768629505063931,0.2661085722725067,0.4938415404040404,0.43138224651518187,0.5474723377157094,0.10251015395626668,0.7070103180116228,0.25121031801162275,8.346555948257446,0.921292781829834,Isotonic,ImageNet,vgg19,1000,50000,1000,10000,False
7,0.4656,13.673334570904641,0.3020237206444178,0.2897070485262735,0.590633624379387,0.3900212156474342,0.6123090949612032,0.10004677088303046,0.7462362038241279,0.280636203824128,8.383161783218384,0.9219474792480469,Isotonic,ImageNet,vgg19,1000,50000,1000,10000,False
8,0.437,12.896029483503586,0.29405862423934426,0.2811880748546633,0.4613763955342903,0.5140105404134265,0.5216153666129743,0.09608575887054242,0.6886799747766775,0.2516799747766774,7.938361644744873,0.8766434192657471,Isotonic,ImageNet,vgg19,1000,50000,1000,10000,False
9,0.4561,12.99551705255807,0.2732901896321708,0.2624401205450734,0.49458441558441557,0.45158455150575577,0.5367595179072578,0.10352304420150231,0.7008266413294523,0.24472664132945238,8.478607416152954,0.9369091987609863,Isotonic,ImageNet,vgg19,1000,50000,1000,10000,False
0,0.4754,10.893328542889467,0.26351102084885863,0.24844254872633253,0.49610101010101015,0.5694892577447263,0.48209289454757165,0.07478242964363639,0.6927543654270714,0.21735436542707134,8.235703945159912,0.9073257446289062,Isotonic,ImageNet,resnet50,1000,50000,1000,10000,False
1,0.4911,11.14296848802569,0.2638678835148937,0.24974074292917361,0.4630909090909091,0.5259068974609973,0.5154626602129974,0.07543196772076668,0.7163743084347257,0.22527430843472582,8.396782159805298,0.9305205345153809,Isotonic,ImageNet,resnet50,1000,50000,1000,10000,False
2,0.4966,11.22935188067628,0.2522830155130225,0.23825841854578161,0.43179200455256794,0.5125779458401394,0.5101330814781891,0.07902537476427715,0.7141569921081804,0.2175569921081804,8.490467309951782,0.9399096965789795,Isotonic,ImageNet,resnet50,1000,50000,1000,10000,False
3,0.4819,11.463873223014868,0.2703807598242098,0.2564792348184188,0.559006006006006,0.49783613618734623,0.5249955061321963,0.07959711179728202,0.7155423235519807,0.2336423235519807,8.495653629302979,0.9398674964904785,Isotonic,ImageNet,resnet50,1000,50000,1000,10000,False
4,0.4859,10.792018566076509,0.24613265282638108,0.23168990800541345,0.4355995807127883,0.5541994584433463,0.4799336481576693,0.08166870182740678,0.6929510662999208,0.20705106629992084,8.324370861053467,0.9177696704864502,Isotonic,ImageNet,resnet50,1000,50000,1000,10000,False
5,0.4804,12.533035019869978,0.2800256159807362,0.2681561089349002,0.48055135166695856,0.4351381059428055,0.5620957624818009,0.08396376138356307,0.73212876721688,0.2517287672168801,8.335661172866821,0.9191017150878906,Isotonic,ImageNet,resnet50,1000,50000,1000,10000,False
6,0.4763,13.106937603414595,0.3063580475759468,0.29292932720316167,0.5908137185811605,0.4102215752836905,0.6139556517569144,0.08782478549021089,0.7559976294961087,0.2796976294961086,8.408411979675293,0.9315364360809326,Isotonic,ImageNet,resnet50,1000,50000,1000,10000,False
7,0.4888,11.840553373410284,0.26205601678364143,0.24874966652568567,0.44540404040404036,0.46864060984331113,0.5350441188250367,0.08557380456871912,0.7204860778701689,0.23168607787016884,8.23609471321106,0.9123382568359375,Isotonic,ImageNet,resnet50,1000,50000,1000,10000,False
