,,,,,,,accuracy,accuracy,log-loss,log-loss,ECE,ECE,MCE,MCE,sharpness,sharpness,overconfidence,overconfidence,underconfidence,underconfidence,avg_confidence,avg_confidence,weighted_abs_conf_difference,weighted_abs_conf_difference
Uncal,ImageNet,se_resnext101_32x4d,1000,50000,1000,10000,0.8022400000000001,0.004241383422108099,0.8604866236816001,0.012489056037678171,0.05741860383838386,0.0025796968834599795,0.5350887694680797,0.29910749697606315,0.19372553260497205,0.002323154739729238,0.5073040125826157,0.005381112102415537,0.1880193798310628,0.0016408229431457938,0.751729910395376,0.002108477086044699,0.050510089604624074,0.0026770703870548297
Uncal,ImageNet,polynet,1000,50000,1000,10000,0.8085700000000001,0.002972111109034195,0.8545230481417354,0.019166269933281535,0.08234086006809863,0.0030613533392343972,0.4546425646425646,0.17180759405246807,0.140165564362767,0.0025942543089363442,0.6866684483081305,0.0058849734277484226,0.06008516745663319,0.0013609796878708037,0.8914366465600543,0.0017302290705323046,0.08286664656005419,0.0031678896530333003
Uncal,ImageNet,senet154,1000,50000,1000,10000,0.81174,0.0030452877988423133,0.8389542823905936,0.007856025746722157,0.061200088585858604,0.0015264030465015222,0.40575757575757576,0.20129256391024763,0.16414453774956037,0.003512280420272004,0.5355000547910994,0.005117063108016582,0.18369622426318186,0.0011589010176603666,0.7634324359801197,0.0018090163813541263,0.048307564019880435,0.002368032080829622
Uncal,ImageNet,pnasnet5large,1000,50000,1000,10000,0.82887,0.004103670443774807,0.8102692273209049,0.01793998681112679,0.07019916363636365,0.0024765672365245446,0.5291928229665072,0.26995616622584884,0.12083347089921126,0.0016729926272310638,0.5727536748097709,0.003557784979888647,0.18670486378932022,0.0009547435541916051,0.7721330944719798,0.0015548687565368532,0.056736905528020146,0.002974439606938489
Uncal,ImageNet,nasnetalarge,1000,50000,1000,10000,0.8233900000000001,0.0025739938703199317,0.8053595512883615,0.010888305639272046,0.05295301121212124,0.002721522532926423,0.4551109793588054,0.2630528975412589,0.10409385881093325,0.0030855611753840737,0.6288029433983784,0.005159984304607125,0.1555591557767737,0.0016816735600680794,0.806352241486134,0.002210877068824808,0.01703775851386602,0.0023201767193587967
GPcalib,ImageNet,alexnet,1000,50000,1000,10000,0.56511,0.004003456839615831,1.9125612407307044,0.022968855945551925,0.03312188440204921,0.002469834683974115,0.16366623463954127,0.02445604228379001,0.3844436233980226,0.0064370889767334655,0.3602366359832351,0.011545210575039056,0.2623566866731105,0.012467626492143054,0.573508302018726,0.011840446524344485,0.013321362866160142,0.004587263289082278
GPcalib,ImageNet,vgg19,1000,50000,1000,10000,0.7234800000000001,0.002741775580410137,1.1118189353239594,0.018391560968055835,0.03369355501830526,0.002882508841785395,0.17525567083541518,0.03992084202069442,0.30855606502670585,0.012992183151390203,0.4572626017385829,0.015416133084327446,0.17624231904726667,0.014103191369687065,0.7224222744054083,0.01401951728732794,0.010390374074852476,0.009212832982328733
GPcalib,ImageNet,resnet50,1000,50000,1000,10000,0.76148,0.004207083972962222,0.9499130944433893,0.019926306457142117,0.03579055151075701,0.0028402671840004642,0.5123285035226212,0.32169749210866655,0.2787577167974758,0.007017879157790709,0.48192077058902677,0.012811698768040893,0.16394096805959252,0.011983999778114663,0.7516022830057774,0.011569682376585603,0.014417096027088072,0.007130689449201738
GPcalib,ImageNet,resnet152,1000,50000,1000,10000,0.7828,0.0022055485586230986,0.8578697557989612,0.010270898928915473,0.033366184656297926,0.0029264112714082204,0.33726631307926397,0.23773839382557124,0.2569337440824825,0.011669303404655634,0.5039320187167708,0.01623437709629743,0.1467483968787689,0.010002262231271257,0.7773772558987149,0.011613223772752838,0.009893896492165783,0.0062560994226588075
GPcalib,ImageNet,densenet121,1000,50000,1000,10000,0.7456799999999999,0.0031268727721692423,1.018460053765455,0.019334491483740703,0.03344874262865456,0.0029685533419527275,0.20355613903005207,0.04657015557998254,0.2762969363773661,0.009193019974983506,0.49245261668069995,0.016891736214778626,0.16223907327789655,0.01365453293953638,0.7499442645037854,0.013668418034994282,0.013020253740578119,0.008312191626813804
GPcalib,ImageNet,densenet201,1000,50000,1000,10000,0.76995,0.0034600096338979628,0.918912063398678,0.015993452062068616,0.031604316131167536,0.0024333074060687867,0.48792189638318667,0.2770269928086062,0.2555127082676295,0.012917672866191209,0.5059469506832599,0.01763985442480932,0.1532130071641875,0.009371086499115345,0.7684065606459984,0.009749006050948169,0.011147674016566054,0.004358116759781004
GPcalib,ImageNet,inceptionv4,1000,50000,1000,10000,0.80101,0.004665345050952225,0.8421972779409355,0.023480939883383532,0.032833781904504686,0.005423252082447501,0.32724331550802144,0.21637788848758974,0.18559077449434266,0.004836545259293675,0.5753479141468959,0.013046919520037134,0.12873988191480007,0.01232909278078206,0.8123897822645066,0.012656264897911421,0.012132958665027851,0.011307840293966273
GPcalib,ImageNet,se_resnext50_32x4d,1000,50000,1000,10000,0.7905700000000001,0.0054583371501258785,0.8833569301571208,0.026251145828517793,0.03690023387371345,0.004313106144005195,0.3756639021796916,0.21956436692617756,0.22285720690267158,0.019697013539010478,0.5398475121768149,0.017078408703420693,0.1412344153799769,0.014261733730098154,0.7920042811508614,0.012736336681787542,0.011592321876517146,0.010372606465938985
GPcalib,ImageNet,se_resnext101_32x4d,1000,50000,1000,10000,0.80213,0.004177200019151593,0.8098755937026839,0.03605206212988865,0.032649516464646464,0.0038833301655706114,0.6019929292929292,0.3039389241941317,0.18869605618644983,0.011127046761016371,0.5666407909716075,0.013138046677675569,0.12751107834614056,0.004564978300899037,0.8119976399274194,0.004859401641850548,0.010593526535701432,0.004804385335989732
GPcalib,ImageNet,polynet,1000,50000,1000,10000,0.80508,0.005608287518386437,0.7690386170709751,0.014789921578451057,0.03890896316348301,0.004527721204300979,0.35015353164207647,0.09904626161561221,0.24743484201275662,0.023377078729830286,0.5200864917573684,0.023927114348319303,0.13219500869682554,0.007200604762098545,0.7999591697426289,0.010809360793379857,0.007989865734367742,0.0056889660577574604
GPcalib,ImageNet,senet154,1000,50000,1000,10000,0.8112400000000001,0.003910157712079345,0.8010089702458772,0.030422306239779713,0.03870716494949496,0.0052222591288592765,0.3722647066047567,0.21260856844781503,0.1675195511991832,0.007143821585130438,0.5874312812746483,0.014449978209991927,0.12704752104231962,0.011034011164040902,0.8190431723975926,0.011449891358737368,0.010626235710008553,0.007535344198682279
GPcalib,ImageNet,pnasnet5large,1000,50000,1000,10000,0.8280500000000002,0.0038710463701691566,0.788031217673168,0.021558017053394173,0.04100347515151516,0.007520965564553642,0.5964838383838383,0.2962023203605045,0.12836336458736936,0.02290529031012199,0.6268080590788812,0.022585666890213952,0.12684811157770676,0.007869856076311074,0.830773257960425,0.0077304911746896455,0.005013950074817945,0.003692995383230713
GPcalib,ImageNet,nasnetalarge,1000,50000,1000,10000,0.8234200000000002,0.0024252376744924985,0.7366588451268379,0.01517157489915197,0.045951032020202016,0.004865247698139943,0.5384143170838823,0.2720618610603262,0.11869454694065809,0.0071726547461097145,0.6642858212614619,0.011065581401577054,0.09733462053654685,0.009465041537912805,0.8605635858799126,0.009310143348409865,0.03714358587991262,0.00856620784280299
Isotonic,ImageNet,alexnet,1000,50000,1000,10000,0.34547000000000005,0.005575950342517617,16.613151149314163,0.30958080613879746,0.2936838928668687,0.009385787594944012,0.5309132059146229,0.1397009356394884,0.37838335844197096,0.012413758603807367,0.509405084837438,0.011361898054022176,0.16650291167184209,0.007629090714925702,0.6214061816925305,0.008620055289763411,0.2759361816925307,0.009318104572853508
Isotonic,ImageNet,vgg19,1000,50000,1000,10000,0.45630000000000004,0.012465329696580204,12.906334072229702,0.6719880567232359,0.28099163831183965,0.01314705534678311,0.500677076312485,0.04562015252334137,0.45974926268178135,0.0530407461377247,0.5400300000770428,0.036410897246344776,0.09543892107994165,0.006055050533580646,0.706162327595897,0.02225528318104172,0.2498623275958971,0.01705497202901902
Isotonic,ImageNet,resnet50,1000,50000,1000,10000,0.48101000000000005,0.009941434057072,11.785253920528692,0.8328751269894621,0.27235451029701063,0.01877221209325347,0.4896764828883711,0.052729355576479106,0.4964317262168967,0.05044896154298251,0.5311185402494141,0.03976772849593897,0.08094730336086595,0.004276069090590194,0.7178476442759276,0.018236505730469175,0.23683764427592768,0.022178026988328853
Isotonic,ImageNet,resnet152,1000,50000,1000,10000,0.49307999999999996,0.008052301258370524,11.61097023988022,1.29811433698636,0.27612639870665784,0.03478877998293051,0.5134614974898433,0.061110273922195035,0.49408451224158084,0.096228211843706,0.5428279879832068,0.0807341141297547,0.07036648275361576,0.002861611292214664,0.7337904898680346,0.040810296135868916,0.24071048986803442,0.04431632087263334
Isotonic,ImageNet,densenet121,1000,50000,1000,10000,0.47112,0.010044434611597928,11.76288695916551,0.29737495094863187,0.26821611325508765,0.00687972670986435,0.49831643426890915,0.035672885721267096,0.5055285145923439,0.01613439667885036,0.5158565797689068,0.012790880967374758,0.08956165857159061,0.005154414767059841,0.701744684534518,0.010233886309817397,0.23062468453451804,0.006432362773374413
Isotonic,ImageNet,densenet201,1000,50000,1000,10000,0.48331999999999997,0.0085949339083491,11.650528393938687,1.1055688608795795,0.27057979987410924,0.02102470187382367,0.5414823085749765,0.1076024622004715,0.5044778207180977,0.07921206198167706,0.5266912432272004,0.054336382782182474,0.07925531445468906,0.004466649146554181,0.7170927795101755,0.02830571909030641,0.2337727795101756,0.027771438605057527
Isotonic,ImageNet,inceptionv4,1000,50000,1000,10000,0.50613,0.01183103733594161,13.547279148218825,1.472424049827787,0.29000570243142615,0.03510203376405551,0.6206702938757604,0.1520335975980735,0.3392607814578098,0.10700378691567658,0.6203898141556938,0.06980341925603782,0.06464219430637817,0.005196759376097188,0.780134964939656,0.033781749595160254,0.274004964939656,0.03943371567658446
Isotonic,ImageNet,se_resnext50_32x4d,1000,50000,1000,10000,0.49646,0.009667034475761201,12.226173852773108,1.1169863178505868,0.26842976409989366,0.02600062787550957,0.550212095459549,0.04489391457480464,0.4565291504559473,0.07705949781085714,0.5433333771174604,0.05924643447359191,0.0670821487661238,0.0059051787585623575,0.7367724067573371,0.03153190588149514,0.24031240675733706,0.031834468752838775
Isotonic,ImageNet,se_resnext101_32x4d,1000,50000,1000,10000,0.50866,0.012131520011019971,12.714333967587036,1.6888216343307385,0.28439127731970526,0.021840197613922346,0.5533405460543726,0.09411135280187394,0.3745676943505941,0.11071400946450477,0.606914399941597,0.06338326382385784,0.06870747818522659,0.004595751023815294,0.7720719561870456,0.03029429799151913,0.2634119561870456,0.03286245281901976
Isotonic,ImageNet,polynet,1000,50000,1000,10000,0.5122099999999999,0.009938751318841707,10.794915659382257,1.6359806541733768,0.25899530682604843,0.030171234017584085,0.5492994059826456,0.07798512006294728,0.534791786704624,0.11977688006191052,0.5129569599609982,0.0779915069393736,0.05656323684843416,0.00398661152314791,0.7336462414640732,0.03754720082870586,0.2214362414640731,0.04078197720873619
Isotonic,ImageNet,senet154,1000,50000,1000,10000,0.51384,0.006132282518678429,13.147451330713462,1.7539801872977794,0.30030141777147074,0.03490686271878235,0.5751857617748006,0.07690720928860631,0.3320185391976549,0.1336956460272682,0.648501198240731,0.08893032725997033,0.06276151431879182,0.004270186341482101,0.7969492345892986,0.04290730887864188,0.28310923458929865,0.044288397983431364
Isotonic,ImageNet,pnasnet5large,1000,50000,1000,10000,0.5239,0.01250253307667426,12.488701816974018,1.2202754966443214,0.3063018104679952,0.022114735636772343,0.6238505869970783,0.08371975092548546,0.3599906552796519,0.10176482001305334,0.6564928159687724,0.06519697050137142,0.05725120852732065,0.004786644377341013,0.8063795025872205,0.02979936701039815,0.28247950258722043,0.02996327680007243
Isotonic,ImageNet,nasnetalarge,1000,50000,1000,10000,0.52389,0.010492055195347669,13.437439345086242,1.1928828110062675,0.3264520173729684,0.030033092520056086,0.6994901880030937,0.08980736280867124,0.26203748994459314,0.12467242179684297,0.721578802176988,0.08662313563633678,0.057612034058978544,0.005288369657038803,0.8370492901103722,0.04252567172998422,0.3131592901103722,0.04071933307445407
