,accuracy,log-loss,ECE,MCE,sharpness,overconfidence,underconfidence,avg_confidence,weighted_abs_conf_difference,brier_score,Method,Dataset,Model,n_classes,size,calib_size,test_size
4,0.96425,0.1102703916265334,0.013429936868686893,0.8613636363636363,0.105967197260057,0.7908202493951779,0.03412802354404921,0.9596138772135281,0.00463612278647188,0.02904680870550417,Temp,KITTI,random_forest,2,9090,1000,8000
5,0.963625,0.11129965828488082,0.010722272727272735,0.8811616161616161,0.09565801768143087,0.8051671494953402,0.026593514844347663,0.9672867793210085,0.003661779321008519,0.029248943709804694,Temp,KITTI,random_forest,2,9090,1000,8000
6,0.9645,0.1098400887201787,0.015391098484848481,0.8118686868686869,0.1095778396467974,0.7778484915385877,0.03776543532621642,0.9556888590774841,0.008811140922515892,0.028538479010147385,Temp,KITTI,random_forest,2,9090,1000,8000
7,0.96275,0.11503261381723053,0.011969671717171743,0.9257070707070707,0.0899869668364314,0.8169576389367628,0.023236747430434287,0.9708104934617439,0.008060493461743808,0.030088853796834274,Temp,KITTI,random_forest,2,9090,1000,8000
8,0.96425,0.10961876683516082,0.01352241161616161,0.8910606060606061,0.10594790365958702,0.7847025896128826,0.03479686253020573,0.9587502428839096,0.005499757116090364,0.028678693880184396,Temp,KITTI,random_forest,2,9090,1000,8000
9,0.9635,0.11182645493504421,0.009546388888888886,0.8762121212121212,0.1015572914969103,0.7990419302111337,0.029255529907588663,0.9644773273867447,0.0009773273867446815,0.02943845847721835,Temp,KITTI,random_forest,2,9090,1000,8000
0,0.962125,0.1278153333731344,0.02749527777777784,0.5247979797979798,0.05184754584343439,0.8666734063088946,0.029453528751374653,0.9666122789140331,0.004487278914033034,0.03213031700347583,Temp,KITTI,1layer_NN,2,9090,1000,8000
1,0.961875,0.1288386713821116,0.02783286616161616,0.7524747474747475,0.05324703477613832,0.8698464346748946,0.028596841054590552,0.9675313088325961,0.0056563088325960395,0.032582530231134436,Temp,KITTI,1layer_NN,2,9090,1000,8000
2,0.962125,0.12698950033435702,0.02892404040404041,0.7376262626262626,0.05486659568301147,0.8553068434787545,0.03376026967941331,0.9620381472314523,8.68527685477169e-05,0.03178432924404599,Temp,KITTI,1layer_NN,2,9090,1000,8000
3,0.962,0.12784679077434194,0.02685535353535353,0.7475252525252525,0.054698480825991894,0.8644151768287663,0.030003415303928586,0.9659844911971138,0.003984491197113849,0.0322708359978485,Temp,KITTI,1layer_NN,2,9090,1000,8000
4,0.96275,0.12694140838268908,0.027030972222222276,0.7871212121212121,0.052747609833210904,0.8674236622638276,0.030229030175476308,0.9659585326178878,0.0032085326178877688,0.031828197864056426,Temp,KITTI,1layer_NN,2,9090,1000,8000
5,0.961125,0.13206358537504057,0.026398648989899045,0.7821717171717172,0.051824064639417466,0.876797956031633,0.024324865240641456,0.9718312844363183,0.010706284436318207,0.033328116782425685,Temp,KITTI,1layer_NN,2,9090,1000,8000
6,0.962,0.12775541194020848,0.02694424242424248,0.7673232323232323,0.053759155401921235,0.8645554843258211,0.02966473998629758,0.9663156285375629,0.004315628537562958,0.032200380908800355,Temp,KITTI,1layer_NN,2,9090,1000,8000
7,0.961625,0.1277966401580181,0.03019904040404038,0.7376262626262626,0.05891375683009304,0.8518683557828437,0.03469568988041855,0.960951205371909,0.0006737946280908208,0.032212354206395656,Temp,KITTI,1layer_NN,2,9090,1000,8000
8,0.96125,0.1286885099844366,0.02776462121212125,0.7673232323232323,0.054834112487331534,0.8626136505581536,0.028706019195988457,0.9670826180069846,0.005832618006984508,0.032612815594485416,Temp,KITTI,1layer_NN,2,9090,1000,8000
9,0.962875,0.1263914341245799,0.030967386363636364,0.7227777777777777,0.05891710211525927,0.838542778266581,0.04235260142002993,0.9532256395508355,0.009649360449164535,0.031006500674065435,Temp,KITTI,1layer_NN,2,9090,1000,8000
