,accuracy,log-loss,ECE,ECE_15bins,MCE,sharpness,overconfidence,underconfidence,avg_confidence,weighted_abs_conf_difference,brier_score,cal_time,fit_time,Method,Dataset,Model,n_classes,size,calib_size,test_size
0,0.945625,0.1464150420260988,0.01748018939393938,0.024782440476190482,0.41707070707070704,0.14277883558931082,0.7746737107853385,0.036103628493970426,0.9536073893293421,0.007982389329341956,0.040945602137423695,0.11597323417663574,1.8857829570770264,GPcalib_approx,KITTI,AdaBoost,2,9090,1000,8000
1,0.946,0.14409090741030933,0.018974393939393937,0.02608124999999999,0.40398989898989895,0.1645669364439196,0.7524256347212247,0.043389680474855696,0.9455843465457326,0.0004156534542673132,0.04050717973930121,0.11529231071472168,1.922304630279541,GPcalib_approx,KITTI,AdaBoost,2,9090,1000,8000
2,0.946625,0.14503179192275154,0.017689204545454546,0.025300595238095202,0.5086868686868686,0.14699372560722024,0.7712177117586413,0.03850421968519113,0.9513396884056236,0.004714688405623384,0.04050627611666673,0.11477541923522949,1.9763457775115967,GPcalib_approx,KITTI,AdaBoost,2,9090,1000,8000
3,0.945625,0.14345240819440908,0.02076953282828284,0.027622619047619038,0.38176767676767676,0.16467317648715826,0.7462431022379554,0.04731491418749084,0.9414598029556428,0.0041651970443572425,0.0404966790596259,0.11410808563232422,1.5335099697113037,GPcalib_approx,KITTI,AdaBoost,2,9090,1000,8000
4,0.94725,0.14155505224060402,0.01866393939393941,0.028975892857142818,0.3482323232323232,0.15938936301774234,0.7516008564507825,0.04435910613316404,0.9448777818931392,0.0023722181068608905,0.039542939243788225,0.11393594741821289,1.9591922760009766,GPcalib_approx,KITTI,AdaBoost,2,9090,1000,8000
5,0.946375,0.14179790151454214,0.020328068181818187,0.02721994047619045,0.36631313131313137,0.16052125428693714,0.7491152524079625,0.04390943709168324,0.9449915118827352,0.001383488117264707,0.0397748689063357,0.11493349075317383,1.949235200881958,GPcalib_approx,KITTI,AdaBoost,2,9090,1000,8000
6,0.945625,0.14470516138384693,0.018699027777777773,0.02649851190476186,0.3918398268398268,0.14715046912898425,0.767322574179436,0.03876666553054785,0.9506894368786825,0.0050644368786824795,0.040698616284876546,0.11432099342346191,1.4838953018188477,GPcalib_approx,KITTI,AdaBoost,2,9090,1000,8000
7,0.94675,0.14237536688374133,0.01850128787878787,0.027746130952380946,0.45045454545454544,0.16025482698822377,0.7533630542243279,0.04357460439833231,0.9456123259233243,0.0011376740766756363,0.03995585906228976,0.1153264045715332,1.5567140579223633,GPcalib_approx,KITTI,AdaBoost,2,9090,1000,8000
8,0.9465,0.14218269215311083,0.019625757575757588,0.02592351190476192,0.36803030303030304,0.15796798460611056,0.754580601096981,0.04324221371587374,0.9459413068766139,0.0005586931233860157,0.04003423153258756,0.11753058433532715,1.9263999462127686,GPcalib_approx,KITTI,AdaBoost,2,9090,1000,8000
9,0.946625,0.14347421472214034,0.015969128787878786,0.024388988095238113,0.5346969696969697,0.1513395663903941,0.7632727321858116,0.04079799260252953,0.9487442823330482,0.002119282333048138,0.04018905331342688,0.18017339706420898,1.6380319595336914,GPcalib_approx,KITTI,AdaBoost,2,9090,1000,8000
0,0.96725,0.10060753495753827,0.017162588383838377,0.025415773809523815,0.6485353535353535,0.08240390688559503,0.8103479914974134,0.02738097431169537,0.967304649318553,5.46493185528997e-05,0.026546379799090532,0.11640429496765137,0.8835580348968506,GPcalib_approx,KITTI,XGBoost,2,9090,1000,8000
1,0.96825,0.09830255141083663,0.021832702020202037,0.031644345238095256,0.5594444444444444,0.0942253330945939,0.7815551554228048,0.03595155107601755,0.9582542868553201,0.009995713144679987,0.025509804118303326,0.11372852325439453,0.8898928165435791,GPcalib_approx,KITTI,XGBoost,2,9090,1000,8000
2,0.967625,0.09923160052680091,0.01682112373737374,0.02641845238095241,0.505,0.08072381064806412,0.8089713649769695,0.028867783910356253,0.9658822585348709,0.0017427414651290454,0.026214523675673482,0.12126588821411133,0.8213658332824707,GPcalib_approx,KITTI,XGBoost,2,9090,1000,8000
3,0.967875,0.09767736483335793,0.020761755050505055,0.029260714285714293,0.6435858585858586,0.08489785395434817,0.7927857547459002,0.03254830530148311,0.9618405513775391,0.006034448622460952,0.02557308086925706,0.11856317520141602,0.8267748355865479,GPcalib_approx,KITTI,XGBoost,2,9090,1000,8000
4,0.966,0.10336019592779483,0.016413939393939397,0.02419017857142852,0.6683333333333333,0.07282639415245198,0.8231095943963527,0.021889827269102193,0.9728401530675233,0.006840153067523298,0.027260190382671485,0.11496233940124512,0.9121620655059814,GPcalib_approx,KITTI,XGBoost,2,9090,1000,8000
5,0.967125,0.09911329996524827,0.01870006313131315,0.02757202380952378,0.5544949494949495,0.08263311700838885,0.7988807034870659,0.031118817213804956,0.9632924170292362,0.0038325829707638384,0.02616277714362777,0.11505532264709473,0.8251490592956543,GPcalib_approx,KITTI,XGBoost,2,9090,1000,8000
6,0.967625,0.09959319131985916,0.01749883838383839,0.025710119047619055,0.6435858585858586,0.08507524411434242,0.8052774189729845,0.028681440572581894,0.9659429775052059,0.001682022494794145,0.02624313176651342,0.11231422424316406,0.7548091411590576,GPcalib_approx,KITTI,XGBoost,2,9090,1000,8000
7,0.967375,0.10044592096333434,0.017274318181818182,0.027913095238095223,0.6237878787878788,0.09209766216126218,0.7948336273426022,0.03227741008054665,0.9620820875153836,0.005292912484616406,0.026431046643389074,0.11405301094055176,0.8633215427398682,GPcalib_approx,KITTI,XGBoost,2,9090,1000,8000
