,accuracy,log-loss,ECE,MCE,sharpness,overconfidence,underconfidence,avg_confidence,weighted_abs_conf_difference,brier_score,Method,Dataset,Model,n_classes,size,calib_size,test_size
0,0.7578888888888888,0.48062199678290035,0.03939905723905725,0.1724494949494949,0.32342402810288756,0.6738621180567448,0.20591350314088144,0.7649788389246326,0.007089950035743892,0.15963460307514835,Beta,PCam,AdaBoost,2,10000,1000,9000
1,0.7571111111111111,0.48143432110121404,0.038522053872053874,0.17221598002496874,0.3263564582138946,0.6704120157090414,0.20959275935362437,0.7612617337893741,0.0041506226782631606,0.16017334232510078,Beta,PCam,AdaBoost,2,10000,1000,9000
2,0.7592222222222222,0.4804557800477791,0.04134826038159373,0.17369463869463875,0.3091031739347691,0.662591859728235,0.2202331111757276,0.751553745707482,0.007668476514740202,0.15933935643332775,Beta,PCam,AdaBoost,2,10000,1000,9000
3,0.7607777777777778,0.48011979195786747,0.04252874298540966,0.1408397932816537,0.3069977095297488,0.6599865023034334,0.22353267295092366,0.7486025253071464,0.012175252470631365,0.15893056841219086,Beta,PCam,AdaBoost,2,10000,1000,9000
4,0.7621111111111111,0.4809127174253505,0.036632042648709326,0.22536075036075043,0.3235026520964057,0.6838682848561446,0.20110417849308015,0.7715320486214411,0.009420937510329908,0.15989471798961377,Beta,PCam,AdaBoost,2,10000,1000,9000
5,0.7615555555555555,0.4833251010209627,0.041847205387205384,0.14500000000000002,0.32211541496072776,0.689295915804341,0.1964923896642866,0.7762744662841217,0.014718910728566181,0.16045620991803303,Beta,PCam,AdaBoost,2,10000,1000,9000
6,0.7631111111111111,0.4795074960645341,0.03927648709315376,0.19511857707509883,0.3075409519065094,0.6663675486765576,0.21926682259818328,0.753641230686011,0.009469880425100191,0.15873306451732092,Beta,PCam,AdaBoost,2,10000,1000,9000
7,0.7658888888888888,0.47919681104851697,0.037601964085297424,0.20247474747474747,0.31400543974166556,0.6807435576909241,0.20685279170513973,0.7668322647590277,0.0009433758701387907,0.15861850238232164,Beta,PCam,AdaBoost,2,10000,1000,9000
8,0.7576666666666667,0.4868385685759537,0.043242278338945,0.2342450824029772,0.33974558514718706,0.6968893115065657,0.18403107596988652,0.7871119645952405,0.0294452979285737,0.1619787416560383,Beta,PCam,AdaBoost,2,10000,1000,9000
9,0.7642222222222222,0.4804232331455126,0.03689648709315376,0.18716816047801965,0.3077329085082049,0.6758630428687317,0.21214528559010692,0.7614495669642992,0.0027726552579230013,0.15906667373085154,Beta,PCam,AdaBoost,2,10000,1000,9000
0,0.8055555555555556,0.41340022597627135,0.03269986531986532,0.2040909090909091,0.36583515471676553,0.6898324784301859,0.16381697922737892,0.807725970872703,0.0021704153171475393,0.13365520053647365,Beta,PCam,XGBoost,2,10000,1000,9000
1,0.8083333333333333,0.4122143544691741,0.037806722783389445,0.22050622504110878,0.3500048352927049,0.6910320698004421,0.16857693035677668,0.804514794673357,0.003818538659976445,0.13331629720842933,Beta,PCam,XGBoost,2,10000,1000,9000
2,0.8071111111111111,0.41211881176182985,0.032399349046015706,0.22101117558564365,0.3623872274060934,0.6933602807341855,0.1612280429202362,0.8107236603979945,0.003612549286883371,0.13306631728016785,Beta,PCam,XGBoost,2,10000,1000,9000
3,0.8051111111111111,0.4181524358324418,0.036060448933782255,0.22244107744107744,0.36276860319788495,0.7004830367435304,0.15651929269349582,0.8156120501767868,0.01050093906567573,0.1348132670574983,Beta,PCam,XGBoost,2,10000,1000,9000
4,0.807,0.41642934745010196,0.039192345679012336,0.23252136752136748,0.35641060084732473,0.7061452179882631,0.15374616680390663,0.8192128704609821,0.0122128704609821,0.13452922782976798,Beta,PCam,XGBoost,2,10000,1000,9000
5,0.8098888888888889,0.409999341680405,0.0393878002244669,0.17105363984674327,0.35564996779045804,0.6771190553384786,0.17943192984099307,0.7932968185636821,0.016592070325206848,0.13229645923005307,Beta,PCam,XGBoost,2,10000,1000,9000
6,0.8052222222222222,0.4147604263361872,0.03729684624017957,0.16974747474747476,0.360950823935236,0.6982767900677979,0.15694227740017877,0.8148576142966394,0.00963539207441716,0.13407444798557347,Beta,PCam,XGBoost,2,10000,1000,9000
7,0.8072222222222222,0.41133764789255123,0.036066240179573515,0.1451320901320901,0.3611175516979762,0.6824612656408814,0.17192934191094245,0.8000004029893257,0.007221819232896359,0.13291613266631971,Beta,PCam,XGBoost,2,10000,1000,9000
8,0.8066666666666666,0.41318294004910594,0.033579573512906837,0.16042660649043639,0.3612698874784233,0.6963203885480428,0.15903276621992218,0.8130021770352176,0.006335510368551067,0.13345559518088296,Beta,PCam,XGBoost,2,10000,1000,9000
9,0.8061111111111111,0.41272496206596576,0.03194316498316498,0.17539627039627037,0.3594511756645737,0.6954740415469368,0.15925140256225326,0.8125814752122508,0.006470364101139714,0.1333893951682443,Beta,PCam,XGBoost,2,10000,1000,9000
0,0.7963333333333333,0.4061864712096926,0.030643975795129147,0.16520202020202013,0.49213732464825133,0.6478717274249879,0.175539072040717,0.7884955941171315,0.007837739216201761,0.1357223625158492,Beta,PCam,mondrian_forest,2,10000,1000,9000
1,0.799,0.40234623890936483,0.04085245896087724,0.16823232323232318,0.5022420038198607,0.6289818608921831,0.19153407406710057,0.7723896288597154,0.026610371140284583,0.13504382657632377,Beta,PCam,mondrian_forest,2,10000,1000,9000
2,0.7962222222222223,0.40423707661009317,0.0328436320407931,0.14293650793650792,0.49281459424989854,0.6490237029281544,0.17265267844480453,0.7910089308260851,0.005213291396137187,0.1352101948493336,Beta,PCam,mondrian_forest,2,10000,1000,9000
3,0.7992222222222222,0.40383297623120895,0.03863399742040673,0.13803030303030306,0.5089505138224066,0.6367980958057482,0.18411796994039054,0.7799259557044176,0.01929626651780464,0.1351704930681655,Beta,PCam,mondrian_forest,2,10000,1000,9000
4,0.7996666666666666,0.4029561192824133,0.03319831102025546,0.14853535353535352,0.4936195373004355,0.6493429190728777,0.17529472006359445,0.7895743536434121,0.010092313023254529,0.1349634753876112,Beta,PCam,mondrian_forest,2,10000,1000,9000
5,0.7964444444444444,0.40182227341449417,0.03259855871783736,0.1542864818396733,0.4801152887059675,0.6487726795797272,0.1747909171871134,0.7892944727325368,0.007149971711907593,0.13496770151791332,Beta,PCam,mondrian_forest,2,10000,1000,9000
6,0.7995555555555556,0.4024306313817099,0.038751571564424235,0.1498484848484849,0.4841801847642156,0.6374437918631688,0.18778256284163,0.7771850309236431,0.02237052463191258,0.13500409863456864,Beta,PCam,mondrian_forest,2,10000,1000,9000
7,0.7952222222222223,0.40342835882463657,0.038724776780997776,0.1456288693385468,0.49749583202675396,0.6349017731667017,0.18581016320679758,0.7774756255416867,0.017746596680535492,0.13585690255228688,Beta,PCam,mondrian_forest,2,10000,1000,9000
8,0.7963333333333333,0.40168669513028576,0.033839254442901714,0.13656874871160574,0.49061457994013113,0.6464439902011371,0.17460227799298922,0.7889508119625479,0.007382521370785489,0.13485328264709517,Beta,PCam,mondrian_forest,2,10000,1000,9000
9,0.7975555555555556,0.40240540645252953,0.029172212666022605,0.1633838383838384,0.4928782540008067,0.646969534561803,0.17528017728266676,0.7887352643818472,0.008820291173708555,0.1349405881744513,Beta,PCam,mondrian_forest,2,10000,1000,9000
0,0.8507777777777777,0.3488749617713373,0.02606676767676769,0.1424603174603175,0.38881667122519975,0.6870695862649614,0.12679613152606967,0.8454284972509697,0.005349280526808012,0.10402057004319454,Beta,PCam,random_forest,2,10000,1000,9000
1,0.8474444444444444,0.35355578055567094,0.023792659932659943,0.13953266845671913,0.38356054923081123,0.6977858042016656,0.11604039663359161,0.8555577560049427,0.008113311560498174,0.10518007904430304,Beta,PCam,random_forest,2,10000,1000,9000
2,0.8495555555555555,0.35517562520371443,0.023781313131313108,0.15235042735042736,0.38341961911167777,0.7014303419281831,0.11654135675800825,0.8560734965776697,0.006517941022114351,0.10528405371689403,Beta,PCam,random_forest,2,10000,1000,9000
3,0.8484444444444444,0.353571248056962,0.025903703703703703,0.16991875274483964,0.3913126541610263,0.6957965248684868,0.11909414515711483,0.8528515075000986,0.004407063055654109,0.1054551044856518,Beta,PCam,random_forest,2,10000,1000,9000
4,0.8453333333333334,0.34695669176297866,0.03588718294051628,0.22237788847377893,0.3531159989212764,0.7033822529819532,0.12299827235916297,0.8501485822269298,0.004815248893596302,0.10743565540249296,Beta,PCam,random_forest,2,10000,1000,9000
5,0.8501111111111112,0.3529640433072511,0.029665160106994423,0.18441150636802806,0.3283243009065867,0.7190656798673591,0.11570696177721115,0.8595272930648472,0.009416181953736072,0.1059215928684986,Beta,PCam,random_forest,2,10000,1000,9000
6,0.8465555555555555,0.3497113571948036,0.02698730639730639,0.11934343434343442,0.38854887010870565,0.679669820681791,0.12945169911841756,0.8412590585309254,0.005296497024629948,0.10461896426014057,Beta,PCam,random_forest,2,10000,1000,9000
