n_samples_queried	n_samples	error	log-loss	ECE	MCE	sharpness	overconfidence	underconfidence	avg_confidence	calibration_method	cv_run
4225	11000	0.09856985698569853	1.2923488831043748	0.07270327032703264	0.6952525252525252	0.12253008354997186	0.6177251601207383	0.14107225028021883	0.8351524449584233		2
4315	11250	0.09966996699669972	1.2936943851819722	0.072734017846229	0.6952525252525252	0.1225040278905129	0.6159279853805082	0.14089303796785427	0.8348693214549858		2
4391	11500	0.09944994499449944	1.292867226545125	0.07313661366136606	0.6952525252525252	0.12181118499296324	0.6170207880575069	0.13988527378278853	0.8359390474387325		2
4467	11750	0.09900990099009899	1.2952664622897903	0.07324393550466152	0.6777777777777778	0.12145732136507355	0.618530283262588	0.14054634500090926	0.8355998558172587		2
4554	12000	0.09658965896589655	1.294425145768703	0.07509423164538673	0.3396969696969697	0.12095770807019264	0.6203040903418462	0.14067298851393575	0.8362398690477119		2
4626	12250	0.09658965896589655	1.2921162513598472	0.07567356735673561	0.3396969696969697	0.12049895029505875	0.6209760572877879	0.1404175164822967	0.8365355701810845		2
4707	12500	0.09570957095709576	1.3021329470000171	0.07472736162505132	0.3448989898989899	0.12064617550362183	0.6212259380924969	0.14053753880787517	0.8366609457799493		2
4784	12750	0.09592959295929593	1.2958493904741792	0.07524530786411968	0.3396969696969697	0.12042128898424363	0.6198667081488695	0.14017942246783932	0.8368019005132135		2
4860	13000	0.09515951595159511	1.2957773818259315	0.07468082363791931	0.3396969696969697	0.12084012130515791	0.6209638246212699	0.14000398327768454	0.8372498290251312		2
4930	13250	0.09471947194719477	1.2927588340991387	0.07449202142436462	0.4674242424242424	0.1210199488199292	0.6214083214521551	0.14004794733748854	0.837357316405953		2
4998	13500	0.09405940594059403	1.2925840861731392	0.07373717371737168	0.4340909090909091	0.12043152630955511	0.6231917352671553	0.1397178036686884	0.8379816084094356		2
5077	13750	0.09427942794279431	1.2947677192357065	0.07245549554955492	0.34843434343434343	0.12014820984354675	0.6224767860163082	0.1393270876813567	0.8382159177926695		2
5161	14000	0.09427942794279431	1.2951341125087756	0.07217180051338462	0.34843434343434343	0.11952560893929678	0.62316479041468	0.13907451970373236	0.8385095384669475		2
5231	14250	0.0943894389438944	1.295048155799296	0.07198495405096061	0.34843434343434343	0.11984467335234604	0.6236965005213495	0.13870169023185341	0.8388712083012873		2
5304	14500	0.09405940594059403	1.2938757025134042	0.07332431020879861	0.3396969696969697	0.12012447766684305	0.6217259567983007	0.1385563616767729	0.8388959356055361		2
5380	14750	0.09383938393839386	1.296752439572807	0.07488858330277468	0.34843434343434343	0.11876908575045107	0.6225784479026797	0.13895797999061782	0.8386647453111404		2
5450	15000	0.09394939493949395	1.2955090299916183	0.0760892644820037	0.34843434343434343	0.11829609539167284	0.6221495450474751	0.13898137343906233	0.8385770208829952		2
5521	15250	0.09383938393839386	1.295171172011634	0.0760332811058883	0.34843434343434343	0.11797754981063752	0.6225993073830312	0.13852752163912985	0.839056767156899		2
5584	15500	0.09295929592959296	1.2930687177741729	0.07569856430087447	0.34843434343434343	0.11788573833599132	0.6210932300893336	0.13834804199537218	0.8392897880279035		2
5660	15750	0.09339933993399341	1.2934043970490894	0.07384902379126797	0.3396969696969697	0.11773663255153105	0.6202278191430883	0.13748331979266976	0.839887060510571		2
1000	1000	0.11782178217821782	1.2960630565486473	0.06522460579391268	0.6865151515151515	0.14542383926376765	0.6142662026639625	0.148446519232192	0.8235958707733945	GPCalibration	2
1200	1578	0.11782178217821782	1.279357455510526	0.04543406829276056	0.3833838383838384	0.12061854158047917	0.6542673243521789	0.124861025432093	0.8491154831068459	GPCalibration	2
1289	1828	0.11540154015401538	1.2859128898746681	0.04572117118892425	0.34843434343434343	0.11890569445917229	0.6530719292991864	0.12637365346931073	0.8481740270944026	GPCalibration	2
1362	2078	0.11177117711771178	1.2831914783084677	0.046802955423570894	0.6865151515151515	0.118775577901962	0.6527534021302659	0.12496626653628853	0.8501891991804571	GPCalibration	2
1418	2328	0.10869086908690873	1.2760802880058644	0.04887822911262041	0.7476767676767677	0.11557332958210709	0.65644021631424	0.12707576696250622	0.8493943971164184	GPCalibration	2
1490	2578	0.10825082508250827	1.2698288512673415	0.05195664885853712	0.7651515151515151	0.11343705859105255	0.6542104700530815	0.12771644047303668	0.848676967663124	GPCalibration	2
1557	2828	0.10726072607260728	1.2731459516449937	0.050249007623595035	0.7476767676767677	0.1142504379032771	0.6525396023000126	0.12758462575318216	0.8488313393020285	GPCalibration	2
1613	3078	0.10781078107810782	1.2741097706930598	0.050461920586825214	0.7564141414141414	0.11181786375375545	0.6567292127524944	0.12552524335081439	0.850999439485406	GPCalibration	2
1694	3328	0.107040704070407	1.2802106911959878	0.048447067462967376	0.7389393939393939	0.11102722117807085	0.6612441950488269	0.12632774335046132	0.8509338073714866	GPCalibration	2
1764	3578	0.10726072607260728	1.2739193819006311	0.04946211026591809	0.36590909090909096	0.11069932754959975	0.6559674675883912	0.12500581796497962	0.8515012176141773	GPCalibration	2
1827	3828	0.107040704070407	1.272312064952824	0.05082110195826344	0.3396969696969697	0.10860938999385655	0.6577632725996143	0.12590159132038595	0.8509417433984435	GPCalibration	2
1910	4078	0.10539053905390539	1.2707852102624133	0.05075033306133399	0.669040404040404	0.10863055018433189	0.6586897854077178	0.12538518818908156	0.8518583568830564	GPCalibration	2
1980	4328	0.10473047304730476	1.2713050714174334	0.050958000987845184	0.669040404040404	0.10914325979008806	0.6561585471713108	0.1265410997986563	0.8507009314351621	GPCalibration	2
2199	4783	0.10506050605060502	1.2584247998615736	0.036377574484660634	0.6865151515151515	0.10571307079384851	0.6771600127540155	0.10817048698971109	0.8692762266797344	GPCalibration	2
2254	5033	0.10539053905390539	1.260971909311671	0.03505294144352245	0.6865151515151515	0.10557387054517711	0.6762546157536988	0.10885383544335411	0.8684986283901747	GPCalibration	2
2305	5283	0.10495049504950493	1.2584282972918335	0.03645577412822505	0.6515656565656566	0.10335221043507961	0.6817278624728387	0.10864871383250367	0.8693512040767699	GPCalibration	2
2349	5533	0.10759075907590754	1.2618019581880249	0.03673676489478506	0.6777777777777778	0.1021351214204138	0.6796658170503234	0.10784350448040372	0.8692944621265327	GPCalibration	2
2396	5783	0.10605060506050601	1.2618827240992132	0.03784594426078008	0.6865151515151515	0.09955054615530265	0.6839557514301967	0.10688405034513342	0.8709343840785649	GPCalibration	2
2455	6033	0.10781078107810782	1.2659625770119007	0.03542124272951053	0.6777777777777778	0.09828521499182495	0.6822531924242166	0.10584490889611056	0.8713097818952998	GPCalibration	2
2508	6283	0.10550055005500547	1.2636420530492452	0.03553939383362539	0.419040404040404	0.0976421532880501	0.6831923671700727	0.10549026834334096	0.8722156334671501	GPCalibration	2
2556	6533	0.10484048404840485	1.2645025224172852	0.03515647820677642	0.669040404040404	0.09786932875368215	0.6829897956668798	0.10660568822282837	0.8713354004621983	GPCalibration	2
2611	6783	0.10297029702970295	1.2616031253656288	0.03827428298385388	0.6777777777777778	0.09919098265642726	0.6808864883788798	0.10854436285090854	0.869773269354931	GPCalibration	2
2670	7033	0.10330033003300332	1.262609802673566	0.038217367453096514	0.6777777777777778	0.09807829064290298	0.6800330732212281	0.10764937905632421	0.870418148192149	GPCalibration	2
2721	7283	0.10297029702970295	1.2530106781390145	0.03850018208763394	0.7214646464646465	0.09833901312065266	0.6792546287606426	0.10765480786190768	0.8704031935328896	GPCalibration	2
2772	7533	0.10176017601760179	1.2486418365937855	0.03790215862950755	0.7127272727272727	0.0978649986385434	0.6806389817365976	0.1076244817012946	0.870829171068788	GPCalibration	2
2827	7783	0.10319031903190323	1.2503086533245324	0.03736677851134249	0.7214646464646465	0.0986465487436989	0.6768550544615365	0.10738179916109489	0.8703535329288973	GPCalibration	2
2885	8033	0.1034103410341034	1.2483536269423945	0.04006597428986657	0.7214646464646465	0.09794462498240791	0.677080442305402	0.10785670399448437	0.8699035729606194	GPCalibration	2
2931	8283	0.10319031903190323	1.2486920347487438	0.04012512163138241	0.7127272727272727	0.0996078217728422	0.6757799825570397	0.10894087264100055	0.8688444037259698	GPCalibration	2
2988	8533	0.10407040704070403	1.251182335675497	0.03959240332570053	0.7214646464646465	0.09949990619023619	0.6747395983240875	0.10987894636452396	0.8677062179122007	GPCalibration	2
3199	5806	0.10363036303630369	1.2478512818638852	0.03789919120499589	0.7214646464646465	0.09637239541462923	0.682662062632088	0.10570719960360626	0.872361430212238	GPCalibration	2
3206	6056	0.10385038503850386	1.2474592677915377	0.036173244246615985	0.7127272727272727	0.09644058820228646	0.6814434596172793	0.10562300481993582	0.872263765524259	GPCalibration	2
3213	6306	0.10396039603960394	1.2467791764318668	0.037188731873219825	0.7214646464646465	0.0967390283597692	0.6800085482867467	0.10536888400051903	0.8723188688610285	GPCalibration	2
3221	6556	0.10407040704070403	1.2464510909957678	0.037212714548765756	0.7127272727272727	0.09650003618743319	0.6796920737411197	0.10537711043531853	0.8722549520763329	GPCalibration	2
3230	6806	0.10429042904290431	1.2461336799609772	0.03670355832758055	0.7214646464646465	0.09637217940159647	0.6791688410464322	0.10457208223375948	0.8728741658707093	GPCalibration	2
3237	7056	0.10407040704070403	1.2459394076022914	0.03649391758606914	0.7214646464646465	0.09616053177556852	0.6814038707018765	0.10397966187367878	0.8736851150038214	GPCalibration	2
3246	7306	0.10418041804180422	1.245199549643972	0.03758681235394571	0.7127272727272727	0.09618307934082786	0.6800985066192407	0.1036286167975183	0.8738399845089362	GPCalibration	2
3249	7556	0.10396039603960394	1.2451534285860513	0.0366132860561084	0.7214646464646465	0.09619645947561957	0.6802475459479901	0.1037387415930475	0.8738043873097335	GPCalibration	2
3250	7806	0.10396039603960394	1.2447959503849095	0.036551029399741544	0.7214646464646465	0.09582300152892563	0.680433496970492	0.10347161310912521	0.8740630765526173	GPCalibration	2
3252	8056	0.10363036303630369	1.245167997632603	0.03837067816742765	0.7214646464646465	0.09600332819892424	0.6809613450672728	0.10388455028562603	0.8738189517410441	GPCalibration	2
3256	8306	0.10385038503850386	1.2451106551460307	0.03761222817004857	0.7214646464646465	0.09598317785500993	0.6802307518878141	0.10371129729276966	0.8738510013240037	GPCalibration	2
3257	8556	0.10363036303630369	1.245189295406217	0.039029312213707895	0.7214646464646465	0.09593096862986565	0.6811271082873893	0.10380915278294893	0.8739037138758254	GPCalibration	2
3303	8806	0.10330033003300332	1.2483109836518678	0.037421383155535476	0.7214646464646465	0.09575850433518227	0.6835234513960828	0.10363783627186775	0.8743758545004321	GPCalibration	2
3354	9056	0.10330033003300332	1.2477807264275125	0.03837397414790932	0.7214646464646465	0.09560893736731614	0.6824786059962098	0.10389046473304503	0.8740413897680298	GPCalibration	2
3401	9306	0.10330033003300332	1.2479375147090366	0.038788576376515706	0.7214646464646465	0.09531847218379966	0.6811381415763931	0.1047590206094787	0.8731240855833192	GPCalibration	2
3454	9556	0.10231023102310233	1.2498441724627007	0.039064558577050316	0.7214646464646465	0.09531524209604908	0.6835324684254231	0.1046277396778418	0.8736988822733174	GPCalibration	2
3511	9806	0.10220022002200224	1.2517091504735927	0.03759995184878026	0.7214646464646465	0.09509416777788224	0.6834727123613786	0.10469836221584623	0.8736526749989219	GPCalibration	2
3566	10056	0.10209020902090205	1.25102896507657	0.03713085949840891	0.7214646464646465	0.09514313231851486	0.6826216248481509	0.10379029333750006	0.8744044547456995	GPCalibration	2
3618	10306	0.10209020902090205	1.2515443370881807	0.03884933390979546	0.7214646464646465	0.09555455308836547	0.6826562836661005	0.1040593666730704	0.8741663894891684	GPCalibration	2
3663	10556	0.10242024202420241	1.2526338218464845	0.037051193134917546	0.7127272727272727	0.09567244779461413	0.6818343536133896	0.10391798130266297	0.8741387209863188	GPCalibration	2
3725	10806	0.10154015401540151	1.2488633540163028	0.035606921600138536	0.7039898989898989	0.094840404409121	0.685108004990587	0.10442466791142235	0.8742044472798378	GPCalibration	2
3786	11056	0.09988998899889989	1.2487096047632553	0.038013403096645776	0.669040404040404	0.09539750803956332	0.6867201781298808	0.10553575706535645	0.8737126905867091	GPCalibration	2
3840	11306	0.10066006600660071	1.2499604492938599	0.0385481653741126	0.449949494949495	0.09518466102232272	0.6862595911088376	0.10533628665853166	0.8736857406414841	GPCalibration	2
3896	11556	0.10154015401540151	1.25071159425065	0.0370544791356418	0.419040404040404	0.0948148490568764	0.6869867889983621	0.10509294180856188	0.8737948020346494	GPCalibration	2
3948	11806	0.10099009900990097	1.2502118331127352	0.03723305307800486	0.7127272727272727	0.09334465720380802	0.6891780949358581	0.10526906227577074	0.873972135779265	GPCalibration	2
4199	7436	0.10110011001100105	1.2436154362040082	0.03158667882824934	0.6952525252525252	0.0924184390692493	0.6957360102998529	0.0992497457656326	0.8800232916187658	GPCalibration	2
4204	7686	0.10110011001100105	1.2432793244125653	0.03248444675251251	0.7039898989898989	0.09246235374204322	0.6950943396401341	0.09925269516846849	0.8799557674265926	GPCalibration	2
4206	7936	0.10099009900990097	1.2440773520919952	0.031128917857110912	0.6952525252525252	0.09229966298407043	0.6971616610279717	0.09933404233662657	0.8801140385972238	GPCalibration	2
4215	8186	0.10110011001100105	1.2441158188004162	0.034716628042747145	0.7039898989898989	0.09237999843351487	0.696328909936998	0.0992683666724527	0.8800664955062144	GPCalibration	2
4221	8436	0.1007700770077008	1.2438863880394015	0.032577973091299825	0.6952525252525252	0.09243508636034296	0.6970729869441672	0.09919206419323645	0.8802775493207197	GPCalibration	2
4229	8686	0.10121012101210125	1.2436309986380598	0.033006439737599404	0.6777777777777778	0.09231752811567498	0.6960561825550406	0.09862674796178714	0.8805930865899709	GPCalibration	2
4239	8936	0.10099009900990097	1.2455373172878212	0.032653400891051745	0.6777777777777778	0.092208749181959	0.6968292837069465	0.0985239669477605	0.880808737573804	GPCalibration	2
4247	9186	0.10121012101210125	1.245127826342195	0.03009185771867962	0.3928282828282828	0.09228692445992646	0.6959421923760162	0.09806068455872506	0.8810903216876953	GPCalibration	2
4252	9436	0.1007700770077008	1.245349711179985	0.031326856907150515	0.6777777777777778	0.0924447099890416	0.6975094843610005	0.09844189764783438	0.8809961074038809	GPCalibration	2
4256	9686	0.10132013201320134	1.2453229804995998	0.03433092558786831	0.6428282828282827	0.09232705376516713	0.696018024509525	0.09812598819494671	0.8810166559965624	GPCalibration	2
4261	9936	0.10066006600660071	1.2450031820325342	0.03306084943552769	0.37464646464646467	0.09237107314336629	0.6973139409206566	0.09821999447384513	0.8811984379668555	GPCalibration	2
4262	10186	0.10121012101210125	1.2450504142206584	0.030943874734554785	0.5904040404040404	0.09251051768986719	0.6959567193363148	0.09796367043457012	0.8811789872760145	GPCalibration	2
4267	10436	0.10088008800880088	1.2451484227250407	0.033140339612508445	0.4008585858585859	0.09231688346577542	0.6967551050896057	0.0981325962645769	0.8811756569963457	GPCalibration	2
4268	10686	0.1007700770077008	1.245250301824804	0.03210452375091486	0.6777777777777778	0.09223360347050505	0.6974347439406253	0.09823851254779548	0.8811714657738099	GPCalibration	2
4274	10936	0.10099009900990097	1.2450942533433382	0.03219768892648411	0.669040404040404	0.0921226518021241	0.6969947634655422	0.097908466318783	0.8813787905505251	GPCalibration	2
4278	11186	0.10066006600660071	1.2448396779849298	0.03193865388263907	0.37464646464646467	0.09198505840072228	0.6973450069144728	0.09789048101093392	0.8814979096878282	GPCalibration	2
4281	11436	0.10011001100110006	1.244740179562554	0.03110597227552726	0.6777777777777778	0.09199045895719257	0.6986565482794062	0.09816272292047475	0.8814968520841338	GPCalibration	2
4283	11686	0.09999999999999998	1.2446599953753148	0.03332104913781886	0.6777777777777778	0.09199804897286075	0.6989319774305615	0.0982274190180986	0.8814885206267674	GPCalibration	2
4284	11936	0.10011001100110006	1.244625640803958	0.032670418070936666	0.6777777777777778	0.09191356930269153	0.6988032666437053	0.0980805388153672	0.8815854967146389	GPCalibration	2
4309	12186	0.10055005500550052	1.2446795392949745	0.03159188908627181	0.34843434343434343	0.09150784769309954	0.6980287068488382	0.09742285353341283	0.8820097896117332	GPCalibration	2
4357	12436	0.10066006600660071	1.2533833152301719	0.03296870678067812	0.39212121212121215	0.09114991029972691	0.6962603350721968	0.09675188403035573	0.8824127122819474	GPCalibration	2
4410	12686	0.09999999999999998	1.2455058625112985	0.031183276728613728	0.3928282828282828	0.0907857870742877	0.6962710277193331	0.09687414978905907	0.8824403679617802	GPCalibration	2
4454	12936	0.09966996699669972	1.2450336511699027	0.02846224140595699	0.6515656565656566	0.09080441591587748	0.6960072052896037	0.09672952528896478	0.8826125514881731	GPCalibration	2
4493	13186	0.10011001100110006	1.2459528580559445	0.030372747657344035	0.34843434343434343	0.09001722596287312	0.6963606307254764	0.09667994462359479	0.8826013450978194	GPCalibration	2
4535	13436	0.09966996699669972	1.2455258378131384	0.029895925649695648	0.37464646464646467	0.09027535367105706	0.6967596887581612	0.09670551250178672	0.8827091709241223	GPCalibration	2
4582	13686	0.09933993399339935	1.2461329036167759	0.030685364438964045	0.38409090909090904	0.09014811255219382	0.6976305389773819	0.09670726804950791	0.8828622632756055	GPCalibration	2
4646	13936	0.09856985698569853	1.2465898227366112	0.030346417259472475	0.3571717171717172	0.08942511118319017	0.6998967871247813	0.09660949381788597	0.8833321593971448	GPCalibration	2
4687	14186	0.09746974697469746	1.2465918594224041	0.032672810464367874	0.37464646464646467	0.08945373563299334	0.7012829996261615	0.09755410643451479	0.8828385971925216	GPCalibration	2
4732	14436	0.09724972497249729	1.2465471182403336	0.03301430779597474	0.37464646464646467	0.0894258510470225	0.7008832583133516	0.09783795730342959	0.8825877362725038	GPCalibration	2
4780	14686	0.09691969196919692	1.2479640536042549	0.03150319745468065	0.6253535353535353	0.08849829083064803	0.698704994287595	0.09801449847000365	0.8822836173847207	GPCalibration	2
4822	14936	0.09592959295929593	1.2486944585172834	0.031237620462129707	0.36590909090909096	0.08751620009068901	0.7004855588127336	0.0980672323603148	0.8826080188941294	GPCalibration	2
4873	15186	0.09658965896589655	1.2498169481600658	0.03341262356178275	0.6865151515151515	0.08729077055404978	0.6993852539418633	0.09783406460074939	0.8825794185324094	GPCalibration	2
4910	15436	0.09603960396039601	1.2481960199016409	0.032665135918583665	0.6777777777777778	0.08696847370174411	0.6983247765321409	0.09775079468326078	0.8826643839384164	GPCalibration	2
4947	15686	0.0961496149614961	1.248735523309321	0.03414702028564589	0.6865151515151515	0.08705716152022329	0.698005537095264	0.09806949470946187	0.8823231981175271	GPCalibration	2
4990	15936	0.09581958195819584	1.2452415904538712	0.036124664431805696	0.6865151515151515	0.08663271601194729	0.6965694298809973	0.09750199929571936	0.8827660111347448	GPCalibration	2
1000	1000	0.11089108910891088	1.4029459485335318	0.07090360147125818	0.669040404040404	0.14772041731636684	0.6002688797136824	0.14277747511766822	0.8287286553190756		3
1079	1250	0.107040704070407	1.338681013291174	0.06733311108888662	0.23699530516431921	0.14448057158412417	0.6055781846309969	0.14014656225344482	0.8326356356253848		3
1146	1500	0.10539053905390539	1.332540566620938	0.06319363047415849	0.34843434343434343	0.13882318156190113	0.6171918404900826	0.13657637991793933	0.8374731200986597		3
1208	1750	0.10495049504950493	1.3364738432495766	0.06531665388761095	0.6865151515151515	0.1383577983345098	0.6153743053484639	0.13600037988418373	0.8379062702491437		3
1279	2000	0.10506050605060502	1.342071137052241	0.05989540065117619	0.669040404040404	0.1368045807417461	0.6232347703560575	0.13309597200100928	0.8413040124820489		3
1356	2250	0.10385038503850386	1.3241663437462847	0.06076405973930721	0.32222222222222224	0.13735326877084827	0.6189154835483356	0.13295340620426757	0.8412780824565088		3
1430	2500	0.1034103410341034	1.3279843004476208	0.06345716793901608	0.32222222222222224	0.13489849599430354	0.6176755792904037	0.13368264201243055	0.8406052268571694		3
1511	2750	0.10154015401540151	1.3277384837713269	0.06540676289851201	0.3396969696969697	0.13253095866988357	0.6176790563665157	0.13425984523468443	0.8405519926286716		3
1587	3000	0.1016501650165017	1.3300862029159997	0.06583509462057312	0.3396969696969697	0.1304668058844571	0.6200778289158668	0.13445727381687836	0.8405911788701466		3
1662	3250	0.10110011001100105	1.3328878175668677	0.06560206576213175	0.330959595959596	0.13114764597440684	0.6207638475090174	0.13499696891471774	0.8403104227567247		3
1723	3500	0.10099009900990097	1.3377223614201081	0.06702191885855248	0.3571717171717172	0.1289438063280003	0.622615763463221	0.13434259419547304	0.8411126062809495		3
1800	3750	0.10033003300330035	1.329998848215725	0.0663622751164005	0.37464646464646467	0.12797132018510382	0.6271987391879293	0.13477536759969913	0.8413434866786637		3
1872	4000	0.10044004400440043	1.3328375723150159	0.06403131424253533	0.7389393939393939	0.12718404471365372	0.6298411292339744	0.13475139566760677	0.8416042671745433		3
1956	4250	0.10132013201320134	1.3387001687408595	0.06380475269749193	0.7476767676767677	0.12762261847516632	0.6311922056285636	0.13602665911417708	0.8403879255313745		3
2037	4500	0.10110011001100105	1.3425373991921958	0.06585078507850779	0.7476767676767677	0.12761222276849385	0.6267283704048017	0.13661862061511357	0.8394557341425655		3
2113	4750	0.10044004400440043	1.3419910606013068	0.06409828760653838	0.7476767676767677	0.12723857347936526	0.6276576644987631	0.13611348244072186	0.840159681162771		3
2204	5000	0.09790979097909791	1.3430371959634237	0.06624086297518636	0.7476767676767677	0.12773915678287195	0.6287569775599045	0.13746422250266332	0.8396465440601183		3
2269	5250	0.09790979097909791	1.3473030170806242	0.0689081019213032	0.3134848484848485	0.12776292156184482	0.6292658380250798	0.13930864332179113	0.8380325325196517		3
2349	5500	0.09823982398239828	1.3473149052326254	0.0704387216499427	0.7476767676767677	0.12911840130888896	0.6266149310610956	0.14057213737169608	0.8365563612103152		3
2426	5750	0.09790979097909791	1.3465048557301627	0.07005643342111983	0.7389393939393939	0.12791659521900722	0.6284229181166313	0.1414798657825859	0.8359913638841141		3
2502	6000	0.09779977997799782	1.3495562632354747	0.07184511228900664	0.7476767676767677	0.1280248848508363	0.6285547634345336	0.14261988296017605	0.835001047803839		3
2583	6250	0.09735973597359737	1.350187006098954	0.07223116200508936	0.34843434343434343	0.12636852627868533	0.6271462378246413	0.14269631708476405	0.8348956148288579		3
2656	6500	0.09680968096809683	1.3478632555248544	0.07127459968219038	0.34843434343434343	0.1253164626523669	0.6264097603416487	0.1419029964032769	0.8356674354928214		3
2735	6750	0.09669966996699675	1.347019640357127	0.07061141114111405	0.34843434343434343	0.12487425658784385	0.6241154131143816	0.1402394870492004	0.836973709567278		3
2807	7000	0.0962596259625963	1.3538660852062023	0.07154632129879647	0.34843434343434343	0.1245084217174313	0.6239784743379979	0.14068238700203015	0.8366639555362014		3
2884	7250	0.09592959295929593	1.3610564231394868	0.0717650431709837	0.36590909090909096	0.12462551148441577	0.6232309130461611	0.14104027694285942	0.8363463542640082		3
2958	7500	0.09548954895489548	1.3610913178684023	0.07203945950150563	0.34843434343434343	0.12401810284297204	0.6230977746897404	0.14033833666831358	0.8370722843062508		3
3053	7750	0.09449944994499448	1.3618733529061415	0.0730272805058283	0.34843434343434343	0.12378412463601474	0.6213334536158012	0.1402036636823151	0.8372617250700591		3
3128	8000	0.09427942794279431	1.3602400411873914	0.07194341656387856	0.37464646464646467	0.12304093495653337	0.623049004805271	0.13901876317784434	0.8385491220984516		3
3214	8250	0.09339933993399341	1.357140537081254	0.07216114944827809	0.37464646464646467	0.12344007709999387	0.622002266494492	0.1387349994764108	0.838918019094469		3
3282	8500	0.09449944994499448	1.3645108647415185	0.07146237957129041	0.37535353535353533	0.12207504843846137	0.6216435322735767	0.13915646724272396	0.8382392642847242		3
3353	8750	0.0961496149614961	1.3626348345166948	0.07297903123645694	0.32222222222222224	0.1221561662546809	0.6199087539642213	0.139226102837984	0.8376148063859025		3
3435	9000	0.09482948294829485	1.3348693622466805	0.072061172783945	0.34843434343434343	0.12137381768815127	0.6229215650131252	0.13883932178706596	0.838568586290136		3
3510	9250	0.09482948294829485	1.3371800586880225	0.07132149881654827	0.34843434343434343	0.12058129923092491	0.6239676650190329	0.13811752595122687	0.8393211357227406		3
3595	9500	0.09449944994499448	1.338194266170141	0.07182906623995729	0.3571717171717172	0.1202504006938308	0.6240754554464398	0.13815024192740133	0.839380217263372		3
3673	9750	0.09405940594059403	1.3317457954148075	0.07146287406518426	0.6515656565656566	0.12096621720536802	0.624298287839513	0.1379614769100957	0.8396768177940754		3
3745	10000	0.09394939493949395	1.3321579656666291	0.0717999855541109	0.3396969696969697	0.12071034739525666	0.6242927574595576	0.13780717992831876	0.8398422531332045		3
3804	10250	0.09394939493949395	1.3325647228022528	0.07091814737029253	0.6865151515151515	0.11972572140050786	0.6250703821915626	0.13825621489843323	0.8395084620999008		3
3883	10500	0.09394939493949395	1.333351044233542	0.07197130824193526	0.3396969696969697	0.12025560754098712	0.6241823678165882	0.13870619538306428	0.839017328596309		3
3956	10750	0.09372937293729378	1.333048892303313	0.07347892011423358	0.3571717171717172	0.1193343290169031	0.6252014971467736	0.1387536747842063	0.8391219914957931		3
4026	11000	0.09383938393839386	1.333209836035207	0.07136656443422114	0.36590909090909096	0.11878272228358479	0.6254914701256884	0.1384229531564385	0.8394229217676159		3
4103	11250	0.09317931793179313	1.333549319476753	0.07399442722049977	0.6952525252525252	0.11750070953945403	0.6254842877283132	0.13923355282016972	0.8388430160406185		3
4195	11500	0.09317931793179313	1.3324873441304201	0.07341794179417936	0.6952525252525252	0.11725855966829173	0.6251673160124059	0.13937689436803122	0.8386834957521261		3
4257	11750	0.09306930693069304	1.3327221797125675	0.07241075774244086	0.6952525252525252	0.11767468904731394	0.6256016887426248	0.13960244023679672	0.8385452707771296		3
4338	12000	0.09262926292629259	1.3333222240953704	0.07324231312020087	0.6952525252525252	0.11796099210666762	0.6272707580688355	0.14003889100072867	0.8384071733025246		3
4422	12250	0.09273927392739278	1.3314800144837209	0.07187649320487599	0.6952525252525252	0.11802277457510392	0.6291699627905085	0.13943198799845566	0.8391083249294978		3
4509	12500	0.09317931793179313	1.3255442238967878	0.07310632729939655	0.6952525252525252	0.1179034400811797	0.6280473412065193	0.14016849201964432	0.8382340174129806		3
4579	12750	0.09284928492849287	1.32542082221906	0.07526143169872537	0.6952525252525252	0.11771929193544538	0.6268940594049242	0.1407955293345448	0.8376346150984708		3
4654	13000	0.09328932893289332	1.3270314723029482	0.07274948605971704	0.6952525252525252	0.11794872698718252	0.6270413672613201	0.1395360812956772	0.8386880855224014		3
4734	13250	0.09284928492849287	1.3272543188975574	0.07155134957940232	0.6952525252525252	0.11833777952923262	0.6277300302821148	0.13932323864552973	0.8390478239479722		3
4801	13500	0.09306930693069304	1.325959694006703	0.07248472625040275	0.7039898989898989	0.11874051450098944	0.6274780772239157	0.13872144152240362	0.8395189097272538		3
4876	13750	0.09306930693069304	1.3289955040587986	0.07214903712593473	0.7039898989898989	0.11853078328386814	0.6266402911083307	0.13885685147224594	0.8393181301144612		3
4949	14000	0.0925192519251925	1.3290678358720063	0.07427652209665407	0.7039898989898989	0.11860997559033931	0.625903538236243	0.1389334074609136	0.8393094826745439		3
5026	14250	0.09339933993399341	1.3289262029292506	0.07308917558422504	0.330959595959596	0.11884671166833698	0.6251245928928343	0.1383085075003459	0.8395963002261458		3
5100	14500	0.09361936193619358	1.3306654871039403	0.07180106343967727	0.36590909090909096	0.11862710548364572	0.6245975498955519	0.13717952321552096	0.8405181983705652		3
5185	14750	0.09405940594059403	1.3307615108879698	0.07362803502572475	0.36590909090909096	0.11941225506307755	0.6236400077271725	0.13650107647749507	0.840937936393241		3
5260	15000	0.09306930693069304	1.3304841776495313	0.07316051049549395	0.36590909090909096	0.11872248746535805	0.624962211261607	0.13751861984297672	0.8403756357251726		3
5331	15250	0.0925192519251925	1.331509018029608	0.0736132668822437	0.36590909090909096	0.11877744484475942	0.6250204113355424	0.13783725331267602	0.8402225152207842		3
