,accuracy,log-loss,ECE,ECE_15bins,MCE,sharpness,overconfidence,underconfidence,avg_confidence,weighted_abs_conf_difference,brier_score,cal_time,fit_time,Method,Dataset,Model,n_classes,size,calib_size,test_size
0,0.7582222222222222,0.48224641575402477,0.03766250280583615,0.023255555555555543,0.20061327561327558,0.3122631507642379,0.6751964586339938,0.20807936085779902,0.7636993261659946,0.00547710394377221,0.16006950776919418,0.1196587085723877,1.0432686805725098,GPcalib_approx,PCam,AdaBoost,2,10000,1000,9000
1,0.7567777777777778,0.4818115994805354,0.03955248035914703,0.022711375661375658,0.25509661835748787,0.31593426153170334,0.6714220899249319,0.209694330483046,0.76139054110285,0.004612763325072183,0.160065494532034,0.11549973487854004,1.9082906246185303,GPcalib_approx,PCam,AdaBoost,2,10000,1000,9000
2,0.7592222222222222,0.4820656625228422,0.03916978675645342,0.026376984126984117,0.18156565656565654,0.29788371830285215,0.664956807194777,0.22076651730024488,0.7517181987198344,0.007504023502387963,0.15969538353527077,0.11418271064758301,0.9705672264099121,GPcalib_approx,PCam,AdaBoost,2,10000,1000,9000
3,0.7605555555555555,0.4813844357218121,0.040996610549943885,0.02878968253968254,0.2496169007144617,0.2984670977668646,0.66011915623854,0.22531942221470608,0.7472494818482655,0.013306073707289923,0.1592142301691211,0.11524581909179688,1.3978934288024902,GPcalib_approx,PCam,AdaBoost,2,10000,1000,9000
4,0.7578888888888888,0.48456136061799965,0.037593636363636364,0.02661984126984127,0.19545454545454544,0.29130246948769883,0.6761313281282093,0.21185870351976863,0.7610224385870029,0.00313354969811408,0.16060135937726097,0.11727452278137207,0.9269628524780273,GPcalib_approx,PCam,AdaBoost,2,10000,1000,9000
5,0.7566666666666667,0.4835688726614456,0.037175140291806956,0.027874603174603167,0.2710606060606061,0.32170509057905133,0.681707993396554,0.19984948136283817,0.7713295041619472,0.01466283749528055,0.1608257532178722,0.11455798149108887,1.7409484386444092,GPcalib_approx,PCam,AdaBoost,2,10000,1000,9000
6,0.76,0.48162776292759635,0.03876035914702581,0.02655476190476191,0.16823232323232318,0.2983222975366999,0.6646839600159805,0.2209078721355938,0.751634167580784,0.008365832419215957,0.1593769594343827,0.11913895606994629,1.4936408996582031,GPcalib_approx,PCam,AdaBoost,2,10000,1000,9000
7,0.7626666666666667,0.48053921588750775,0.036847676767676765,0.01730661375661376,0.24775613275613273,0.31234588872130936,0.6747478865845323,0.21136566902306556,0.7616052815078043,0.0010613851588623657,0.15929848761350807,0.11838674545288086,1.6093380451202393,GPcalib_approx,PCam,AdaBoost,2,10000,1000,9000
8,0.7551111111111111,0.48828694158058716,0.04476092031425365,0.03429259259259259,0.3037184343434344,0.33380684608831396,0.6963231271235134,0.18431404617226566,0.7864553238215006,0.03134421271038962,0.1626166434305405,0.11701846122741699,1.529439926147461,GPcalib_approx,PCam,AdaBoost,2,10000,1000,9000
9,0.7587777777777778,0.4817928072120647,0.0349826936026936,0.024992857142857147,0.20717171717171712,0.3042646013035291,0.6680544143665731,0.21611845474776306,0.7559414673463729,0.002836310431404865,0.15965591056940978,0.11656999588012695,0.9668753147125244,GPcalib_approx,PCam,AdaBoost,2,10000,1000,9000
0,0.8086666666666666,0.41363852478198393,0.03435547699214367,0.01768650793650794,0.17453723279304678,0.33020194473216485,0.6982038186886279,0.16749848427449607,0.8068058896924483,0.0018607769742183256,0.13380528735240774,0.11893415451049805,0.9730708599090576,GPcalib_approx,PCam,XGBoost,2,10000,1000,9000
1,0.8085555555555556,0.4119491871808712,0.036574152637485986,0.021276190476190466,0.2035122410546139,0.3259161165236965,0.6927340373526195,0.17134697700138848,0.8026320883021623,0.005923467253393405,0.13311730795734592,0.11554241180419922,0.9337155818939209,GPcalib_approx,PCam,XGBoost,2,10000,1000,9000
2,0.8073333333333333,0.4127896757237085,0.034889382716049404,0.02170555555555556,0.22411274911274914,0.32815394853313884,0.7007611964119032,0.16251601518664402,0.811142060914676,0.003808727581342708,0.13353464510939894,0.11618375778198242,0.874269962310791,GPcalib_approx,PCam,XGBoost,2,10000,1000,9000
3,0.808,0.415149507278075,0.03275912457912458,0.021919312169312154,0.17311701924909473,0.3359297494288848,0.7004308277593315,0.16484365824605532,0.8092890430669789,0.0012890430669789121,0.13432938344771506,0.11874270439147949,0.8914415836334229,GPcalib_approx,PCam,XGBoost,2,10000,1000,9000
4,0.8074444444444444,0.41521379055644947,0.039076790123456814,0.019108465608465602,0.21505772005772006,0.3314120151136053,0.7088634361540672,0.15637293603388366,0.8176775787440851,0.010233134299640706,0.1343880447326699,0.1149454116821289,0.8702051639556885,GPcalib_approx,PCam,XGBoost,2,10000,1000,9000
5,0.8116666666666666,0.4125908902727416,0.039422996632996636,0.030490740740740742,0.1517369345630215,0.32984922950745293,0.6788487066449529,0.1868211570250436,0.7878800006328058,0.023786666033860926,0.13297452652570388,0.11655282974243164,0.8781471252441406,GPcalib_approx,PCam,XGBoost,2,10000,1000,9000
6,0.8066666666666666,0.4155973200906117,0.03258789001122336,0.01873280423280425,0.19081196581196586,0.3256313642311214,0.7074508276449746,0.15854850535039802,0.8155446990287073,0.008878032362040683,0.13458777701466051,0.11492538452148438,0.9583709239959717,GPcalib_approx,PCam,XGBoost,2,10000,1000,9000
7,0.8107777777777778,0.4123198687696715,0.03742557800224468,0.027797883597883596,0.13469696969696965,0.32943261768601917,0.6842064857407376,0.18117005834672378,0.7933561921622703,0.017421585615507496,0.13300083535575796,0.11572980880737305,0.8538682460784912,GPcalib_approx,PCam,XGBoost,2,10000,1000,9000
