,accuracy,log-loss,ECE,MCE,sharpness,overconfidence,underconfidence,avg_confidence,weighted_abs_conf_difference,Method,Dataset,Model,n_classes,size,calib_size,test_size
0,0.7276666666666667,0.7832968517156035,0.04274884399551063,0.24883838383838386,0.19424628128023383,0.5596197220876162,0.24677340429369674,0.7005009904574808,0.027165676209185863,GPcalib_lin,MNIST,AdaBoost,10,10000,1000,9000
1,0.7305555555555555,1.0187731749178517,0.17231343643267563,0.31459595959595954,0.2639343778613667,0.5119553442337739,0.34795363628114356,0.6142996168020425,0.11625593875351298,GPcalib_lin,MNIST,AdaBoost,10,10000,1000,9000
2,0.729,0.777477917867086,0.03978065095398426,0.7511616161616161,0.19359597189668343,0.558375663048422,0.25042827471551127,0.6977575924185148,0.031242407581485332,GPcalib_lin,MNIST,AdaBoost,10,10000,1000,9000
3,0.7278888888888889,0.7980735765719849,0.05486884399551063,0.7781313131313131,0.20517415656976806,0.5460723120842894,0.26989072822921445,0.6800307701849824,0.047858118703906605,GPcalib_lin,MNIST,AdaBoost,10,10000,1000,9000
4,0.7311111111111112,0.7782224891755294,0.04572410774410772,0.3421717171717171,0.20009545164432344,0.5513853817027103,0.255314583421065,0.6927091849788835,0.03840192613222765,GPcalib_lin,MNIST,AdaBoost,10,10000,1000,9000
5,0.7311111111111112,1.0261735552869642,0.15247498221205766,0.3781313131313131,0.2615729226891011,0.5352093257173793,0.3201597808474534,0.6409505789177571,0.09016053219335396,GPcalib_lin,MNIST,AdaBoost,10,10000,1000,9000
6,0.7296666666666667,1.0234669434978554,0.16160748900641372,0.32358585858585853,0.26243413086633566,0.5216056846006601,0.3346848245425549,0.6264657097624943,0.10320095690417244,GPcalib_lin,MNIST,AdaBoost,10,10000,1000,9000
7,0.729,0.7839859962132815,0.03623306397306394,0.23984848484848487,0.19534844042531574,0.5641622370927791,0.2463181711397565,0.7023220194912607,0.02667798050873932,GPcalib_lin,MNIST,AdaBoost,10,10000,1000,9000
8,0.7316666666666667,1.0309801647319574,0.13858097656599244,0.35204545454545455,0.258503574311149,0.5516559073108894,0.30220741314201593,0.658579244512847,0.07308742215381966,GPcalib_lin,MNIST,AdaBoost,10,10000,1000,9000
9,0.729,0.7844467866968782,0.04544411896745227,0.23984848484848487,0.1926716434868619,0.5537433108242905,0.2617768108900342,0.6882291420945478,0.04077085790545215,GPcalib_lin,MNIST,AdaBoost,10,10000,1000,9000
0,0.933,0.21998622658695888,0.019002008978675614,0.7871212121212121,0.11350425466871712,0.6137365137826226,0.051393337786653996,0.9261703622684876,0.006829637731512496,GPcalib_lin,MNIST,XGBoost,10,10000,1000,9000
1,0.9332222222222222,0.21654205630017778,0.01658646464646463,0.7691414141414141,0.09597046496586395,0.640621950991365,0.04590898174251535,0.9331582505433804,6.397167884174965e-05,GPcalib_lin,MNIST,XGBoost,10,10000,1000,9000
2,0.9335555555555556,0.22447468844969867,0.02054307519640852,0.8230808080808081,0.11219103474274705,0.6334135669274631,0.04275929682027426,0.9357241890154088,0.0021686334598531587,GPcalib_lin,MNIST,XGBoost,10,10000,1000,9000
