,accuracy,log-loss,ECE,ECE_15bins,MCE,sharpness,overconfidence,underconfidence,avg_confidence,weighted_abs_conf_difference,cal_time,fit_time,Method,Dataset,Model,n_classes,size,calib_size,test_size
0,0.7284444444444444,0.7830093386320977,0.03615063973063971,0.026329365079365084,0.25782828282828285,0.19577341016607724,0.5637000970767136,0.24352764775504218,0.7041239753970481,0.024320469047396515,0.13582277297973633,3.7870490550994873,GPcalib_approx,MNIST,AdaBoost,10,10000,1000,9000
1,0.7277777777777777,0.792781964972501,0.031041425364758676,0.0208616402116402,0.44746753246753246,0.20105310195023535,0.5709419277563785,0.23667342443752767,0.7109551992152577,0.01682257856251984,0.1395740509033203,3.8473987579345703,GPcalib_approx,MNIST,AdaBoost,10,10000,1000,9000
2,0.73,0.775597906462086,0.04247914702581367,0.030783597883597892,0.25782828282828285,0.18998921455102336,0.5631012907646874,0.24776079971075843,0.701171964717612,0.02882803528238803,0.1353318691253662,3.9988861083984375,GPcalib_approx,MNIST,AdaBoost,10,10000,1000,9000
3,0.7313333333333333,0.7824229594743078,0.048494006734006695,0.04276825396825396,0.27974747474747474,0.19148750418953053,0.5568385888378702,0.26131456268830006,0.6898292506883977,0.0415040826449356,0.13788199424743652,3.9725260734558105,GPcalib_approx,MNIST,AdaBoost,10,10000,1000,9000
4,0.7328888888888889,0.7739655223434021,0.04326203142536472,0.0363473544973545,0.27770202020202017,0.19839984419775303,0.5589175322381635,0.25069793353737446,0.6984482419875582,0.03444064690133078,0.13545513153076172,3.9290170669555664,GPcalib_approx,MNIST,AdaBoost,10,10000,1000,9000
5,0.7292222222222222,0.7868508634709835,0.04304368125701456,0.03579920634920636,0.2626534576534576,0.1935732447769966,0.559554017353134,0.25459485422776923,0.6950807902214152,0.034141432000806854,0.13941359519958496,3.332366704940796,GPcalib_approx,MNIST,AdaBoost,10,10000,1000,9000
6,0.7275555555555555,0.7919080567933995,0.028496296296296263,0.016021693121693114,0.26681818181818184,0.1890735138510003,0.5820846361545806,0.23132479357786218,0.717839642167021,0.009715913388534392,0.1993272304534912,3.877744197845459,GPcalib_approx,MNIST,AdaBoost,10,10000,1000,9000
7,0.7287777777777777,0.7866568750140573,0.03930508417508416,0.0270206349206349,0.23984848484848487,0.19990548556993717,0.5649244286230629,0.24405696164399832,0.7041345465384347,0.024643231239343116,0.1351175308227539,3.9859702587127686,GPcalib_approx,MNIST,AdaBoost,10,10000,1000,9000
8,0.7198888888888889,0.8381979587922072,0.07333595959595954,0.07255978835978832,0.43580808080808076,0.20506607668115392,0.5183960318604578,0.3007647502849858,0.6485801754693101,0.07130871341957878,0.13611316680908203,1.4288840293884277,GPcalib_approx,MNIST,AdaBoost,10,10000,1000,9000
9,0.7294444444444445,0.7786960688558924,0.04203827160493824,0.03653386243386241,0.23611111111111116,0.1890878801528085,0.5605876737315374,0.25560702910988264,0.6946634266033238,0.03478101784112067,0.1975860595703125,3.8546457290649414,GPcalib_approx,MNIST,AdaBoost,10,10000,1000,9000
0,0.9337777777777778,0.2137085246019285,0.016148395061728393,0.024260582010582007,0.8230808080808081,0.09264923386664446,0.6461233087466371,0.04774196995114422,0.9319851085048423,0.0017926692729356153,0.13892149925231934,1.1425127983093262,GPcalib_approx,MNIST,XGBoost,10,10000,1000,9000
1,0.9335555555555556,0.21391270416865754,0.019034309764309778,0.027400793650793624,0.8140909090909091,0.08261903837147493,0.6654907073945123,0.04490347751134736,0.935853824996842,0.002298269441286409,0.13349175453186035,1.3368513584136963,GPcalib_approx,MNIST,XGBoost,10,10000,1000,9000
2,0.9331111111111111,0.21631378913627755,0.016740897867564525,0.024448412698412716,0.8230808080808081,0.09278913999098386,0.6580121676827982,0.042298832206022555,0.9376553035643186,0.00454419245320746,0.14054274559020996,1.7273387908935547,GPcalib_approx,MNIST,XGBoost,10,10000,1000,9000
3,0.9338888888888889,0.21205974627773738,0.01688397306397306,0.02603862433862434,0.8230808080808081,0.08859528288486539,0.6595377121797967,0.043158219467219296,0.9371866782361111,0.0032977893472223296,0.1337132453918457,1.4000332355499268,GPcalib_approx,MNIST,XGBoost,10,10000,1000,9000
4,0.9327777777777778,0.2184707744814822,0.019371459034792378,0.02785899470899469,0.8140909090909091,0.08141810808901781,0.6768069477598058,0.03862584956263133,0.9422449107018214,0.009467132924043588,0.13652825355529785,1.132993459701538,GPcalib_approx,MNIST,XGBoost,10,10000,1000,9000
5,0.9327777777777778,0.21405976694322834,0.017254332210998907,0.02649285714285714,0.8230808080808081,0.0886816830538853,0.6568640880411935,0.044625900893664146,0.9353075928069569,0.002529815029179032,0.13979625701904297,1.3656647205352783,GPcalib_approx,MNIST,XGBoost,10,10000,1000,9000
6,0.9332222222222222,0.21489918707453892,0.01784762065095398,0.02752248677248673,0.8140909090909091,0.08583552664431379,0.6634574903560625,0.042660146985159436,0.9377150419084044,0.0044928196861821895,0.20129871368408203,1.0558052062988281,GPcalib_approx,MNIST,XGBoost,10,10000,1000,9000
7,0.9324444444444444,0.2172611370745913,0.021645847362514035,0.030167195767195797,0.8140909090909091,0.07902819299727279,0.6817218695847892,0.03777715116985906,0.9432734493433438,0.01082900489889943,0.1372053623199463,1.1481280326843262,GPcalib_approx,MNIST,XGBoost,10,10000,1000,9000
8,0.9343333333333333,0.21355624799682346,0.018454219977553286,0.027701587301587307,0.8140909090909091,0.08203288546391993,0.6714256395737951,0.04095609995234489,0.9401569676098716,0.005823634276538293,0.13282036781311035,1.1887009143829346,GPcalib_approx,MNIST,XGBoost,10,10000,1000,9000
