,accuracy,log-loss,ECE,MCE,sharpness,overconfidence,underconfidence,avg_confidence,weighted_abs_conf_difference,brier_score,Method,Dataset,Model,n_classes,size,calib_size,test_size
6,0.953125,0.1332301489856519,0.017539886363636382,0.4834848484848486,0.12237409143334937,0.7823427578921788,0.03309089898945486,0.9582575536768717,0.005132553676871716,0.035859490044426026,GPcalib_lin,KITTI,mondrian_forest,2,9031,1000,8000
7,0.95375,0.1317856531589878,0.018700618686868672,0.45045454545454544,0.11943475637488056,0.781528827684058,0.03618309268827188,0.9553860836289484,0.0016360836289483899,0.03549555728413441,GPcalib_lin,KITTI,mondrian_forest,2,9031,1000,8000
8,0.9535,0.13164735643919495,0.021092967171717155,0.5841919191919192,0.1071653148131758,0.7866883367232865,0.03701207132750617,0.9547899976468557,0.0012899976468556812,0.035402954574838476,GPcalib_lin,KITTI,mondrian_forest,2,9031,1000,8000
9,0.953625,0.1319932881047,0.018747209595959616,0.5495454545454546,0.11287229093881328,0.7874032824416748,0.03394026366691101,0.9577745432838747,0.0041495432838747,0.035493280010253585,GPcalib_lin,KITTI,mondrian_forest,2,9031,1000,8000
0,0.964375,0.11281404233938568,0.012195593434343453,0.9158080808080808,0.0944695272109638,0.8164957592151757,0.026508574334240854,0.9678984550484571,0.0035234550484571255,0.029484439439861104,GPcalib_lin,KITTI,random_forest,2,9090,1000,8000
1,0.9625,0.11220735531352453,0.011196616161616137,0.8712626262626262,0.10287068214263016,0.7931886741392475,0.030394590224315343,0.9629897821893183,0.0004897821893182462,0.029787520739547817,GPcalib_lin,KITTI,random_forest,2,9090,1000,8000
2,0.963625,0.10942754673903125,0.012524318181818199,0.8613636363636363,0.1055366937687927,0.7843608603511772,0.033570858121765176,0.9598064081376881,0.003818591862311857,0.028897996272471728,GPcalib_lin,KITTI,random_forest,2,9090,1000,8000
3,0.96475,0.10787539581202364,0.01597515151515151,0.8514646464646465,0.10766331789640285,0.7767227042215771,0.036719865387310494,0.9567039851914028,0.008046014808597204,0.028111611794781565,GPcalib_lin,KITTI,random_forest,2,9090,1000,8000
4,0.964125,0.1102705284883285,0.013324936868686892,0.8613636363636363,0.1059640941984847,0.7898109504095906,0.034067418988006914,0.959614217514132,0.004510782485868111,0.02904687516180334,GPcalib_lin,KITTI,random_forest,2,9090,1000,8000
5,0.96325,0.11129998185242533,0.010976073232323242,0.8811616161616161,0.09565864949470326,0.8020550374050724,0.026409678107889408,0.9672864001872119,0.004036400187211898,0.02924914312220385,GPcalib_lin,KITTI,random_forest,2,9090,1000,8000
6,0.964375,0.10984023723801438,0.015336224747474743,0.8118686868686869,0.10957544547821067,0.7768750346935119,0.03770531625882193,0.955689108743855,0.00868589125614502,0.028538410590047008,GPcalib_lin,KITTI,random_forest,2,9090,1000,8000
7,0.962375,0.11503214502207673,0.012107171717171744,0.9257070707070707,0.08998616109220992,0.8137986317751891,0.02305108067419829,0.97081038975671,0.008435389756709929,0.030088812438617746,GPcalib_lin,KITTI,random_forest,2,9090,1000,8000
8,0.9645,0.1096191563555975,0.01377241161616161,0.8910606060606061,0.10594550554355776,0.786710042500311,0.03491769053767362,0.9587500939851747,0.005749906014825192,0.02867873416096429,GPcalib_lin,KITTI,random_forest,2,9090,1000,8000
9,0.963375,0.11182680451767191,0.009517954545454541,0.8762121212121212,0.10155523246130678,0.7980231407694964,0.029195318139651056,0.9644765579178964,0.0011015579178964875,0.02943851862730425,GPcalib_lin,KITTI,random_forest,2,9090,1000,8000
